@relation 'LBP_hf Femur Literal ROI '

@attribute File {'Literal Femur of Normal_1.jpg','Literal Femur of Normal_10.jpg','Literal Femur of Normal_11.jpg','Literal Femur of Normal_12.jpg','Literal Femur of Normal_13.jpg','Literal Femur of Normal_14.jpg','Literal Femur of Normal_15.jpg','Literal Femur of Normal_16.jpg','Literal Femur of Normal_17.jpg','Literal Femur of Normal_18.jpg','Literal Femur of Normal_19.jpg','Literal Femur of Normal_2.jpg','Literal Femur of Normal_20.jpg','Literal Femur of Normal_21.jpg','Literal Femur of Normal_22.jpg','Literal Femur of Normal_23.jpg','Literal Femur of Normal_24.jpg','Literal Femur of Normal_25.jpg','Literal Femur of Normal_26.jpg','Literal Femur of Normal_27.jpg','Literal Femur of Normal_28.jpg','Literal Femur of Normal_29.jpg','Literal Femur of Normal_3.jpg','Literal Femur of Normal_30.jpg','Literal Femur of Normal_31.jpg','Literal Femur of Normal_32.jpg','Literal Femur of Normal_33.jpg','Literal Femur of Normal_34.jpg','Literal Femur of Normal_35.jpg','Literal Femur of Normal_36.jpg','Literal Femur of Normal_37.jpg','Literal Femur of Normal_38.jpg','Literal Femur of Normal_39.jpg','Literal Femur of Normal_4.jpg','Literal Femur of Normal_40.jpg','Literal Femur of Normal_41.jpg','Literal Femur of Normal_42.jpg','Literal Femur of Normal_43.jpg','Literal Femur of Normal_44.jpg','Literal Femur of Normal_45.jpg','Literal Femur of Normal_46.jpg','Literal Femur of Normal_47.jpg','Literal Femur of Normal_48.jpg','Literal Femur of Normal_49.jpg','Literal Femur of Normal_5.jpg','Literal Femur of Normal_50.jpg','Literal Femur of Normal_51.jpg','Literal Femur of Normal_52.jpg','Literal Femur of Normal_53.jpg','Literal Femur of Normal_54.jpg','Literal Femur of Normal_55.jpg','Literal Femur of Normal_56.jpg','Literal Femur of Normal_57.jpg','Literal Femur of Normal_58.jpg','Literal Femur of Normal_59.jpg','Literal Femur of Normal_6.jpg','Literal Femur of Normal_60.jpg','Literal Femur of Normal_61.jpg','Literal Femur of Normal_62.jpg','Literal Femur of Normal_63.jpg','Literal Femur of Normal_7.jpg','Literal Femur of Normal_8.jpg','Literal Femur of Normal_9.jpg','Literal Femur of OA_1.jpg','Literal Femur of OA_10.jpg','Literal Femur of OA_11.jpg','Literal Femur of OA_12.jpg','Literal Femur of OA_13.jpg','Literal Femur of OA_14.jpg','Literal Femur of OA_15.jpg','Literal Femur of OA_16.jpg','Literal Femur of OA_17.jpg','Literal Femur of OA_18.jpg','Literal Femur of OA_19.jpg','Literal Femur of OA_2.jpg','Literal Femur of OA_20.jpg','Literal Femur of OA_21.jpg','Literal Femur of OA_22.jpg','Literal Femur of OA_23.jpg','Literal Femur of OA_24.jpg','Literal Femur of OA_25.jpg','Literal Femur of OA_26.jpg','Literal Femur of OA_27.jpg','Literal Femur of OA_28.jpg','Literal Femur of OA_29.jpg','Literal Femur of OA_3.jpg','Literal Femur of OA_30.jpg','Literal Femur of OA_31.jpg','Literal Femur of OA_32.jpg','Literal Femur of OA_33.jpg','Literal Femur of OA_34.jpg','Literal Femur of OA_35.jpg','Literal Femur of OA_36.jpg','Literal Femur of OA_37.jpg','Literal Femur of OA_38.jpg','Literal Femur of OA_39.jpg','Literal Femur of OA_4.jpg','Literal Femur of OA_40.jpg','Literal Femur of OA_41.jpg','Literal Femur of OA_42.jpg','Literal Femur of OA_43.jpg','Literal Femur of OA_44.jpg','Literal Femur of OA_45.jpg','Literal Femur of OA_46.jpg','Literal Femur of OA_47.jpg','Literal Femur of OA_48.jpg','Literal Femur of OA_49.jpg','Literal Femur of OA_5.jpg','Literal Femur of OA_50.jpg','Literal Femur of OA_51.jpg','Literal Femur of OA_52.jpg','Literal Femur of OA_53.jpg','Literal Femur of OA_54.jpg','Literal Femur of OA_55.jpg','Literal Femur of OA_56.jpg','Literal Femur of OA_57.jpg','Literal Femur of OA_58.jpg','Literal Femur of OA_59.jpg','Literal Femur of OA_6.jpg','Literal Femur of OA_60.jpg','Literal Femur of OA_61.jpg','Literal Femur of OA_62.jpg','Literal Femur of OA_63.jpg','Literal Femur of OA_64.jpg','Literal Femur of OA_65.jpg','Literal Femur of OA_66.jpg','Literal Femur of OA_67.jpg','Literal Femur of OA_68.jpg','Literal Femur of OA_7.jpg','Literal Femur of OA_8.jpg','Literal Femur of OA_9.jpg'}
@attribute LBP_hf_1 numeric
@attribute LBP_hf_2 numeric
@attribute LBP_hf_3 numeric
@attribute LBP_hf_4 numeric
@attribute LBP_hf_5 numeric
@attribute LBP_hf_6 numeric
@attribute LBP_hf_7 numeric
@attribute LBP_hf_8 numeric
@attribute LBP_hf_9 numeric
@attribute LBP_hf_10 numeric
@attribute LBP_hf_11 numeric
@attribute LBP_hf_12 numeric
@attribute LBP_hf_13 numeric
@attribute LBP_hf_14 numeric
@attribute LBP_hf_15 numeric
@attribute LBP_hf_16 numeric
@attribute LBP_hf_17 numeric
@attribute LBP_hf_18 numeric
@attribute LBP_hf_19 numeric
@attribute LBP_hf_20 numeric
@attribute LBP_hf_21 numeric
@attribute LBP_hf_22 numeric
@attribute LBP_hf_23 numeric
@attribute LBP_hf_24 numeric
@attribute LBP_hf_25 numeric
@attribute LBP_hf_26 numeric
@attribute LBP_hf_27 numeric
@attribute LBP_hf_28 numeric
@attribute LBP_hf_29 numeric
@attribute LBP_hf_30 numeric
@attribute LBP_hf_31 numeric
@attribute LBP_hf_32 numeric
@attribute LBP_hf_33 numeric
@attribute LBP_hf_34 numeric
@attribute LBP_hf_35 numeric
@attribute LBP_hf_36 numeric
@attribute LBP_hf_37 numeric
@attribute LBP_hf_38 numeric
@attribute class {Nor,OA}

@data
'Literal Femur of Normal_46.jpg',0.0717,0.00312,0.0234,0.00302,0.0644,0.064,0.00174,0.00664,0.00147,0.00112,0.141,0.00505,0.0212,0.00471,0.0546,0.184,0.00926,0.0579,0.00496,0.0174,0.171,0.00467,0.0308,0.00482,0.00735,0.102,0.00212,0.0132,0.00168,0.00275,0.0661,0.00336,0.0146,0.00218,0.039,0.0364,0.061,0.103,Nor
'Literal Femur of Normal_47.jpg',0.0736,0.00167,0.00642,0.00208,0.0676,0.0687,0.00214,0.00137,0.0024,0.000714,0.132,0.00538,0.0107,0.00252,0.0641,0.157,0.00582,0.0288,0.00587,0.00286,0.157,0.00355,0.0239,0.00486,0.018,0.11,0.00679,0.00275,0.0059,0.00459,0.0745,0.00222,0.00358,0.00221,0.0408,0.037,0.0733,0.116,Nor
'Literal Femur of Normal_48.jpg',0.0725,0.00197,0.0119,0.00221,0.0644,0.0674,0.00265,0.00391,0.00277,0.00235,0.144,0.00383,0.00896,0.00257,0.0531,0.18,0.00541,0.0308,0.00884,0.00194,0.167,0.006,0.0169,0.00563,0.00979,0.105,0.00386,0.00505,0.00157,0.000612,0.07,0.00261,0.0161,0.00214,0.0404,0.0386,0.0588,0.0973,Nor
'Literal Femur of Normal_49.jpg',0.0784,0.00122,0.0368,0.00168,0.0708,0.0659,0.00325,0.0058,0.00302,0.00265,0.135,0.00131,0.0211,0.00519,0.0373,0.188,0.0151,0.073,0.00239,0.0213,0.155,0.000307,0.0353,0.00222,0.0158,0.0931,0.00237,0.0134,0.0026,0.000204,0.075,0.00369,0.0314,0.00328,0.0523,0.0423,0.0632,0.104,Nor
'Literal Femur of Normal_5.jpg',0.0995,0.00431,0.0369,0.00515,0.094,0.0622,0.0018,0.00381,0.00261,0.00388,0.112,0.000787,0.0133,0.000665,0.044,0.142,0.00245,0.0442,0.00469,0.012,0.136,0.00814,0.0312,0.00282,0.0199,0.0932,0.00174,0.00524,0.000737,0.00296,0.0992,0.00144,0.0395,0.0027,0.0651,0.0481,0.0817,0.127,Nor
'Literal Femur of Normal_50.jpg',0.0797,0.00296,0.0211,0.00145,0.0711,0.0681,0.00227,0.00675,0.000587,0.00255,0.13,0.00577,0.00847,0.00385,0.0475,0.175,0.00512,0.0406,0.00316,0.0206,0.159,0.00576,0.0164,0.00453,0.00684,0.101,0.00705,0.00643,0.00242,0.00255,0.0743,0.00164,0.0199,0.00359,0.0496,0.0431,0.064,0.106,Nor
'Literal Femur of Normal_51.jpg',0.0779,0.00362,0.0303,0.00317,0.0736,0.0573,0.00184,0.00284,0.00202,0.00273,0.129,0.00515,0.0149,0.00401,0.0531,0.183,0.00767,0.0704,0.00574,0.00818,0.16,0.00394,0.0417,0.00787,0.0347,0.104,0.00579,0.00958,0.00133,0.000606,0.082,0.00124,0.028,0.00414,0.0483,0.0342,0.0673,0.105,Nor
'Literal Femur of Normal_52.jpg',0.0718,0.00222,0.0098,0.00309,0.0686,0.0661,0.00195,0.00318,0.00489,0.00633,0.131,0.00303,0.0178,0.00813,0.0393,0.174,0.00418,0.0331,0.00165,0.0107,0.172,0.00411,0.0225,0.00467,0.0199,0.103,0.00306,0.00762,0.00554,0.005,0.0759,0.00223,0.00161,0.0025,0.0439,0.0401,0.06,0.106,Nor
'Literal Femur of Normal_53.jpg',0.104,0.00278,0.0513,0.00272,0.0921,0.0676,0.00591,0.00572,0.000468,0.00194,0.106,0.00637,0.0108,0.00418,0.0404,0.119,0.00955,0.0372,0.00519,0.000714,0.115,0.0105,0.0174,0.00289,0.00786,0.102,0.00119,0.00978,0.00178,0.00235,0.102,0.00547,0.0421,0.00325,0.0726,0.0603,0.0871,0.138,Nor
'Literal Femur of Normal_54.jpg',0.0692,0.00276,0.00123,0.0031,0.0624,0.069,0.0034,0.00278,0.00306,0.00898,0.144,0.01,0.0149,0.0012,0.0475,0.176,0.00877,0.0243,0.0109,0.0195,0.173,0.0108,0.0218,0.00542,0.0183,0.102,0.00356,0.00229,0.00161,0.00602,0.0653,0.00217,0.00263,0.00063,0.0418,0.0386,0.0626,0.1,Nor
'Literal Femur of Normal_55.jpg',0.0963,0.00173,0.034,0.00131,0.0875,0.0705,0.00293,0.00945,0.00111,0.00378,0.113,0.00379,0.00167,0.0039,0.0474,0.117,0.00404,0.0149,0.0046,0.000816,0.131,0.00443,0.00409,0.00437,0.0048,0.0959,0.00354,0.0126,0.00466,0.000408,0.1,0.00381,0.0321,0.0037,0.0637,0.0538,0.0845,0.138,Nor
'Literal Femur of Normal_56.jpg',0.0871,0.00328,0.0267,0.00285,0.0818,0.0591,0.00361,0.00635,0.00317,0.00235,0.12,0.00352,0.0123,0.00323,0.0583,0.147,0.0074,0.0441,0.00913,0.00541,0.145,0.00296,0.0288,0.00541,0.026,0.1,0.0028,0.00464,0.00321,0.00173,0.0903,0.00377,0.0285,0.00523,0.056,0.042,0.0839,0.125,Nor
'Literal Femur of Normal_57.jpg',0.113,0.00375,0.0569,0.00184,0.0983,0.0655,0.00222,0.00678,0.00217,0.000204,0.0931,0.00307,0.00799,0.000644,0.03,0.107,0.00371,0.0308,0.00663,0.00275,0.107,0.00336,0.0134,0.0022,0.00245,0.0845,0.0039,0.0107,0.000639,0.00122,0.106,0.00335,0.0508,0.00591,0.0715,0.0724,0.0908,0.162,Nor
'Literal Femur of Normal_58.jpg',0.0776,0.00134,0.0306,0.000922,0.0713,0.0603,0.00306,0.00455,0.002,0.00173,0.124,0.00453,0.02,0.00221,0.0346,0.202,0.0147,0.0876,0.00595,0.0309,0.171,0.00384,0.0461,0.00894,0.0216,0.092,0.00274,0.00955,0.00185,0.00326,0.0711,0.00322,0.0285,0.00327,0.0464,0.0376,0.0597,0.105,Nor
'Literal Femur of Normal_59.jpg',0.104,0.00354,0.0561,0.00226,0.0934,0.0635,0.00234,0.0106,0.000623,0.000408,0.111,0.00245,0.00438,0.00468,0.0449,0.134,0.00292,0.0256,0.00202,0.00398,0.126,0.00492,0.0112,0.00426,0.00959,0.0971,0.00221,0.0121,0.00373,0.00143,0.105,0.0039,0.0512,0.00472,0.0737,0.0545,0.078,0.127,Nor
'Literal Femur of Normal_6.jpg',0.0773,0.00316,0.0193,0.00326,0.0706,0.0638,0.00488,0.00576,0.00338,0.000918,0.135,0.00477,0.017,0.00485,0.048,0.178,0.0148,0.0464,0.00799,0.0174,0.161,0.00416,0.0248,0.00415,0.0142,0.109,0.0058,0.0132,0.00234,0.00275,0.0686,0.00466,0.0156,0.00317,0.0416,0.0398,0.0641,0.103,Nor
'Literal Femur of Normal_60.jpg',0.0762,0.00124,0.0147,0.00197,0.0683,0.0712,0.0035,0.00575,0.00358,0.00102,0.135,0.00421,0.0112,0.00295,0.0499,0.166,0.0167,0.0195,0.00805,0.0101,0.16,0.00565,0.00842,0.00987,0.005,0.103,0.00322,0.006,0.00554,0.00592,0.0785,0.00693,0.0122,0.00459,0.0511,0.0431,0.0609,0.105,Nor
'Literal Femur of Normal_61.jpg',0.0765,0.00138,0.00714,0.00148,0.0704,0.0671,0.00233,0.00129,0.00307,0.00143,0.137,0.00324,0.0118,0.00114,0.0523,0.157,0.0146,0.0268,0.00875,0.00224,0.159,0.00799,0.0209,0.00638,0.0138,0.109,0.00141,0.00391,0.00231,0.000306,0.0761,0.00154,0.00421,0.00195,0.0463,0.0393,0.0697,0.109,Nor
'Literal Femur of Normal_62.jpg',0.0677,0.00138,0.0261,0.00182,0.0633,0.0611,0.0011,0.00175,0.0039,0.00316,0.144,0.0101,0.0222,0.00234,0.0467,0.202,0.0139,0.0704,0.00465,0.0138,0.174,0.00511,0.0347,0.00656,0.0235,0.101,0.0045,0.00635,0.00125,0.00133,0.0667,0.00386,0.0175,0.00219,0.0418,0.0324,0.0601,0.0911,Nor
'Literal Femur of Normal_63.jpg',0.0749,0.00123,0.00378,0.00142,0.0673,0.0741,0.000971,0.00144,0.00214,0.00347,0.131,0.00243,0.00578,0.00434,0.0439,0.152,0.00806,0.0147,0.00589,0.00653,0.16,0.00619,0.00982,0.00317,0.00643,0.106,0.00384,0.00196,0.00538,0.00357,0.0769,0.0056,0.00877,0.00434,0.0469,0.0436,0.0691,0.112,Nor
'Literal Femur of Normal_7.jpg',0.0862,0.00452,0.0461,0.00426,0.0799,0.0603,0.0012,0.00891,0.00341,0.00133,0.12,0.00128,0.0226,0.00236,0.0361,0.191,0.00611,0.0891,0.00247,0.0287,0.155,0.00614,0.0477,0.00314,0.0218,0.0959,0.0055,0.0148,0.000903,0.00429,0.079,0.0036,0.0443,0.00151,0.0557,0.0412,0.0662,0.104,Nor
'Literal Femur of Normal_8.jpg',0.0804,0.000933,0.0273,0.000503,0.0724,0.0702,0.00432,0.00923,0.00254,0.00571,0.126,0.00829,0.0163,0.00392,0.0371,0.178,0.017,0.0592,0.0107,0.00306,0.165,0.00293,0.0299,0.00749,0.016,0.0983,0.00732,0.00694,0.00161,0.00337,0.0753,0.00247,0.0298,0.00106,0.0516,0.0394,0.062,0.106,Nor
'Literal Femur of Normal_9.jpg',0.0803,0.00287,0.0206,0.00208,0.0715,0.0713,0.00376,0.0031,0.00217,0.000306,0.131,0.0125,0.0114,0.00111,0.0473,0.156,0.0166,0.0355,0.0084,0.00398,0.154,0.0113,0.0199,0.00641,0.00949,0.1,0.00821,0.00488,0.00295,0.00306,0.0788,0.00293,0.0206,0.000893,0.0502,0.0466,0.0692,0.112,Nor
'Literal Femur of OA_1.jpg',0.0726,0.000722,0.0227,0.00111,0.0673,0.0654,0.00386,0.0101,0.00301,0.000102,0.134,0.00163,0.0137,0.00319,0.0549,0.185,0.00735,0.0583,0.00861,0.0185,0.164,0.00153,0.0317,0.00239,0.0252,0.107,0.00196,0.0124,0.00266,0.00214,0.0752,0.000366,0.0249,0.00213,0.0393,0.0344,0.0638,0.1,OA
'Literal Femur of OA_10.jpg',0.0634,0.00359,0.011,0.00314,0.0574,0.0601,0.00161,0.00348,0.0031,0.00296,0.147,0.0132,0.0112,0.00942,0.064,0.197,0.0255,0.0396,0.00811,0.0149,0.187,0.0182,0.0224,0.00907,0.0298,0.103,0.005,0.00313,0.0014,0.00214,0.0613,0.00299,0.0115,0.00516,0.0291,0.0283,0.0607,0.092,OA
'Literal Femur of OA_11.jpg',0.0864,0.00146,0.039,0.00169,0.0744,0.0711,0.00106,0.00602,0.00144,0.00214,0.116,0.00923,0.0203,0.00123,0.0312,0.163,0.00915,0.0706,0.00648,0.0319,0.15,0.00337,0.0319,0.00213,0.00347,0.0943,0.00288,0.0116,0.00173,0.00592,0.0838,0.0029,0.0307,0.00312,0.0591,0.0572,0.0624,0.115,OA
'Literal Femur of OA_12.jpg',0.0651,0.00142,0.00942,0.00172,0.0582,0.0698,0.00448,0.00394,0.00188,0.00102,0.145,0.012,0.014,0.00417,0.0396,0.186,0.00667,0.0466,0.00485,0.00286,0.166,0.0113,0.0237,0.000857,0.0138,0.102,0.00723,0.00595,0.00245,0.00469,0.0625,0.00143,0.0105,0.000964,0.0417,0.0416,0.0591,0.103,OA
'Literal Femur of OA_13.jpg',0.0667,0.00262,0.019,0.00199,0.0602,0.0638,0.00202,0.00732,0.00175,0.00112,0.142,0.00724,0.0189,0.00484,0.0562,0.201,0.00892,0.0712,0.00503,0.0322,0.171,0.00455,0.0379,0.00156,0.0202,0.102,0.0051,0.0114,0.00486,0.00306,0.0668,0.00183,0.023,0.00238,0.0362,0.0325,0.0583,0.0969,OA
'Literal Femur of OA_14.jpg',0.0827,0.0058,0.0315,0.00634,0.0719,0.077,0.00621,0.01,0.00143,0.00561,0.133,0.012,0.016,0.00674,0.0294,0.186,0.0164,0.0622,0.00399,0.0297,0.148,0.0127,0.0203,0.000962,0.00143,0.0909,0.00755,0.0103,0.00185,0.000102,0.0756,0.00232,0.0294,0.00129,0.0546,0.044,0.0594,0.103,OA
'Literal Femur of OA_15.jpg',0.0751,0.00218,0.0248,0.00117,0.0696,0.0573,0.00112,0.00551,0.00232,0.00102,0.127,0.00573,0.0209,0.00212,0.0481,0.195,0.00856,0.0752,0.00182,0.0319,0.17,0.00209,0.0376,0.00495,0.0267,0.0978,0.00267,0.00779,0.00283,0.00398,0.0708,0.00322,0.0201,0.00351,0.0406,0.0364,0.0657,0.105,OA
'Literal Femur of OA_16.jpg',0.0823,0.000421,0.0241,0.000421,0.0711,0.0746,0.00315,0.00639,0.00128,0.000306,0.128,0.00823,0.0154,0.00418,0.0352,0.161,0.0142,0.0479,0.00834,0.00622,0.154,0.00621,0.0261,0.00143,0.00398,0.0968,0.00402,0.00918,0.00423,0.000714,0.076,0.0045,0.0202,0.00269,0.0501,0.0478,0.0655,0.114,OA
'Literal Femur of OA_17.jpg',0.0615,0.00164,0.017,0.00255,0.054,0.0702,0.00352,0.00768,0.00183,0.00245,0.153,0.00216,0.0189,0.00315,0.0294,0.222,0.0037,0.0549,0.00999,0.0101,0.177,0.00161,0.0297,0.00265,0.0186,0.0908,0.00155,0.00609,0.00302,0.00184,0.0579,0.0029,0.0129,0.000755,0.0376,0.0341,0.0506,0.0831,OA
'Literal Femur of OA_18.jpg',0.0764,0.00283,0.0272,0.00295,0.067,0.0743,0.00272,0.00471,0.00237,0.00408,0.136,0.00106,0.0135,0.000638,0.0358,0.172,0.00445,0.0498,0.00285,0.00326,0.15,0.00331,0.0242,0.00233,0.00816,0.0965,0.00238,0.00962,0.00189,0.00429,0.0774,0.00284,0.0214,0.00365,0.0519,0.0459,0.0627,0.109,OA
'Literal Femur of OA_19.jpg',0.0728,0.00188,0.0254,0.000133,0.0645,0.0664,0.00251,0.00583,0.00105,0.00316,0.131,0.00337,0.0263,0.00361,0.0514,0.184,0.00728,0.0755,0.00264,0.038,0.17,0.00578,0.0369,0.00708,0.00735,0.1,0.00214,0.0096,0.00264,0.00235,0.0696,0.00376,0.0226,0.00124,0.0406,0.0416,0.0622,0.102,OA
'Literal Femur of OA_2.jpg',0.0668,0.000753,0.0177,0.000192,0.0636,0.0558,0.00215,0.00602,0.000607,0.00112,0.138,0.00228,0.0185,0.00074,0.0543,0.199,0.00445,0.0654,0.0044,0.0104,0.185,0.00261,0.0449,0.00295,0.0441,0.106,0.00608,0.00255,0.000821,0.005,0.0706,0.000809,0.0225,0.0028,0.0388,0.0293,0.0566,0.0928,OA
'Literal Femur of OA_20.jpg',0.069,0.00229,0.0138,0.00264,0.0631,0.0719,0.00217,0.00617,0.00355,0.0052,0.145,0.0038,0.0111,0.00641,0.048,0.182,0.0135,0.0339,0.00678,0.00775,0.17,0.00494,0.0185,0.00141,0.0107,0.103,0.00297,0.00612,0.00102,0.00459,0.0681,0.00151,0.0147,0.00282,0.0417,0.0351,0.0594,0.0962,OA
'Literal Femur of OA_21.jpg',0.174,0.00144,0.153,0.00224,0.169,0.0572,0.00583,0.0252,0.0052,0.005,0.0726,0.0114,0.0115,0.00319,0.0175,0.0883,0.0171,0.0391,0.00516,0.00724,0.0788,0.00802,0.0236,0.00349,0.0129,0.0627,0.00705,0.0238,0.00764,0.0103,0.181,0.00315,0.166,0.00355,0.17,0.0576,0.0843,0.144,OA
'Literal Femur of OA_22.jpg',0.0869,0.00156,0.0175,0.00319,0.0749,0.0719,0.00127,0.0051,0.00175,0.000306,0.122,0.00384,0.014,0.00233,0.0373,0.135,0.00664,0.0425,0.00346,0.00296,0.132,0.0084,0.0235,0.00489,0.00439,0.1,0.00258,0.00524,0.0031,0.00561,0.0889,0.00525,0.0157,0.00441,0.0599,0.0597,0.0738,0.13,OA
'Literal Femur of OA_23.jpg',0.0755,0.00123,0.0167,0.00127,0.071,0.0682,0.00144,0.00404,0.00381,0.00224,0.128,0.00418,0.0148,0.00189,0.0426,0.172,0.00384,0.0432,0.00275,0.00867,0.158,0.00162,0.0293,0.00178,0.00541,0.106,0.00169,0.00721,0.0028,0.000102,0.0723,0.00229,0.0212,0.00116,0.0479,0.043,0.0654,0.111,OA
'Literal Femur of OA_24.jpg',0.0745,0.00495,0.0134,0.00594,0.0706,0.065,0.00198,0.00413,0.00339,0.00173,0.136,0.00687,0.00852,0.00354,0.0577,0.177,0.00518,0.0499,0.00717,0.00255,0.153,0.00537,0.0351,0.00416,0.025,0.102,0.0117,0.00414,0.00478,0.00255,0.0786,0.00407,0.0213,0.00133,0.0482,0.0352,0.0713,0.107,OA
'Literal Femur of OA_25.jpg',0.077,0.00291,0.0368,0.00319,0.0672,0.072,0.00328,0.0108,0.00123,0.00531,0.131,0.00288,0.0231,0.00244,0.0296,0.195,0.00674,0.0822,0.00615,0.00102,0.157,0.00776,0.0327,0.00491,0.00112,0.0996,0.00577,0.0171,0.00385,0.00429,0.0709,0.00393,0.0317,0.00403,0.0505,0.0434,0.0547,0.0991,OA
'Literal Femur of OA_26.jpg',0.0549,0.000608,0.00633,0.0015,0.0504,0.0625,0.00107,0.00166,0.00204,0.005,0.154,0.0067,0.0149,0.00253,0.0524,0.219,0.00862,0.0477,0.0134,0.0167,0.184,0.00591,0.028,0.00947,0.0253,0.102,0.00192,0.00361,0.00608,0.00296,0.0585,0.00296,0.00791,0.00185,0.0283,0.0302,0.0505,0.0848,OA
'Literal Femur of OA_27.jpg',0.0603,0.00363,0.0152,0.00386,0.0546,0.0643,0.00551,0.00275,0.00243,0.00388,0.145,0.00907,0.00968,0.00581,0.0559,0.226,0.00767,0.0279,0.0085,0.000408,0.19,0.0089,0.0226,0.00475,0.0156,0.0942,0.00469,0.00744,0.00459,0.00133,0.0585,0.00156,0.0117,0.00372,0.0321,0.0292,0.0519,0.0808,OA
'Literal Femur of OA_28.jpg',0.0787,0.00401,0.00929,0.00338,0.0685,0.0713,0.00491,0.00299,0.00367,0.00051,0.139,0.0101,0.0119,0.00656,0.0467,0.169,0.0208,0.0227,0.00684,0.00163,0.144,0.0103,0.0155,0.00539,0.00928,0.102,0.00786,0.00559,0.00215,0.00439,0.0759,0.003,0.00481,0.00254,0.0455,0.046,0.0659,0.108,OA
'Literal Femur of OA_29.jpg',0.0544,0.00221,0.013,0.00241,0.0503,0.0636,0.00188,0.00227,0.0021,0.00051,0.155,0.00697,0.0104,0.00744,0.0585,0.237,0.0139,0.0558,0.0122,0.00469,0.186,0.00504,0.023,0.00367,0.029,0.0935,0.00203,0.00567,0.00197,0.00122,0.0579,0.00463,0.0148,0.0013,0.0315,0.0241,0.0496,0.0789,OA
'Literal Femur of OA_3.jpg',0.0647,0.00204,0.00469,0.0025,0.061,0.055,0.000415,0.000549,0.00293,0.00153,0.143,0.0042,0.00685,0.00377,0.0611,0.186,0.0104,0.0249,0.000698,0.014,0.178,0.00606,0.0191,0.000975,0.0295,0.109,0.0101,0.00297,0.00195,0.00214,0.0682,0.00122,0.00665,0.0017,0.0314,0.0313,0.0648,0.0998,OA
'Literal Femur of OA_30.jpg',0.0601,0.00171,0.0107,0.000517,0.056,0.0589,0.0044,0.00346,0.00293,0.00255,0.145,0.0103,0.0125,0.00331,0.0461,0.21,0.00496,0.0524,0.0097,0.00633,0.183,0.0124,0.0294,0.00335,0.0292,0.107,0.00332,0.00826,0.0063,0.00184,0.0602,0.00271,0.00929,0.00169,0.0316,0.0308,0.0544,0.0904,OA
'Literal Femur of OA_31.jpg',0.0652,0.00153,0.0239,0.00155,0.0568,0.0607,0.00123,0.00628,0.000407,0.00051,0.144,0.00524,0.0233,0.00247,0.0367,0.234,0.00173,0.0878,0.00301,0.0396,0.177,0.000793,0.0397,0.00438,0.019,0.0953,0.0033,0.00975,0.00419,0.000204,0.0586,0.00423,0.0178,0.00512,0.0394,0.033,0.0476,0.0842,OA
'Literal Femur of OA_32.jpg',0.0816,0.00217,0.012,0.00198,0.0688,0.0757,0.00332,0.00337,0.00106,0.000408,0.127,0.00323,0.0122,0.00244,0.0416,0.151,0.0116,0.0317,0.00204,0.00316,0.147,0.00704,0.0179,0.000671,0.000306,0.0953,0.00471,0.00349,0.00177,0.00143,0.0808,0.00349,0.00717,0.00103,0.0522,0.0532,0.0691,0.118,OA
'Literal Femur of OA_33.jpg',0.0713,0.00228,0.0162,0.00251,0.064,0.0702,0.00108,0.00426,0.00588,0.00633,0.135,0.00277,0.0147,0.00125,0.0537,0.195,0.00241,0.0459,0.0123,0.0187,0.169,0.00357,0.0203,0.00213,0.0181,0.102,0.00174,0.00816,0.00381,0.00163,0.0675,0.00178,0.016,0.00323,0.0418,0.0348,0.0583,0.0955,OA
'Literal Femur of OA_34.jpg',0.0658,0.00041,0.00184,0.00139,0.0627,0.0629,0.00285,0.000204,0.00129,0.00163,0.138,0.00469,0.00763,0.00399,0.053,0.17,0.0104,0.0184,0.00777,0.0111,0.173,0.00478,0.0123,0.00307,0.0337,0.112,0.00281,0.00326,0.00281,0.00245,0.071,0.00306,0.00207,0.00351,0.0369,0.0335,0.0687,0.104,OA
'Literal Femur of OA_35.jpg',0.0605,0.0036,0.0211,0.00464,0.0568,0.0616,0.00246,0.00634,0.000708,0.000408,0.152,0.00809,0.0259,0.00465,0.0407,0.233,0.00736,0.0745,0.00609,0.00194,0.186,0.00311,0.0467,0.00239,0.038,0.0913,0.0052,0.00786,0.00249,0.00296,0.0557,0.00383,0.0162,0.00185,0.0333,0.0282,0.0521,0.08,OA
'Literal Femur of OA_36.jpg',0.055,0.000796,0.0156,0.00047,0.0489,0.0657,0.00236,0.00612,0.00044,0.00163,0.163,0.00148,0.027,0.00146,0.0338,0.248,0.00671,0.0901,0.00428,0.000306,0.175,0.00389,0.0469,0.00221,0.0256,0.091,0.00333,0.00498,0.00324,0.00347,0.0548,0.000617,0.0141,0.00172,0.0305,0.0288,0.0452,0.0732,OA
'Literal Femur of OA_37.jpg',0.0775,0.0017,0.00174,0.00319,0.0655,0.0716,0.00443,0.00531,0.00297,0.00306,0.135,0.00526,0.00686,0.00167,0.0424,0.152,0.00813,0.0097,0.000902,0.00571,0.141,0.00624,0.00958,0.00248,0.00765,0.106,0.00538,0.0032,0.00353,0.00663,0.0817,0.000586,0.00173,0.00166,0.0497,0.0472,0.0709,0.118,OA
