File,LBP_1,LBP_2,LBP_3,LBP_4,LBP_5,LBP_6,LBP_7,LBP_8,LBP_9,LBP_10,LBP_11,LBP_12,LBP_13,LBP_14,LBP_15,LBP_16,LBP_17,LBP_18,LBP_19,LBP_20,LBP_21,LBP_22,LBP_23,LBP_24,LBP_25,LBP_26,LBP_27,LBP_28,LBP_29,LBP_30,LBP_31,LBP_32,LBP_33,LBP_34,LBP_35,LBP_36,LBP_37,LBP_38,LBP_39,LBP_40,LBP_41,LBP_42,LBP_43,LBP_44,LBP_45,LBP_46,LBP_47,LBP_48,LBP_49,LBP_50,LBP_51,LBP_52,LBP_53,LBP_54,LBP_55,LBP_56,LBP_57,LBP_58,LBP_59,LBP_60,LBP_61,LBP_62,LBP_63,LBP_64,LBP_65,LBP_66,LBP_67,LBP_68,LBP_69,LBP_70,LBP_71,LBP_72,LBP_73,LBP_74,LBP_75,LBP_76,LBP_77,LBP_78,LBP_79,LBP_80,LBP_81,LBP_82,LBP_83,LBP_84,LBP_85,LBP_86,LBP_87,LBP_88,LBP_89,LBP_90,LBP_91,LBP_92,LBP_93,LBP_94,LBP_95,LBP_96,LBP_97,LBP_98,LBP_99,LBP_100,LBP_101,LBP_102,LBP_103,LBP_104,LBP_105,LBP_106,LBP_107,LBP_108,LBP_109,LBP_110,LBP_111,LBP_112,LBP_113,LBP_114,LBP_115,LBP_116,LBP_117,LBP_118,LBP_119,LBP_120,LBP_121,LBP_122,LBP_123,LBP_124,LBP_125,LBP_126,LBP_127,LBP_128,LBP_129,LBP_130,LBP_131,LBP_132,LBP_133,LBP_134,LBP_135,LBP_136,LBP_137,LBP_138,LBP_139,LBP_140,LBP_141,LBP_142,LBP_143,LBP_144,LBP_145,LBP_146,LBP_147,LBP_148,LBP_149,LBP_150,LBP_151,LBP_152,LBP_153,LBP_154,LBP_155,LBP_156,LBP_157,LBP_158,LBP_159,LBP_160,LBP_161,LBP_162,LBP_163,LBP_164,LBP_165,LBP_166,LBP_167,LBP_168,LBP_169,LBP_170,LBP_171,LBP_172,LBP_173,LBP_174,LBP_175,LBP_176,LBP_177,LBP_178,LBP_179,LBP_180,LBP_181,LBP_182,LBP_183,LBP_184,LBP_185,LBP_186,LBP_187,LBP_188,LBP_189,LBP_190,LBP_191,LBP_192,LBP_193,LBP_194,LBP_195,LBP_196,LBP_197,LBP_198,LBP_199,LBP_200,LBP_201,LBP_202,LBP_203,LBP_204,LBP_205,LBP_206,LBP_207,LBP_208,LBP_209,LBP_210,LBP_211,LBP_212,LBP_213,LBP_214,LBP_215,LBP_216,LBP_217,LBP_218,LBP_219,LBP_220,LBP_221,LBP_222,LBP_223,LBP_224,LBP_225,LBP_226,LBP_227,LBP_228,LBP_229,LBP_230,LBP_231,LBP_232,LBP_233,LBP_234,LBP_235,LBP_236,LBP_237,LBP_238,LBP_239,LBP_240,LBP_241,LBP_242,LBP_243,LBP_244,LBP_245,LBP_246,LBP_247,LBP_248,LBP_249,LBP_250,LBP_251,LBP_252,LBP_253,LBP_254,LBP_255,LBP_256,class
Lateral Femur of G2_11.jpg,578,111,13,77,403,21,94,176,15,4,0,2,96,4,55,81,110,13,4,12,15,3,8,7,49,5,2,13,171,7,86,105,15,2,0,2,5,2,6,4,1,0,0,0,2,0,1,6,73,15,4,10,13,0,9,6,130,17,3,19,252,6,125,118,378,16,15,15,137,2,25,12,7,0,1,0,24,2,7,2,32,1,1,0,0,0,1,0,22,1,3,4,16,2,7,4,99,6,1,7,30,0,14,4,4,0,1,0,18,0,5,4,158,11,5,8,12,0,5,2,191,10,12,9,218,1,91,24,12,74,0,141,12,15,2,263,0,1,1,5,5,8,3,134,5,8,0,15,0,1,1,13,2,3,0,22,6,11,5,114,0,0,0,6,1,0,0,14,0,0,0,0,0,0,1,10,1,12,0,17,0,1,0,8,4,24,0,71,16,16,6,384,84,183,1,257,15,17,19,233,8,7,1,7,11,9,8,101,3,11,0,5,1,1,0,6,5,9,0,22,6,1,3,26,45,69,3,136,11,6,10,88,4,2,0,8,9,1,9,113,58,105,4,112,6,4,3,35,123,125,7,326,89,35,87,860,Grade 2
Lateral Femur of G2_12.jpg,314,92,8,68,212,21,88,221,3,4,0,0,94,4,63,121,89,19,0,5,13,0,7,13,67,7,0,5,244,3,118,158,3,3,1,1,4,0,0,4,1,0,0,0,2,0,0,3,79,5,2,12,13,0,7,4,152,14,3,15,416,5,210,150,250,21,5,14,77,0,23,22,2,0,0,0,23,1,11,4,23,1,0,0,1,0,0,0,5,0,0,0,12,0,4,2,101,4,2,5,21,0,4,5,3,0,0,0,5,0,4,4,217,10,2,4,23,0,6,5,339,5,1,11,356,2,108,32,5,56,0,153,3,11,2,311,1,2,0,1,2,3,1,157,2,9,0,12,0,0,0,10,1,6,0,2,3,8,3,158,0,0,0,4,0,1,0,2,1,0,0,0,0,0,0,0,1,9,0,7,0,1,0,7,2,13,0,29,2,12,3,178,83,216,2,392,24,18,3,315,2,3,0,10,6,3,4,123,5,12,1,10,0,0,0,3,1,10,0,9,4,4,1,40,64,122,1,164,4,1,5,99,4,2,0,4,7,7,5,88,122,166,2,147,2,0,3,30,160,138,2,169,134,33,73,595,Grade 2
Lateral Femur of G2_13.jpg,366,153,6,79,173,19,87,249,6,3,1,0,93,15,85,237,150,23,4,15,17,1,9,17,65,18,0,5,227,11,134,191,7,6,0,0,0,0,8,7,1,0,0,0,1,0,2,4,73,17,2,6,11,2,6,11,111,11,3,10,240,6,181,145,174,20,2,7,52,1,16,15,9,0,0,0,15,1,9,3,28,0,0,0,0,0,0,0,21,0,0,0,12,0,3,1,82,5,0,5,15,0,7,10,3,0,0,0,10,0,7,5,257,15,8,8,12,0,12,7,320,7,6,3,250,1,115,43,4,81,0,121,6,11,2,272,1,1,0,0,2,9,2,242,6,15,0,8,1,0,0,7,3,15,0,11,8,8,3,118,0,1,0,7,0,0,0,2,0,0,0,0,0,0,0,8,2,5,0,7,0,0,0,11,1,9,0,19,2,4,3,127,77,217,1,213,22,12,10,243,1,4,0,6,14,10,8,140,12,13,0,4,0,0,1,0,11,6,0,6,7,5,2,27,91,123,3,179,13,6,4,113,3,1,0,3,11,9,11,137,196,182,4,113,2,2,1,30,224,133,5,168,125,31,87,622,Grade 2
Lateral Femur of G2_14.jpg,398,113,13,71,233,13,84,209,9,2,0,2,84,4,57,86,128,20,2,9,19,3,7,7,58,9,0,8,240,7,128,134,10,5,1,2,2,0,8,1,0,0,0,0,0,0,1,0,77,18,6,5,15,0,1,9,139,12,2,12,344,8,195,130,273,24,4,15,78,1,27,13,3,0,0,0,15,2,11,5,16,2,0,1,1,0,0,0,10,0,0,1,14,0,3,0,103,8,5,7,26,1,5,4,2,0,0,0,5,0,6,4,205,13,7,6,27,0,8,5,251,8,3,7,293,1,113,22,11,76,0,134,2,14,0,235,0,1,0,1,1,6,1,163,4,11,0,18,0,0,0,6,3,7,0,11,4,11,3,146,0,3,0,4,0,0,0,4,0,0,0,0,0,0,0,5,0,3,0,9,0,0,0,2,3,16,0,23,8,5,11,209,89,249,4,353,17,18,10,272,4,7,0,8,7,11,6,110,6,11,0,5,0,0,0,2,7,12,0,11,5,5,2,32,67,135,5,233,10,5,7,99,0,2,0,1,3,6,9,98,100,144,1,138,3,2,5,27,182,171,3,218,114,31,108,613,Grade 2
Lateral Femur of G2_15.jpg,424,90,7,61,309,23,93,148,9,0,0,0,91,3,42,69,97,17,2,12,26,1,3,4,53,9,1,4,218,10,96,109,12,1,0,2,7,0,4,1,0,0,0,0,0,0,2,3,65,6,3,8,15,0,4,8,172,19,5,16,419,10,174,148,319,30,10,15,120,3,32,14,12,0,0,0,14,0,9,4,14,1,0,1,1,0,0,0,12,0,0,0,16,0,1,1,101,9,2,7,27,0,8,7,3,0,0,0,14,0,2,6,185,3,4,3,17,0,4,3,423,11,9,9,330,3,89,29,8,49,0,151,4,6,2,296,0,1,0,5,4,3,3,142,2,8,0,15,0,1,0,7,1,9,0,10,2,9,1,124,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,6,2,9,0,5,0,1,0,3,7,19,0,50,7,7,6,307,103,211,0,358,23,12,9,314,3,5,0,3,5,7,5,90,5,10,0,2,0,0,1,1,3,5,0,9,6,1,3,30,53,88,1,167,2,2,2,74,0,3,0,2,12,2,9,57,60,107,1,118,2,0,2,23,151,146,4,278,106,34,65,629,Grade 2
Lateral Femur of G2_16.jpg,377,143,9,80,233,20,67,188,7,1,0,0,96,8,68,122,142,16,3,20,18,0,12,11,74,14,0,5,242,13,136,147,10,4,0,1,5,0,4,1,0,0,0,0,1,0,1,1,90,14,5,6,11,0,5,6,157,13,4,9,356,9,196,118,195,21,3,17,55,1,20,16,1,0,0,0,28,0,4,7,16,0,0,0,0,1,0,0,13,0,0,0,14,0,3,2,78,11,1,6,28,0,10,7,2,0,0,1,14,2,10,6,234,11,3,5,22,0,4,4,284,4,4,9,297,0,116,36,5,73,2,118,3,6,2,249,0,4,0,3,1,5,0,164,3,17,0,17,0,2,0,9,1,10,0,16,5,6,2,138,0,2,0,4,0,1,0,7,0,0,0,0,0,1,0,0,5,8,0,14,0,0,0,8,3,10,0,24,5,10,6,171,83,229,3,286,15,17,9,288,4,4,0,5,8,7,9,119,10,7,0,9,1,0,0,2,9,10,0,7,9,3,6,31,77,145,5,188,14,3,7,125,1,3,0,5,9,6,5,99,118,177,3,101,6,0,3,38,136,154,1,178,125,38,121,655,Grade 2
Lateral Femur of G2_17.jpg,389,116,13,84,215,13,89,212,16,1,0,0,90,5,93,165,120,25,2,8,13,1,9,9,64,14,1,9,225,9,160,175,15,4,1,2,8,0,1,5,0,0,0,0,1,0,2,2,73,20,1,10,12,0,6,5,157,20,7,17,382,9,203,127,211,14,3,12,64,3,17,12,2,0,0,0,26,1,6,1,13,1,0,0,1,0,0,0,15,1,0,0,13,0,3,0,89,6,1,5,19,2,7,7,3,0,0,0,8,0,13,2,213,12,3,5,15,0,1,1,253,3,3,2,268,1,110,20,8,79,0,139,3,6,2,256,0,3,0,5,2,2,1,171,3,7,0,14,0,0,0,8,2,4,0,9,6,6,4,135,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,5,0,9,0,7,0,0,0,7,5,5,0,24,7,7,3,192,73,247,2,309,15,15,16,263,2,1,0,6,12,8,5,102,4,15,0,7,0,0,0,1,3,6,0,9,8,2,4,30,102,232,0,198,12,4,8,115,4,7,0,10,12,4,6,85,122,170,1,136,8,4,2,26,167,143,3,173,115,31,96,564,Grade 2
Lateral Femur of G2_18.jpg,381,106,16,62,223,11,84,178,12,3,1,3,88,6,90,121,99,21,4,8,21,0,10,8,72,17,2,8,247,17,164,147,15,3,0,4,2,0,4,4,0,0,0,0,2,0,1,4,83,3,2,11,16,0,9,3,164,14,2,11,427,5,242,124,259,24,5,11,54,3,20,19,3,0,0,0,21,1,11,5,13,0,0,0,2,0,0,0,8,0,0,0,11,0,4,2,106,8,0,10,24,1,10,6,1,0,0,0,7,0,7,2,204,11,5,2,18,0,6,5,275,5,6,2,298,0,89,27,11,67,0,146,3,7,2,206,1,3,0,3,1,3,2,152,2,8,0,16,0,1,0,5,2,5,0,22,3,6,1,125,1,3,0,1,0,0,0,3,0,0,0,0,0,0,0,2,1,8,0,7,0,1,0,6,7,17,0,29,6,6,8,188,79,236,0,375,17,13,10,250,4,7,0,7,7,5,9,97,5,10,0,3,0,0,0,1,5,6,0,7,6,4,3,36,81,169,1,227,11,4,6,96,3,3,0,2,2,8,3,85,121,164,2,124,4,0,2,20,201,173,6,197,129,27,84,551,Grade 2
Lateral Femur of G2_19.jpg,409,141,8,89,233,24,87,238,9,2,1,1,87,10,72,134,126,16,5,10,16,1,9,16,89,13,2,8,199,9,128,159,5,4,0,5,4,0,0,5,0,0,0,0,2,0,2,1,68,9,4,6,7,0,4,5,122,12,3,16,221,6,156,126,226,16,4,9,57,2,20,15,4,0,0,0,21,2,12,3,22,3,0,0,1,0,0,0,12,0,0,0,22,0,5,0,69,9,2,8,21,0,9,8,1,0,0,0,8,0,8,8,245,11,6,16,22,0,4,5,276,9,3,8,277,2,129,29,10,68,0,150,6,12,0,323,0,4,0,4,4,5,1,193,1,14,0,18,1,1,0,10,2,4,0,8,4,3,3,137,0,1,0,1,0,0,0,6,0,0,0,0,0,0,0,4,1,4,0,12,0,1,1,5,2,19,1,20,4,5,3,217,98,204,4,269,31,18,9,318,1,4,0,4,6,6,9,132,13,14,0,8,0,1,0,3,4,5,0,9,3,10,3,31,79,109,0,175,11,3,7,103,5,4,0,3,7,4,10,103,150,170,3,127,6,2,6,27,178,135,3,186,110,26,110,636,Grade 2
Lateral Femur of G2_2.jpg,337,116,4,69,270,23,71,252,6,1,0,1,70,10,46,126,123,22,3,17,16,1,8,14,58,11,2,10,191,11,121,133,5,4,0,2,4,0,4,4,1,0,0,0,0,0,1,1,55,13,4,2,12,2,5,5,104,25,2,13,257,8,164,142,242,13,2,7,93,3,14,20,9,0,0,0,22,0,5,6,22,1,1,0,0,0,1,0,24,1,1,0,22,0,7,1,54,9,1,3,22,0,5,6,4,1,0,0,8,1,3,2,246,17,5,10,14,0,6,0,452,9,6,7,325,1,136,52,5,77,2,127,4,15,2,464,0,3,0,1,1,4,3,205,7,12,0,8,0,0,1,8,1,7,0,7,0,9,1,125,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,2,0,2,0,9,0,0,0,7,2,12,0,20,3,9,3,214,88,184,0,245,26,23,5,313,2,2,0,1,6,5,3,98,12,11,0,6,2,0,0,4,5,7,0,13,9,6,4,23,65,125,1,139,9,6,6,106,1,4,0,3,6,2,4,79,142,140,4,134,3,0,3,46,167,135,5,189,115,35,97,636,Grade 2
Lateral Femur of G2_20.jpg,518,98,14,73,280,36,80,228,19,4,0,1,102,1,77,111,121,15,2,6,16,2,6,8,80,8,1,8,157,6,86,109,10,5,0,4,4,1,4,4,1,0,0,1,1,0,1,3,75,11,4,3,5,0,9,4,153,14,5,16,218,5,149,143,269,13,4,5,65,2,27,18,7,2,0,0,27,0,13,4,18,2,2,0,1,0,1,0,16,0,0,0,16,0,5,1,93,7,2,7,20,1,12,6,3,0,0,0,13,0,8,1,200,9,4,6,8,0,7,4,365,5,6,9,261,1,99,33,17,79,0,169,7,25,3,400,2,5,0,8,2,8,3,203,4,13,0,21,0,0,1,10,2,7,0,18,6,5,7,147,2,2,0,3,0,0,0,15,0,0,0,0,0,1,0,10,1,10,0,24,0,1,0,7,5,12,0,36,6,6,5,217,99,170,2,232,29,17,15,256,3,6,0,5,17,5,4,100,11,10,0,3,0,0,0,2,9,8,0,8,3,3,1,23,52,104,5,146,11,5,9,104,0,0,0,3,6,2,7,89,118,119,4,143,2,0,0,44,199,122,14,233,86,22,100,642,Grade 2
Lateral Femur of G2_21.jpg,317,97,8,64,226,24,74,263,8,1,0,1,84,12,84,187,82,22,1,16,12,0,4,14,73,10,0,1,208,12,128,154,5,3,0,4,1,0,1,1,0,0,0,0,2,0,1,0,65,10,1,4,8,0,3,6,138,9,2,12,287,3,164,152,230,17,4,12,47,1,9,13,4,0,0,0,23,0,7,4,34,0,0,0,0,0,0,0,15,0,1,1,23,0,4,1,70,5,0,4,10,1,5,4,6,0,0,0,3,0,5,2,280,19,6,10,16,0,7,4,456,9,17,3,307,1,113,32,6,61,0,150,5,18,3,426,0,1,0,2,1,5,1,226,1,6,0,12,0,0,0,9,0,4,0,5,1,5,1,101,0,2,0,1,0,1,0,4,0,0,0,0,0,0,0,4,1,4,0,10,0,1,0,5,1,7,0,20,2,3,3,191,86,237,1,278,24,22,8,309,2,7,0,6,10,7,5,101,7,5,1,2,1,1,0,1,8,7,0,8,8,2,2,31,62,122,0,132,12,6,5,115,1,2,0,2,3,7,7,93,196,162,0,148,3,1,4,35,188,126,3,169,106,28,70,582,Grade 2
Lateral Femur of G2_3.jpg,401,109,9,74,233,13,107,164,10,5,0,2,66,8,75,110,108,25,2,12,19,2,3,9,67,7,2,8,268,11,147,147,13,2,1,1,6,0,2,4,0,0,0,0,2,0,3,5,104,6,3,10,20,1,12,7,160,7,1,12,507,10,229,118,251,27,9,11,56,2,17,20,2,0,0,0,22,0,8,3,11,0,0,0,1,0,0,0,7,1,0,0,10,0,3,1,112,4,4,9,29,0,7,10,1,0,0,0,8,0,10,2,178,7,6,9,14,0,4,4,232,0,4,7,301,0,112,29,5,62,0,147,6,7,1,196,0,5,0,2,5,7,1,163,1,11,0,12,0,0,0,6,2,10,1,8,8,5,5,140,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,4,2,0,5,1,2,0,5,5,14,0,28,8,18,6,187,81,274,1,398,7,12,14,265,1,5,0,4,5,5,5,115,6,10,0,9,0,0,0,1,7,8,0,11,8,5,2,43,54,153,4,215,10,4,6,107,3,4,0,10,2,1,7,86,83,143,1,130,8,0,5,26,142,129,3,202,112,36,86,588,Grade 2
Lateral Femur of G2_4.jpg,278,67,4,69,190,19,96,215,8,3,0,0,98,1,67,128,66,11,0,9,16,0,1,7,66,2,0,10,200,3,138,142,4,2,0,4,4,0,1,6,0,0,0,0,0,0,1,2,53,8,0,4,6,0,5,4,210,19,2,11,477,14,178,136,197,8,1,12,61,2,14,13,4,0,0,0,21,2,5,4,15,0,0,0,1,0,0,0,14,0,0,0,14,0,1,0,75,7,1,5,14,0,6,1,1,0,0,0,7,0,4,1,202,5,1,2,10,0,3,1,462,8,1,4,393,2,107,35,6,76,0,237,4,5,2,518,0,1,0,0,1,7,0,229,0,4,0,11,0,0,1,9,3,4,0,8,3,7,2,105,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,3,0,9,0,0,0,2,3,9,0,18,1,10,1,184,81,229,1,539,19,10,10,443,0,1,0,0,4,4,1,89,2,8,1,7,1,0,0,2,4,4,0,4,3,0,2,26,72,123,1,203,9,2,3,104,1,0,0,2,3,3,7,60,112,140,2,104,3,0,1,21,168,113,2,144,87,17,66,432,Grade 2
Lateral Femur of G2_5.jpg,318,115,7,63,164,24,72,280,9,3,0,1,83,8,93,206,140,34,5,11,23,3,6,12,83,14,1,5,237,14,170,185,2,2,0,0,2,0,0,3,0,0,0,0,2,0,2,1,66,15,1,10,12,0,3,2,141,7,2,6,302,2,179,126,156,19,2,3,40,2,14,19,4,0,1,0,10,2,11,9,17,0,0,0,1,0,0,0,8,0,0,1,18,0,5,1,52,8,2,8,20,1,7,9,1,0,0,0,9,0,12,5,289,10,3,9,13,1,10,4,270,9,0,4,289,4,104,32,11,89,0,153,3,8,0,311,0,1,0,0,1,3,1,170,2,7,0,16,0,0,0,7,2,13,0,11,10,4,3,122,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,1,7,0,10,0,0,0,2,1,6,0,13,4,5,2,132,84,230,2,309,15,15,7,314,2,3,0,3,4,7,3,126,7,13,0,13,1,0,0,3,3,8,0,5,6,6,2,34,89,180,1,181,13,3,8,129,1,2,0,1,2,7,9,88,205,187,4,108,4,1,9,38,181,137,3,148,117,42,108,621,Grade 2
Lateral Femur of G2_6.jpg,405,151,8,84,194,23,90,237,11,2,0,0,92,2,71,150,126,28,6,7,19,2,8,13,74,15,0,2,171,14,139,155,16,3,0,2,3,0,2,5,0,0,0,0,2,0,1,1,76,12,3,7,10,0,5,9,123,10,0,7,223,7,162,137,194,12,5,9,51,0,11,17,5,0,0,0,23,0,9,8,16,0,0,0,0,0,0,1,18,0,0,0,20,0,6,3,94,14,1,7,16,0,19,9,0,0,0,0,8,0,4,6,237,13,6,10,9,0,12,2,327,6,8,12,245,1,113,34,8,54,0,150,5,24,1,391,0,4,0,2,5,9,1,210,2,10,1,17,0,1,0,8,4,5,0,8,5,12,3,119,0,1,0,4,0,0,0,9,0,0,0,0,0,0,0,4,3,2,0,12,0,1,0,12,1,5,0,21,6,5,5,189,122,207,2,268,18,14,12,316,2,7,0,2,7,6,10,124,8,8,0,3,0,1,1,2,3,6,0,6,5,4,6,39,69,125,4,159,8,6,5,109,3,4,0,5,2,4,3,107,157,158,7,152,5,1,5,27,202,134,4,174,118,36,91,623,Grade 2
Lateral Femur of G2_7.jpg,389,140,11,77,163,15,89,203,13,2,1,1,79,5,81,106,123,20,1,14,13,2,5,6,89,17,0,8,180,3,116,120,11,1,0,3,6,0,2,2,1,0,0,0,1,1,2,2,87,22,1,1,6,0,4,4,195,15,1,18,356,10,177,108,177,16,2,6,41,2,22,12,3,0,0,0,20,1,10,3,5,1,1,0,1,0,0,0,8,1,0,0,7,0,4,1,82,5,1,2,18,0,11,6,1,0,0,0,21,1,2,2,226,8,2,5,14,0,3,4,354,9,4,6,302,1,106,27,11,93,0,239,5,5,2,414,0,2,0,0,2,4,5,168,1,11,0,20,0,0,0,9,3,8,0,11,2,6,3,116,0,0,0,4,0,0,0,4,0,0,0,0,0,0,1,5,1,9,0,5,0,0,1,8,1,19,0,27,4,5,1,145,94,213,4,424,20,9,12,398,5,4,0,5,8,4,7,117,7,8,0,3,0,0,0,0,1,2,0,6,5,1,2,23,88,120,2,179,10,2,8,124,6,0,0,2,13,3,15,98,166,137,0,140,3,0,3,24,184,118,1,132,107,26,114,518,Grade 2
Lateral Femur of G2_8.jpg,678,100,20,69,453,27,87,138,11,1,3,0,99,4,61,77,91,10,1,9,24,3,6,11,59,11,4,16,165,6,81,94,11,3,0,2,12,0,2,4,0,0,0,0,4,0,2,6,75,7,4,10,20,1,4,9,95,16,9,22,205,9,138,138,471,26,20,17,126,3,31,13,11,1,2,2,33,0,13,6,20,1,0,0,2,0,1,1,17,0,0,1,21,0,9,5,89,12,1,13,29,1,9,11,1,0,0,1,17,1,12,8,120,8,0,11,26,0,7,1,161,8,25,13,139,3,87,33,20,67,1,95,18,29,1,187,1,3,0,5,4,6,0,96,2,11,0,16,1,2,0,10,2,7,1,23,8,9,2,149,0,2,0,6,4,0,0,15,0,0,0,0,1,3,0,10,1,9,1,21,1,3,0,22,3,23,0,74,15,21,8,387,90,168,3,179,39,12,10,170,7,7,1,25,5,4,2,96,9,6,0,5,1,0,0,1,15,8,0,24,8,4,4,43,38,73,0,121,14,4,5,75,1,2,0,6,10,3,14,71,58,69,0,123,6,1,3,39,98,100,11,470,82,41,84,900,Grade 2
Lateral Femur of G2_9.jpg,412,117,7,62,339,13,74,169,6,1,1,2,83,6,57,118,104,21,2,11,29,3,7,4,48,13,2,9,190,8,94,121,6,1,1,2,6,0,3,4,0,0,0,0,2,0,0,1,68,12,1,8,14,0,3,9,117,10,2,14,298,11,150,152,339,21,13,18,109,1,21,14,4,0,1,0,17,1,20,6,19,1,0,1,3,0,0,0,14,1,1,3,8,1,5,1,80,5,2,5,21,0,7,5,0,1,0,0,9,0,3,4,156,8,7,10,16,1,8,3,244,4,8,4,258,0,91,35,11,70,0,129,4,12,0,305,1,1,0,4,2,5,3,170,1,12,0,22,0,0,0,11,1,7,0,14,5,10,2,126,0,3,0,4,0,1,0,4,0,0,0,0,0,0,0,5,2,6,0,21,0,1,0,7,5,14,0,35,10,12,3,262,82,240,2,356,26,17,11,320,3,6,0,8,5,3,6,101,7,10,0,14,0,0,1,3,6,9,0,12,5,6,2,32,62,127,1,173,8,4,6,106,2,4,0,3,4,4,10,97,105,130,3,149,3,3,7,57,137,138,2,259,79,35,95,706,Grade 2
Lateral Femur of G3_1.jpg,350,109,2,82,235,25,84,235,4,2,1,0,79,5,54,123,107,13,1,8,9,0,2,5,69,9,1,3,191,15,97,139,6,1,1,4,10,0,0,3,0,0,0,0,0,0,2,7,75,9,3,5,7,2,4,4,174,12,2,9,268,11,145,135,219,14,4,8,79,2,16,12,8,0,0,0,23,0,9,2,27,0,0,0,1,0,1,0,15,0,0,0,20,0,6,1,80,7,1,7,14,1,6,8,0,0,0,0,9,0,5,0,231,11,2,10,7,0,10,6,404,8,5,7,339,1,119,38,5,78,0,180,5,12,2,501,0,2,0,0,0,5,3,223,3,14,0,20,0,0,0,8,4,5,0,8,3,9,2,130,0,2,0,0,0,0,0,3,0,0,0,0,0,0,1,4,3,7,0,12,0,0,0,15,6,12,0,25,1,6,2,185,97,213,0,299,28,15,8,411,5,3,0,7,5,7,6,104,5,6,0,7,0,0,1,0,4,5,0,8,3,3,4,24,58,71,1,159,12,4,5,122,0,2,0,2,4,5,9,79,114,130,5,140,5,4,5,35,174,144,6,192,87,21,89,572,Grade 3
Lateral Femur of G3_10.jpg,493,131,11,81,261,22,117,209,16,1,1,1,90,13,71,122,121,24,6,14,16,0,9,10,76,13,3,5,180,6,113,127,16,4,0,0,4,1,1,4,1,0,0,0,3,0,1,2,60,18,1,19,10,2,4,7,137,11,5,11,235,8,152,154,270,25,11,12,48,0,25,18,3,0,1,0,23,0,13,9,22,0,0,0,3,0,0,0,10,1,1,1,12,0,3,2,79,3,5,5,22,1,8,5,4,0,0,0,12,0,5,4,180,14,5,10,14,1,5,2,240,5,6,3,218,2,103,29,20,94,0,167,5,8,2,312,0,4,0,8,1,8,4,186,2,9,0,23,1,0,0,6,4,12,0,16,5,9,7,158,0,2,0,5,0,0,0,12,0,0,0,0,0,0,0,8,0,12,0,15,1,1,0,8,5,19,0,20,7,6,6,209,106,201,6,298,19,4,12,284,1,6,0,7,6,4,10,126,8,6,0,12,1,0,0,5,7,6,0,14,9,2,6,34,71,108,3,200,7,3,8,125,2,5,0,8,0,5,12,114,114,133,3,132,5,6,5,34,162,107,8,209,108,28,90,642,Grade 3
Lateral Femur of G3_11.jpg,361,116,8,95,140,19,62,252,10,3,1,3,105,8,101,208,127,30,3,10,9,0,5,13,96,6,2,3,239,6,176,174,9,2,0,2,3,0,2,6,1,1,0,0,2,0,0,4,90,16,4,9,9,0,2,5,154,14,4,15,277,8,192,135,180,17,3,7,39,0,12,7,3,0,0,0,15,1,10,4,24,1,0,0,2,0,0,1,7,0,0,0,20,0,2,0,92,4,2,1,18,1,8,10,4,0,0,0,13,0,7,4,258,10,2,7,11,0,6,2,353,8,5,8,269,4,110,29,7,90,0,155,3,6,6,289,0,0,0,3,3,5,1,217,3,5,0,10,0,1,0,6,2,8,0,14,3,5,5,105,0,0,1,2,0,0,0,4,0,0,0,0,0,0,0,6,1,8,0,14,0,0,0,5,1,9,0,12,2,5,5,137,87,218,2,306,18,13,9,248,7,5,0,4,7,9,5,117,5,11,1,6,0,0,2,2,8,2,0,5,4,1,7,28,118,166,1,207,9,5,6,130,1,1,0,3,10,6,4,100,181,190,4,130,4,1,2,25,203,136,5,130,107,23,110,524,Grade 3
Lateral Femur of G3_12.jpg,434,163,8,98,197,23,101,236,12,1,0,0,98,13,85,169,153,29,3,14,13,2,12,9,84,17,0,6,197,7,164,169,3,4,0,2,5,0,4,5,0,0,0,0,2,0,0,10,81,14,4,12,11,0,3,11,118,9,6,11,192,6,164,128,224,22,5,12,47,0,18,9,6,0,1,0,19,0,11,3,13,0,0,0,0,0,0,0,14,0,0,0,12,1,4,3,81,6,4,13,16,2,13,16,4,0,1,1,9,0,8,2,218,15,8,6,14,0,12,7,236,4,6,6,184,4,104,36,9,90,1,124,3,13,1,247,0,4,0,1,1,9,0,181,7,18,0,10,0,0,0,2,5,15,0,9,8,10,4,129,1,2,0,1,0,0,0,7,0,0,0,0,0,0,0,9,3,9,0,17,0,2,1,6,3,5,0,21,4,11,4,171,87,240,4,223,14,14,11,248,1,8,0,6,12,11,7,123,15,7,1,12,0,0,1,1,8,7,0,7,9,7,6,51,92,135,3,183,12,5,9,140,2,2,0,3,5,9,12,131,162,180,2,143,2,3,9,47,184,124,6,172,106,30,126,661,Grade 3
