@relation 'LBP_ri Tibia Medial ROI '

@attribute File {'Medial Tibia of Normal_1.jpg','Medial Tibia of Normal_10.jpg','Medial Tibia of Normal_11.jpg','Medial Tibia of Normal_12.jpg','Medial Tibia of Normal_13.jpg','Medial Tibia of Normal_14.jpg','Medial Tibia of Normal_15.jpg','Medial Tibia of Normal_16.jpg','Medial Tibia of Normal_17.jpg','Medial Tibia of Normal_18.jpg','Medial Tibia of Normal_19.jpg','Medial Tibia of Normal_2.jpg','Medial Tibia of Normal_20.jpg','Medial Tibia of Normal_21.jpg','Medial Tibia of Normal_22.jpg','Medial Tibia of Normal_23.jpg','Medial Tibia of Normal_24.jpg','Medial Tibia of Normal_25.jpg','Medial Tibia of Normal_26.jpg','Medial Tibia of Normal_27.jpg','Medial Tibia of Normal_28.jpg','Medial Tibia of Normal_29.jpg','Medial Tibia of Normal_3.jpg','Medial Tibia of Normal_30.jpg','Medial Tibia of Normal_31.jpg','Medial Tibia of Normal_32.jpg','Medial Tibia of Normal_33.jpg','Medial Tibia of Normal_34.jpg','Medial Tibia of Normal_35.jpg','Medial Tibia of Normal_36.jpg','Medial Tibia of Normal_37.jpg','Medial Tibia of Normal_38.jpg','Medial Tibia of Normal_39.jpg','Medial Tibia of Normal_4.jpg','Medial Tibia of Normal_40.jpg','Medial Tibia of Normal_41.jpg','Medial Tibia of Normal_42.jpg','Medial Tibia of Normal_43.jpg','Medial Tibia of Normal_44.jpg','Medial Tibia of Normal_45.jpg','Medial Tibia of Normal_46.jpg','Medial Tibia of Normal_47.jpg','Medial Tibia of Normal_48.jpg','Medial Tibia of Normal_49.jpg','Medial Tibia of Normal_5.jpg','Medial Tibia of Normal_50.jpg','Medial Tibia of Normal_51.jpg','Medial Tibia of Normal_52.jpg','Medial Tibia of Normal_53.jpg','Medial Tibia of Normal_54.jpg','Medial Tibia of Normal_55.jpg','Medial Tibia of Normal_56.jpg','Medial Tibia of Normal_57.jpg','Medial Tibia of Normal_58.jpg','Medial Tibia of Normal_59.jpg','Medial Tibia of Normal_6.jpg','Medial Tibia of Normal_60.jpg','Medial Tibia of Normal_61.jpg','Medial Tibia of Normal_62.jpg','Medial Tibia of Normal_63.jpg','Medial Tibia of Normal_7.jpg','Medial Tibia of Normal_8.jpg','Medial Tibia of Normal_9.jpg','Medial Tibia of OA_1.jpg','Medial Tibia of OA_10.jpg','Medial Tibia of OA_11.jpg','Medial Tibia of OA_12.jpg','Medial Tibia of OA_13.jpg','Medial Tibia of OA_14.jpg','Medial Tibia of OA_15.jpg','Medial Tibia of OA_16.jpg','Medial Tibia of OA_17.jpg','Medial Tibia of OA_18.jpg','Medial Tibia of OA_19.jpg','Medial Tibia of OA_2.jpg','Medial Tibia of OA_20.jpg','Medial Tibia of OA_21.jpg','Medial Tibia of OA_22.jpg','Medial Tibia of OA_23.jpg','Medial Tibia of OA_24.jpg','Medial Tibia of OA_25.jpg','Medial Tibia of OA_26.jpg','Medial Tibia of OA_27.jpg','Medial Tibia of OA_28.jpg','Medial Tibia of OA_29.jpg','Medial Tibia of OA_3.jpg','Medial Tibia of OA_30.jpg','Medial Tibia of OA_31.jpg','Medial Tibia of OA_32.jpg','Medial Tibia of OA_33.jpg','Medial Tibia of OA_34.jpg','Medial Tibia of OA_35.jpg','Medial Tibia of OA_36.jpg','Medial Tibia of OA_37.jpg','Medial Tibia of OA_38.jpg','Medial Tibia of OA_39.jpg','Medial Tibia of OA_4.jpg','Medial Tibia of OA_40.jpg','Medial Tibia of OA_41.jpg','Medial Tibia of OA_42.jpg','Medial Tibia of OA_43.jpg','Medial Tibia of OA_44.jpg','Medial Tibia of OA_45.jpg','Medial Tibia of OA_46.jpg','Medial Tibia of OA_47.jpg','Medial Tibia of OA_48.jpg','Medial Tibia of OA_49.jpg','Medial Tibia of OA_5.jpg','Medial Tibia of OA_50.jpg','Medial Tibia of OA_51.jpg','Medial Tibia of OA_52.jpg','Medial Tibia of OA_53.jpg','Medial Tibia of OA_54.jpg','Medial Tibia of OA_55.jpg','Medial Tibia of OA_56.jpg','Medial Tibia of OA_57.jpg','Medial Tibia of OA_58.jpg','Medial Tibia of OA_59.jpg','Medial Tibia of OA_6.jpg','Medial Tibia of OA_60.jpg','Medial Tibia of OA_61.jpg','Medial Tibia of OA_62.jpg','Medial Tibia of OA_63.jpg','Medial Tibia of OA_64.jpg','Medial Tibia of OA_65.jpg','Medial Tibia of OA_66.jpg','Medial Tibia of OA_67.jpg','Medial Tibia of OA_68.jpg','Medial Tibia of OA_7.jpg','Medial Tibia of OA_8.jpg','Medial Tibia of OA_9.jpg'}
@attribute LBP_ri_1 numeric
@attribute LBP_ri_2 numeric
@attribute LBP_ri_3 numeric
@attribute LBP_ri_4 numeric
@attribute LBP_ri_5 numeric
@attribute LBP_ri_6 numeric
@attribute LBP_ri_7 numeric
@attribute LBP_ri_8 numeric
@attribute LBP_ri_9 numeric
@attribute LBP_ri_10 numeric
@attribute LBP_ri_11 numeric
@attribute LBP_ri_12 numeric
@attribute LBP_ri_13 numeric
@attribute LBP_ri_14 numeric
@attribute LBP_ri_15 numeric
@attribute LBP_ri_16 numeric
@attribute LBP_ri_17 numeric
@attribute LBP_ri_18 numeric
@attribute LBP_ri_19 numeric
@attribute LBP_ri_20 numeric
@attribute LBP_ri_21 numeric
@attribute LBP_ri_22 numeric
@attribute LBP_ri_23 numeric
@attribute LBP_ri_24 numeric
@attribute LBP_ri_25 numeric
@attribute LBP_ri_26 numeric
@attribute LBP_ri_27 numeric
@attribute LBP_ri_28 numeric
@attribute LBP_ri_29 numeric
@attribute LBP_ri_30 numeric
@attribute LBP_ri_31 numeric
@attribute LBP_ri_32 numeric
@attribute LBP_ri_33 numeric
@attribute LBP_ri_34 numeric
@attribute LBP_ri_35 numeric
@attribute LBP_ri_36 numeric
@attribute class {Nor,OA}

@data
'Medial Tibia of OA_27.jpg',233,608,561,65,1396,22,39,35,2165,73,45,3,56,53,42,58,1826,0,57,1,0,37,31,0,60,38,33,1044,0,1,3,14,32,27,560,583,OA
'Medial Tibia of OA_28.jpg',392,641,713,65,1469,16,35,52,1774,64,72,4,57,79,54,53,1599,1,60,0,1,47,24,2,64,66,41,943,0,1,3,22,47,31,695,614,OA
'Medial Tibia of OA_29.jpg',214,568,519,65,1409,16,52,23,2315,62,63,2,71,35,35,48,1891,1,53,2,0,29,16,0,44,53,23,942,0,0,3,14,48,21,615,549,OA
'Medial Tibia of OA_3.jpg',327,696,604,72,1333,23,54,40,1843,96,78,4,84,63,60,44,1614,3,67,0,0,36,28,1,56,57,44,1005,0,1,2,23,53,27,701,662,OA
'Medial Tibia of OA_30.jpg',215,583,491,62,1332,10,29,31,2246,76,76,6,81,45,34,63,1878,1,52,1,1,41,19,5,42,42,31,1003,0,0,0,15,50,22,608,610,OA
'Medial Tibia of OA_31.jpg',228,556,563,65,1433,13,25,43,2617,71,55,2,34,63,37,47,1766,1,46,2,0,29,20,1,46,44,38,864,0,0,1,18,27,20,564,462,OA
'Medial Tibia of OA_32.jpg',309,569,688,51,1537,15,23,34,2138,48,58,1,45,77,43,48,1696,1,61,2,1,36,27,2,60,64,37,910,0,0,1,23,40,26,612,518,OA
'Medial Tibia of OA_33.jpg',322,787,612,60,1320,28,38,30,2113,110,77,3,54,60,48,50,1497,1,37,0,0,33,30,0,49,56,45,837,0,0,0,25,42,52,791,594,OA
'Medial Tibia of OA_34.jpg',236,584,538,75,1398,16,35,35,2185,90,68,7,70,40,32,76,1873,1,67,2,0,36,21,3,40,50,41,919,0,1,1,20,43,26,610,562,OA
'Medial Tibia of OA_35.jpg',213,517,491,47,1423,9,16,34,2672,79,45,1,36,62,35,54,1946,2,42,1,0,21,18,0,39,25,28,868,0,1,0,12,26,27,549,462,OA
'Medial Tibia of OA_36.jpg',241,574,565,47,1474,22,30,31,2388,59,61,1,38,47,38,60,1819,2,47,2,3,33,21,0,50,53,19,872,0,0,0,26,35,42,602,499,OA
'Medial Tibia of OA_37.jpg',331,695,616,81,1406,30,36,34,1874,68,69,2,55,63,51,59,1565,1,60,2,0,34,37,2,59,83,47,1062,0,0,3,25,56,27,639,629,OA
'Medial Tibia of OA_38.jpg',417,840,608,51,1247,33,28,55,2164,80,53,1,52,74,42,54,1398,0,52,0,1,50,33,0,64,57,39,825,0,0,0,34,45,64,765,575,OA
'Medial Tibia of OA_39.jpg',274,605,596,50,1435,22,33,46,2315,74,46,4,54,68,43,39,1738,1,51,1,1,31,25,2,40,48,29,897,0,2,0,19,43,37,637,495,OA
'Medial Tibia of OA_4.jpg',359,697,714,81,1381,29,58,31,1800,77,66,3,70,49,47,65,1538,0,56,1,2,38,33,2,71,79,36,991,0,3,2,24,49,38,681,630,OA
'Medial Tibia of OA_40.jpg',224,549,522,59,1457,23,27,39,2230,73,56,4,50,53,39,77,1894,0,49,0,1,35,19,1,41,48,23,967,0,0,2,13,29,30,582,585,OA
'Medial Tibia of OA_41.jpg',364,735,647,66,1345,28,39,43,1780,82,60,2,52,71,54,81,1569,0,75,2,1,33,31,0,59,65,37,1030,0,4,2,28,53,29,691,643,OA
'Medial Tibia of OA_42.jpg',336,674,613,64,1471,27,45,36,1982,59,75,5,49,55,65,60,1608,0,57,1,1,35,30,2,44,60,35,956,0,1,2,22,38,34,672,587,OA
'Medial Tibia of OA_43.jpg',388,753,640,83,1361,23,31,43,1749,85,60,1,39,86,46,66,1615,3,85,1,2,35,29,1,57,66,36,1000,0,1,0,20,37,39,723,597,OA
'Medial Tibia of OA_44.jpg',450,760,688,64,1254,29,40,40,1897,93,84,4,55,75,60,54,1436,3,69,3,1,55,33,0,61,67,47,912,0,0,1,29,45,40,732,620,OA
'Medial Tibia of OA_45.jpg',365,764,635,74,1334,30,45,53,1923,70,73,6,45,78,44,62,1479,1,76,0,0,47,30,0,70,45,30,955,0,1,3,25,41,32,767,598,OA
'Medial Tibia of OA_46.jpg',228,538,526,86,1392,11,38,46,2175,93,46,4,61,57,40,54,1830,1,54,3,1,42,22,1,42,49,25,1066,0,1,2,8,38,24,593,604,OA
'Medial Tibia of OA_47.jpg',259,581,526,62,1354,19,51,33,2205,84,57,1,69,54,41,65,1873,1,58,4,0,32,23,1,54,42,29,993,0,2,0,21,27,28,587,565,OA
'Medial Tibia of OA_48.jpg',402,655,754,48,1462,32,39,49,1776,55,65,3,46,85,63,58,1622,0,62,5,1,49,40,1,62,50,32,939,0,0,0,34,40,29,647,596,OA
'Medial Tibia of OA_49.jpg',595,1089,618,70,988,65,54,65,1292,144,80,6,65,88,58,80,1071,4,82,3,7,62,31,3,78,72,56,834,0,6,6,31,83,86,1080,849,OA
'Medial Tibia of OA_5.jpg',424,774,678,73,1283,35,45,53,1710,88,67,3,46,87,58,71,1520,0,74,1,0,36,33,1,50,60,42,1000,0,1,1,27,50,48,743,619,OA
'Medial Tibia of OA_50.jpg',487,972,643,82,1115,41,64,58,1394,115,79,4,50,85,62,69,1293,5,64,6,2,60,22,2,70,72,57,931,0,1,1,31,70,62,957,775,OA
'Medial Tibia of OA_51.jpg',526,993,608,94,1114,56,45,45,1278,152,89,6,61,91,74,75,1172,2,72,6,8,54,30,2,65,70,43,903,0,0,4,33,67,74,1035,854,OA
'Medial Tibia of OA_52.jpg',392,706,707,71,1438,23,38,25,1588,87,91,3,56,65,65,51,1570,2,83,2,0,36,34,2,57,64,38,1026,0,0,0,26,41,36,724,654,OA
'Medial Tibia of OA_53.jpg',689,1154,662,107,901,73,63,57,1065,134,86,9,73,87,81,62,930,7,70,5,10,58,35,7,111,84,78,824,0,4,4,60,80,81,1118,932,OA
'Medial Tibia of OA_54.jpg',409,847,625,87,1250,25,47,46,1579,108,65,3,77,72,69,77,1423,1,66,3,1,35,38,2,65,68,44,1020,0,1,1,24,53,52,802,716,OA
'Medial Tibia of OA_55.jpg',387,727,680,70,1318,23,50,36,1791,76,77,5,65,73,63,75,1501,4,66,1,1,36,32,1,55,75,44,952,0,0,4,27,51,35,753,647,OA
'Medial Tibia of OA_56.jpg',485,883,621,80,1180,37,58,51,1509,123,93,3,74,84,64,48,1341,2,79,2,2,49,28,2,58,65,44,905,0,3,2,22,70,53,922,759,OA
'Medial Tibia of OA_57.jpg',461,827,694,89,1217,48,54,56,1561,88,83,5,57,85,73,61,1326,2,61,1,2,43,39,2,82,72,49,993,0,0,3,22,49,55,821,720,OA
'Medial Tibia of OA_58.jpg',648,1159,621,83,958,67,62,46,989,189,104,11,61,96,81,70,969,6,92,3,4,69,41,3,95,84,50,864,0,1,7,37,88,92,1110,941,OA
'Medial Tibia of OA_59.jpg',366,773,630,52,1306,29,31,49,2178,100,80,0,44,60,53,54,1546,0,44,2,1,28,21,3,50,50,32,847,0,1,1,20,36,43,739,532,OA
'Medial Tibia of OA_6.jpg',384,685,666,65,1344,27,28,62,2125,70,44,2,45,64,69,65,1523,1,62,2,0,40,30,0,47,66,42,920,0,1,1,24,44,37,645,571,OA
'Medial Tibia of OA_60.jpg',300,666,604,81,1334,27,44,54,2037,68,56,2,64,77,39,77,1691,1,59,3,1,41,31,0,55,59,41,926,0,1,2,24,42,27,686,581,OA
'Medial Tibia of OA_61.jpg',361,729,681,73,1239,29,42,44,1963,106,69,4,70,64,53,42,1501,0,52,1,1,38,24,2,68,42,39,980,0,0,0,17,50,50,740,627,OA
'Medial Tibia of OA_62.jpg',369,731,649,56,1330,29,32,31,1991,107,76,3,63,56,47,51,1577,4,54,0,1,38,26,0,45,68,34,979,0,0,1,14,33,33,707,566,OA
'Medial Tibia of OA_63.jpg',389,719,637,65,1362,36,56,35,1999,77,90,5,70,50,42,51,1482,1,66,1,0,32,32,0,55,73,41,952,0,1,1,17,48,34,694,588,OA
'Medial Tibia of OA_64.jpg',368,776,601,74,1304,18,35,64,1896,82,73,5,48,64,32,63,1612,3,68,1,0,47,33,2,66,52,47,938,0,1,0,26,50,24,708,620,OA
'Medial Tibia of OA_65.jpg',322,630,642,70,1430,21,42,35,2082,65,61,2,58,58,55,34,1742,0,66,0,0,40,26,0,44,47,20,941,0,0,0,22,37,38,632,539,OA
'Medial Tibia of OA_66.jpg',428,715,719,85,1251,37,56,53,1855,78,67,6,52,78,57,53,1567,2,47,5,3,38,38,0,52,56,38,983,0,1,0,28,57,23,677,596,OA
'Medial Tibia of OA_67.jpg',276,662,525,65,1402,25,25,55,2355,111,51,1,41,63,41,48,1675,2,62,1,0,36,19,0,47,38,28,872,0,0,0,19,35,40,658,523,OA
'Medial Tibia of OA_68.jpg',374,670,667,70,1345,28,43,34,1826,89,83,9,78,59,45,42,1521,1,74,2,0,36,31,1,63,64,33,1037,0,1,2,24,37,33,741,638,OA
'Medial Tibia of OA_7.jpg',354,672,629,68,1318,24,47,43,1784,98,74,5,88,62,50,53,1605,1,65,4,3,48,36,1,68,79,34,1035,0,2,0,23,56,24,682,666,OA
'Medial Tibia of OA_8.jpg',401,736,658,78,1373,22,39,31,1693,79,87,4,64,53,58,60,1509,2,80,3,1,38,45,2,67,67,46,964,0,2,3,24,54,39,753,666,OA
'Medial Tibia of OA_9.jpg',412,678,709,59,1383,28,44,41,2064,77,65,4,56,60,52,45,1487,0,52,0,1,44,30,1,66,60,28,882,0,3,1,36,39,45,709,540,OA
