File,LCP_1,LCP_2,LCP_3,LCP_4,LCP_5,LCP_6,LCP_7,LCP_8,LCP_9,LCP_10,LCP_11,LCP_12,LCP_13,LCP_14,LCP_15,LCP_16,LCP_17,LCP_18,LCP_19,LCP_20,LCP_21,LCP_22,LCP_23,LCP_24,LCP_25,LCP_26,LCP_27,LCP_28,LCP_29,LCP_30,LCP_31,LCP_32,LCP_33,LCP_34,LCP_35,LCP_36,LCP_37,LCP_38,LCP_39,LCP_40,LCP_41,LCP_42,LCP_43,LCP_44,LCP_45,LCP_46,LCP_47,LCP_48,LCP_49,LCP_50,LCP_51,LCP_52,LCP_53,LCP_54,LCP_55,LCP_56,LCP_57,LCP_58,LCP_59,LCP_60,LCP_61,LCP_62,LCP_63,LCP_64,LCP_65,LCP_66,LCP_67,LCP_68,LCP_69,LCP_70,LCP_71,LCP_72,LCP_73,LCP_74,LCP_75,LCP_76,LCP_77,LCP_78,LCP_79,LCP_80,LCP_81,class
Lateral Femur of G2_14.jpg,1.05E+00,1.02E-01,6.35E-01,9.61E-02,3.43E-01,9.61E-02,6.35E-01,1.02E-01,908,1.03E+00,4.55E-02,4.08E-01,5.61E-02,2.90E-01,5.61E-02,4.08E-01,4.55E-02,1006,1.02E+00,2.93E-02,8.41E-02,1.42E-01,4.48E-02,1.42E-01,8.41E-02,2.93E-02,641,1.01E+00,4.73E-02,5.11E-02,7.88E-02,6.74E-02,7.88E-02,5.11E-02,4.73E-02,477,1.00E+00,3.33E-02,3.07E-01,1.16E-01,1.76E-01,1.16E-01,3.07E-01,3.33E-02,512,9.90E-01,3.49E-02,8.82E-02,3.47E-02,4.41E-02,3.47E-02,8.82E-02,3.49E-02,611,9.79E-01,5.37E-02,1.90E-01,2.41E-02,8.60E-02,2.41E-02,1.90E-01,5.37E-02,783,9.67E-01,4.86E-02,3.84E-01,6.58E-02,3.12E-01,6.58E-02,3.84E-01,4.86E-02,1013,9.48E-01,4.36E-02,7.33E-01,5.71E-02,3.23E-01,5.71E-02,7.33E-01,4.36E-02,1039,Grade 2
Lateral Femur of G2_15.jpg,1.05E+00,9.17E-02,6.80E-01,1.33E-01,5.10E-01,1.33E-01,6.80E-01,9.17E-02,900,1.04E+00,7.61E-02,5.01E-01,4.74E-02,3.18E-01,4.74E-02,5.01E-01,7.61E-02,1021,1.02E+00,5.18E-02,2.23E-01,1.48E-01,6.02E-02,1.48E-01,2.23E-01,5.18E-02,509,1.01E+00,2.53E-02,1.61E-01,1.67E-01,1.33E-01,1.67E-01,1.61E-01,2.53E-02,445,1.00E+00,4.46E-02,3.84E-01,1.12E-01,2.25E-01,1.12E-01,3.84E-01,4.46E-02,620,9.89E-01,3.53E-02,2.34E-01,8.37E-02,1.82E-02,8.37E-02,2.34E-01,3.53E-02,550,9.78E-01,5.87E-02,2.25E-01,9.70E-02,1.30E-02,9.70E-02,2.25E-01,5.87E-02,660,9.68E-01,5.83E-02,5.46E-01,1.19E-01,1.95E-01,1.19E-01,5.46E-01,5.83E-02,1063,9.47E-01,7.61E-02,7.30E-01,1.29E-01,5.85E-01,1.29E-01,7.30E-01,7.61E-02,1040,Grade 2
Lateral Femur of G2_16.jpg,1.05E+00,1.37E-01,4.99E-01,1.36E-01,1.66E-01,1.36E-01,4.99E-01,1.37E-01,840,1.03E+00,9.15E-02,3.32E-01,8.53E-02,5.71E-02,8.53E-02,3.32E-01,9.15E-02,933,1.02E+00,1.43E-02,1.85E-01,9.13E-02,2.65E-02,9.13E-02,1.85E-01,1.43E-02,610,1.01E+00,5.36E-02,2.15E-01,5.55E-02,8.97E-02,5.55E-02,2.15E-01,5.36E-02,578,1.00E+00,1.34E-02,4.44E-01,4.62E-02,8.51E-03,4.62E-02,4.44E-01,1.34E-02,689,9.91E-01,1.40E-03,1.78E-01,5.68E-02,1.99E-02,5.68E-02,1.78E-01,1.40E-03,701,9.80E-01,6.49E-02,1.70E-01,9.78E-02,6.34E-02,9.78E-02,1.70E-01,6.49E-02,788,9.72E-01,5.76E-02,3.99E-01,8.00E-02,9.70E-02,8.00E-02,3.99E-01,5.76E-02,935,9.56E-01,7.00E-02,6.29E-01,2.64E-02,1.01E-01,2.64E-02,6.29E-01,7.00E-02,1006,Grade 2
Lateral Femur of G2_17.jpg,1.06E+00,4.72E-02,4.53E-01,4.06E-02,2.76E-01,4.06E-02,4.53E-01,4.72E-02,816,1.04E+00,2.61E-02,2.86E-01,1.40E-01,6.42E-01,1.40E-01,2.86E-01,2.61E-02,856,1.03E+00,4.39E-02,8.92E-02,1.08E-01,2.52E-01,1.08E-01,8.92E-02,4.39E-02,669,1.02E+00,4.53E-02,1.15E-01,8.24E-02,8.79E-03,8.24E-02,1.15E-01,4.53E-02,677,1.00E+00,2.22E-02,2.83E-01,2.48E-02,1.16E-01,2.48E-02,2.83E-01,2.22E-02,825,9.87E-01,1.04E-02,9.81E-02,1.41E-01,1.59E-01,1.41E-01,9.81E-02,1.04E-02,785,9.71E-01,3.56E-02,1.43E-01,4.17E-02,1.25E-01,4.17E-02,1.43E-01,3.56E-02,883,9.59E-01,3.71E-02,3.46E-01,1.59E-01,2.57E-01,1.59E-01,3.46E-01,3.71E-02,879,9.38E-01,6.44E-02,5.49E-01,1.03E-01,3.34E-01,1.03E-01,5.49E-01,6.44E-02,890,Grade 2
Lateral Femur of G2_18.jpg,1.06E+00,4.17E-02,6.87E-01,1.65E-01,1.73E-01,1.65E-01,6.87E-01,4.17E-02,785,1.05E+00,3.40E-02,4.11E-01,3.43E-02,2.79E-01,3.43E-02,4.11E-01,3.40E-02,918,1.03E+00,4.35E-02,2.02E-01,4.07E-02,4.49E-03,4.07E-02,2.02E-01,4.35E-02,717,1.02E+00,3.12E-03,1.75E-01,6.63E-02,9.19E-02,6.63E-02,1.75E-01,3.12E-03,674,1.00E+00,1.18E-02,4.18E-01,3.81E-02,1.60E-01,3.81E-02,4.18E-01,1.18E-02,737,9.85E-01,4.70E-03,2.27E-01,9.38E-02,3.02E-01,9.38E-02,2.27E-01,4.70E-03,747,9.71E-01,1.68E-02,2.25E-01,1.23E-01,1.55E-02,1.23E-01,2.25E-01,1.68E-02,831,9.57E-01,5.81E-02,4.48E-01,7.47E-02,2.65E-01,7.47E-02,4.48E-01,5.81E-02,916,9.33E-01,8.60E-02,8.00E-01,2.84E-02,4.78E-01,2.84E-02,8.00E-01,8.60E-02,910,Grade 2
Lateral Femur of G2_19.jpg,1.05E+00,7.32E-02,7.62E-01,1.28E-01,1.58E-01,1.28E-01,7.62E-01,7.32E-02,894,1.03E+00,2.72E-02,4.58E-01,6.65E-02,4.34E-01,6.65E-02,4.58E-01,2.72E-02,901,1.02E+00,5.74E-02,1.31E-01,1.09E-01,1.99E-01,1.09E-01,1.31E-01,5.74E-02,641,1.01E+00,3.96E-02,1.45E-01,6.15E-02,8.63E-02,6.15E-02,1.45E-01,3.96E-02,568,1.00E+00,2.70E-02,2.81E-01,5.99E-02,4.64E-02,5.99E-02,2.81E-01,2.70E-02,548,9.90E-01,2.60E-02,9.26E-02,9.60E-02,5.34E-02,9.60E-02,9.26E-02,2.60E-02,646,9.79E-01,6.59E-02,1.30E-01,4.27E-02,1.25E-01,4.27E-02,1.30E-01,6.59E-02,787,9.70E-01,6.45E-02,4.26E-01,9.47E-02,2.87E-01,9.47E-02,4.26E-01,6.45E-02,934,9.52E-01,7.98E-02,7.01E-01,1.33E-01,3.42E-01,1.33E-01,7.01E-01,7.98E-02,1038,Grade 2
Lateral Femur of G2_2.jpg,1.03E+00,6.56E-02,4.89E-01,1.15E-01,3.18E-01,1.15E-01,4.89E-01,6.56E-02,851,1.02E+00,4.53E-02,3.93E-01,4.14E-02,1.14E-02,4.14E-02,3.93E-01,4.53E-02,947,1.02E+00,3.75E-02,1.30E-01,6.25E-02,8.36E-02,6.25E-02,1.30E-01,3.75E-02,545,1.01E+00,5.73E-02,1.31E-01,8.57E-02,2.17E-01,8.57E-02,1.31E-01,5.73E-02,551,1.00E+00,2.64E-02,3.84E-01,7.27E-02,3.16E-02,7.27E-02,3.84E-01,2.64E-02,770,9.93E-01,1.20E-02,1.24E-01,1.65E-01,1.76E-01,1.65E-01,1.24E-01,1.20E-02,668,9.85E-01,6.41E-02,1.11E-01,1.17E-01,5.79E-02,1.17E-01,1.11E-01,6.41E-02,708,9.78E-01,4.70E-02,3.96E-01,3.08E-02,1.75E-01,3.08E-02,3.96E-01,4.70E-02,991,9.66E-01,1.10E-01,6.80E-01,1.39E-01,4.81E-01,1.39E-01,6.80E-01,1.10E-01,1006,Grade 2
Lateral Femur of G2_20.jpg,1.08E+00,9.63E-02,5.62E-01,1.12E-01,1.61E-01,1.12E-01,5.62E-01,9.63E-02,963,1.06E+00,3.70E-02,3.77E-01,2.53E-02,1.64E-02,2.53E-02,3.77E-01,3.70E-02,979,1.04E+00,4.58E-02,1.07E-01,3.02E-02,7.48E-02,3.02E-02,1.07E-01,4.58E-02,570,1.02E+00,3.96E-02,1.81E-01,2.35E-02,6.70E-02,2.35E-02,1.81E-01,3.96E-02,534,1.00E+00,2.52E-02,3.57E-01,3.60E-02,2.86E-01,3.60E-02,3.57E-01,2.52E-02,623,9.81E-01,3.18E-02,1.56E-01,2.09E-02,1.45E-01,2.09E-02,1.56E-01,3.18E-02,587,9.64E-01,2.48E-02,1.39E-01,7.30E-02,1.06E-01,7.30E-02,1.39E-01,2.48E-02,688,9.47E-01,4.11E-02,3.66E-01,6.28E-02,2.40E-01,6.28E-02,3.66E-01,4.11E-02,953,9.16E-01,9.63E-02,5.98E-01,1.07E-01,9.27E-02,1.07E-01,5.98E-01,9.63E-02,1028,Grade 2
Lateral Femur of G2_21.jpg,1.05E+00,3.33E-02,5.73E-01,1.37E-01,2.38E-01,1.37E-01,5.73E-01,3.33E-02,738,1.03E+00,1.23E-02,3.57E-01,1.06E-01,3.00E-01,1.06E-01,3.57E-01,1.23E-02,887,1.03E+00,4.69E-02,1.07E-01,8.50E-02,3.82E-02,8.50E-02,1.07E-01,4.69E-02,690,1.01E+00,2.18E-02,1.69E-01,3.85E-02,1.03E-01,3.85E-02,1.69E-01,2.18E-02,750,1.00E+00,3.30E-02,4.31E-01,8.86E-02,2.26E-02,8.86E-02,4.31E-01,3.30E-02,861,9.89E-01,1.30E-02,1.28E-01,5.28E-02,7.97E-03,5.28E-02,1.28E-01,1.30E-02,822,9.78E-01,4.60E-02,1.37E-01,1.13E-01,4.81E-02,1.13E-01,1.37E-01,4.60E-02,805,9.69E-01,1.94E-02,4.27E-01,6.18E-03,2.95E-01,6.18E-03,4.27E-01,1.94E-02,862,9.52E-01,8.14E-02,5.57E-01,3.67E-02,3.08E-01,3.67E-02,5.57E-01,8.14E-02,923,Grade 2
Lateral Femur of G2_3.jpg,1.05E+00,1.18E-02,5.39E-01,1.32E-01,1.08E-02,1.32E-01,5.39E-01,1.18E-02,827,1.04E+00,5.14E-02,4.08E-01,3.85E-02,6.99E-02,3.85E-02,4.08E-01,5.14E-02,887,1.03E+00,1.39E-02,1.38E-01,9.10E-02,3.95E-01,9.10E-02,1.38E-01,1.39E-02,670,1.02E+00,2.21E-02,2.25E-01,4.90E-02,2.12E-01,4.90E-02,2.25E-01,2.21E-02,660,1.00E+00,2.97E-02,4.70E-01,3.36E-02,9.06E-02,3.36E-02,4.70E-01,2.97E-02,828,9.87E-01,4.42E-02,1.84E-01,6.11E-02,1.12E-01,6.11E-02,1.84E-01,4.42E-02,714,9.75E-01,1.77E-02,1.73E-01,6.75E-02,6.18E-03,6.75E-02,1.73E-01,1.77E-02,788,9.64E-01,4.73E-02,3.57E-01,2.02E-01,8.66E-02,2.02E-01,3.57E-01,4.73E-02,912,9.45E-01,6.93E-02,6.26E-01,4.97E-02,2.36E-01,4.97E-02,6.26E-01,6.93E-02,911,Grade 2
Lateral Femur of G2_4.jpg,1.07E+00,5.35E-02,5.63E-01,3.13E-01,9.72E-01,3.13E-01,5.63E-01,5.35E-02,602,1.05E+00,2.96E-02,4.48E-01,3.32E-02,4.60E-01,3.32E-02,4.48E-01,2.96E-02,770,1.04E+00,6.95E-02,1.84E-01,2.26E-02,4.16E-01,2.26E-02,1.84E-01,6.95E-02,710,1.03E+00,1.94E-02,3.85E-01,8.81E-02,4.13E-01,8.81E-02,3.85E-01,1.94E-02,934,1.00E+00,3.37E-02,6.03E-01,9.89E-02,5.80E-01,9.89E-02,6.03E-01,3.37E-02,1210,9.76E-01,5.84E-03,3.57E-01,9.67E-02,3.55E-01,9.67E-02,3.57E-01,5.84E-03,1125,9.61E-01,2.16E-02,2.47E-01,8.21E-02,7.83E-01,8.21E-02,2.47E-01,2.16E-02,871,9.47E-01,6.51E-02,4.03E-01,1.15E-01,4.49E-01,1.15E-01,4.03E-01,6.51E-02,776,9.25E-01,8.55E-02,6.10E-01,1.88E-01,6.92E-01,1.88E-01,6.10E-01,8.55E-02,712,Grade 2
Lateral Femur of G2_5.jpg,1.08E+00,9.39E-02,3.32E-01,9.10E-02,3.00E-01,9.10E-02,3.32E-01,9.39E-02,718,1.05E+00,3.09E-02,2.42E-01,6.91E-02,3.67E-01,6.91E-02,2.42E-01,3.09E-02,729,1.04E+00,2.47E-02,5.39E-02,9.52E-02,5.12E-02,9.52E-02,5.39E-02,2.47E-02,764,1.02E+00,3.57E-02,1.56E-01,9.66E-02,4.81E-02,9.66E-02,1.56E-01,3.57E-02,835,1.00E+00,1.60E-02,3.06E-01,4.20E-02,2.10E-01,4.20E-02,3.06E-01,1.60E-02,880,9.82E-01,2.14E-02,1.84E-01,1.53E-02,1.17E-01,1.53E-02,1.84E-01,2.14E-02,872,9.63E-01,3.92E-02,1.09E-01,3.46E-02,4.77E-02,3.46E-02,1.09E-01,3.92E-02,912,9.50E-01,5.44E-02,2.48E-01,1.58E-02,1.34E-01,1.58E-02,2.48E-01,5.44E-02,818,9.28E-01,6.05E-02,3.60E-01,3.69E-02,2.80E-01,3.69E-02,3.60E-01,6.05E-02,876,Grade 2
Lateral Femur of G2_6.jpg,1.07E+00,4.00E-02,4.06E-01,2.57E-01,7.29E-02,2.57E-01,4.06E-01,4.00E-02,858,1.05E+00,5.63E-03,1.74E-01,1.13E-02,1.52E-03,1.13E-02,1.74E-01,5.63E-03,852,1.03E+00,7.52E-03,1.11E-01,5.61E-02,2.18E-02,5.61E-02,1.11E-01,7.52E-03,695,1.02E+00,3.75E-02,1.32E-01,1.13E-01,1.59E-02,1.13E-01,1.32E-01,3.75E-02,625,1.00E+00,7.40E-03,2.73E-01,1.47E-02,1.16E-04,1.47E-02,2.73E-01,7.40E-03,674,9.84E-01,8.82E-03,1.05E-01,1.25E-02,4.05E-02,1.25E-02,1.05E-01,8.82E-03,751,9.68E-01,9.57E-03,1.11E-01,8.11E-02,2.73E-02,8.11E-02,1.11E-01,9.57E-03,782,9.54E-01,3.31E-02,2.72E-01,1.40E-01,2.51E-02,1.40E-01,2.72E-01,3.31E-02,904,9.29E-01,4.94E-02,4.59E-01,1.42E-01,4.39E-02,1.42E-01,4.59E-01,4.94E-02,990,Grade 2
Lateral Femur of G2_7.jpg,1.07E+00,6.41E-02,3.73E-01,4.68E-02,2.67E-01,4.68E-02,3.73E-01,6.41E-02,740,1.05E+00,6.36E-02,2.52E-01,5.13E-02,2.37E-01,5.13E-02,2.52E-01,6.36E-02,864,1.04E+00,2.21E-02,1.54E-01,2.60E-02,1.78E-01,2.60E-02,1.54E-01,2.21E-02,693,1.02E+00,2.90E-02,1.99E-01,3.84E-02,3.67E-01,3.84E-02,1.99E-01,2.90E-02,768,1.00E+00,1.10E-02,4.28E-01,6.43E-02,4.25E-01,6.43E-02,4.28E-01,1.10E-02,1102,9.81E-01,8.59E-03,2.56E-01,1.34E-01,3.72E-01,1.34E-01,2.56E-01,8.59E-03,882,9.61E-01,4.24E-02,1.14E-01,1.70E-02,2.59E-01,1.70E-02,1.14E-01,4.24E-02,849,9.47E-01,5.26E-02,3.42E-01,9.15E-02,2.28E-01,9.15E-02,3.42E-01,5.26E-02,813,9.24E-01,7.56E-02,4.81E-01,9.04E-02,3.65E-01,9.04E-02,4.81E-01,7.56E-02,805,Grade 2
Lateral Femur of G2_8.jpg,1.07E+00,7.40E-02,2.41E-01,3.67E-02,7.46E-02,3.67E-02,2.41E-01,7.40E-02,987,1.05E+00,3.44E-02,9.76E-02,6.59E-02,1.63E-01,6.59E-02,9.76E-02,3.44E-02,1066,1.03E+00,3.61E-02,1.03E-01,8.01E-02,2.14E-01,8.01E-02,1.03E-01,3.61E-02,493,1.02E+00,3.22E-02,5.09E-02,2.28E-02,8.88E-02,2.28E-02,5.09E-02,3.22E-02,373,1.00E+00,2.04E-02,1.36E-01,8.16E-02,3.26E-01,8.16E-02,1.36E-01,2.04E-02,427,9.87E-01,1.47E-02,9.30E-02,9.16E-02,6.23E-03,9.16E-02,9.30E-02,1.47E-02,412,9.72E-01,3.84E-03,6.61E-02,1.55E-02,1.18E-01,1.55E-02,6.61E-02,3.84E-03,564,9.54E-01,4.56E-02,9.13E-02,2.52E-02,1.29E-01,2.52E-02,9.13E-02,4.56E-02,1044,9.26E-01,2.29E-02,1.71E-01,1.12E-01,7.30E-02,1.12E-01,1.71E-01,2.29E-02,1160,Grade 2
Lateral Femur of G2_9.jpg,1.04E+00,7.62E-02,4.01E-01,1.59E-01,2.82E-01,1.59E-01,4.01E-01,7.62E-02,767,1.03E+00,7.11E-02,3.33E-01,8.12E-02,3.45E-01,8.12E-02,3.33E-01,7.11E-02,893,1.02E+00,3.65E-02,1.07E-01,7.56E-02,9.23E-02,7.56E-02,1.07E-01,3.65E-02,589,1.01E+00,2.50E-02,1.09E-01,1.69E-01,8.00E-02,1.69E-01,1.09E-01,2.50E-02,629,1.00E+00,8.00E-03,4.06E-01,3.62E-02,1.57E-02,3.62E-02,4.06E-01,8.00E-03,794,9.90E-01,2.60E-02,2.98E-01,2.12E-01,1.98E-01,2.12E-01,2.98E-01,2.60E-02,722,9.81E-01,6.41E-02,1.95E-01,9.82E-02,1.73E-01,9.82E-02,1.95E-01,6.41E-02,702,9.73E-01,5.84E-02,2.95E-01,4.15E-02,1.54E-01,4.15E-02,2.95E-01,5.84E-02,929,9.58E-01,9.13E-02,3.87E-01,1.69E-01,1.16E-01,1.69E-01,3.87E-01,9.13E-02,991,Grade 2
Lateral Femur of G3_1.jpg,1.05E+00,6.55E-02,6.32E-01,1.10E-01,3.49E-01,1.10E-01,6.32E-01,6.55E-02,821,1.04E+00,6.28E-02,4.13E-01,4.32E-02,2.50E-01,4.32E-02,4.13E-01,6.28E-02,845,1.03E+00,2.65E-02,1.35E-01,8.89E-02,3.69E-02,8.89E-02,1.35E-01,2.65E-02,675,1.02E+00,3.30E-02,1.69E-01,5.64E-02,8.62E-02,5.64E-02,1.69E-01,3.30E-02,639,1.00E+00,2.93E-02,4.45E-01,1.05E-01,4.21E-01,1.05E-01,4.45E-01,2.93E-02,821,9.86E-01,4.56E-02,2.79E-01,9.10E-02,4.61E-03,9.10E-02,2.79E-01,4.56E-02,778,9.74E-01,4.18E-02,2.23E-01,4.37E-02,1.72E-01,4.37E-02,2.23E-01,4.18E-02,797,9.64E-01,4.43E-02,3.64E-01,4.79E-02,3.26E-01,4.79E-02,3.64E-01,4.43E-02,897,9.44E-01,8.72E-02,6.26E-01,1.18E-01,1.05E-01,1.18E-01,6.26E-01,8.72E-02,951,Grade 3
Lateral Femur of G3_10.jpg,1.06E+00,4.55E-02,6.45E-01,1.15E-01,1.23E-01,1.15E-01,6.45E-01,4.55E-02,938,1.04E+00,1.10E-01,4.20E-01,3.56E-02,7.31E-02,3.56E-02,4.20E-01,1.10E-01,998,1.03E+00,8.63E-02,9.60E-02,1.13E-01,1.55E-01,1.13E-01,9.60E-02,8.63E-02,611,1.02E+00,4.44E-02,1.73E-01,2.68E-02,1.06E-01,2.68E-02,1.73E-01,4.44E-02,554,1.00E+00,1.22E-02,3.46E-01,9.20E-02,3.34E-03,9.20E-02,3.46E-01,1.22E-02,556,9.88E-01,4.69E-02,1.34E-01,4.87E-02,1.20E-02,4.87E-02,1.34E-01,4.69E-02,558,9.72E-01,1.15E-01,1.16E-01,6.96E-02,8.34E-03,6.96E-02,1.16E-01,1.15E-01,788,9.60E-01,1.04E-01,3.71E-01,6.61E-02,4.30E-02,6.61E-02,3.71E-01,1.04E-01,898,9.36E-01,1.01E-01,6.19E-01,1.84E-01,9.09E-02,1.84E-01,6.19E-01,1.01E-01,1073,Grade 3
Lateral Femur of G3_11.jpg,1.11E+00,4.54E-02,3.49E-01,5.84E-02,2.05E-01,5.84E-02,3.49E-01,4.54E-02,667,1.07E+00,9.41E-03,2.65E-01,5.28E-02,1.47E-01,5.28E-02,2.65E-01,9.41E-03,777,1.05E+00,2.61E-02,7.85E-02,1.47E-01,4.00E-02,1.47E-01,7.85E-02,2.61E-02,830,1.03E+00,1.29E-02,1.56E-01,1.32E-01,1.58E-01,1.32E-01,1.56E-01,1.29E-02,901,1.00E+00,1.21E-02,2.85E-01,4.54E-02,1.84E-01,4.54E-02,2.85E-01,1.21E-02,930,9.73E-01,2.59E-02,1.20E-01,6.38E-02,1.86E-01,6.38E-02,1.20E-01,2.59E-02,972,9.46E-01,2.72E-02,1.34E-01,2.62E-02,7.33E-02,2.62E-02,1.34E-01,2.72E-02,921,9.26E-01,8.03E-03,2.47E-01,1.57E-01,2.19E-01,1.57E-01,2.47E-01,8.03E-03,798,8.96E-01,5.44E-02,3.91E-01,2.34E-01,2.23E-01,2.34E-01,3.91E-01,5.44E-02,791,Grade 3
Lateral Femur of G3_12.jpg,1.07E+00,5.34E-02,2.39E-01,1.67E-01,6.06E-02,1.67E-01,2.39E-01,5.34E-02,941,1.05E+00,3.36E-02,1.81E-01,5.65E-03,6.20E-02,5.65E-03,1.81E-01,3.36E-02,951,1.03E+00,7.12E-02,3.79E-02,4.58E-02,5.05E-02,4.58E-02,3.79E-02,7.12E-02,699,1.02E+00,2.19E-02,1.08E-01,9.55E-02,7.72E-02,9.55E-02,1.08E-01,2.19E-02,486,1.00E+00,2.84E-02,1.15E-01,6.25E-02,2.73E-02,6.25E-02,1.15E-01,2.84E-02,494,9.87E-01,3.67E-02,7.72E-02,9.00E-02,6.25E-02,9.00E-02,7.72E-02,3.67E-02,496,9.72E-01,5.69E-02,4.58E-02,4.71E-02,3.86E-02,4.71E-02,4.58E-02,5.69E-02,745,9.57E-01,4.75E-02,1.55E-01,8.48E-02,8.40E-02,8.48E-02,1.55E-01,4.75E-02,991,9.31E-01,4.92E-02,3.06E-01,6.64E-02,6.08E-02,6.64E-02,3.06E-01,4.92E-02,1137,Grade 3
Lateral Femur of G3_13.jpg,1.07E+00,4.93E-02,3.79E-01,3.26E-02,1.68E-01,3.26E-02,3.79E-01,4.93E-02,903,1.05E+00,4.50E-02,2.43E-01,8.74E-02,8.31E-02,8.74E-02,2.43E-01,4.50E-02,922,1.03E+00,3.72E-02,9.38E-02,9.88E-02,1.09E-01,9.88E-02,9.38E-02,3.72E-02,674,1.02E+00,1.45E-02,7.75E-02,4.87E-02,1.51E-01,4.87E-02,7.75E-02,1.45E-02,536,1.00E+00,2.20E-02,3.37E-01,9.87E-02,9.29E-02,9.87E-02,3.37E-01,2.20E-02,663,9.86E-01,2.63E-02,1.67E-01,1.46E-01,2.20E-01,1.46E-01,1.67E-01,2.63E-02,571,9.68E-01,1.13E-02,1.42E-01,2.94E-02,5.87E-04,2.94E-02,1.42E-01,1.13E-02,725,9.53E-01,1.87E-02,3.15E-01,1.79E-02,6.46E-02,1.79E-02,3.15E-01,1.87E-02,981,9.27E-01,8.18E-02,5.00E-01,3.55E-02,1.90E-01,3.55E-02,5.00E-01,8.18E-02,1034,Grade 3
Lateral Femur of G3_14.jpg,1.06E+00,1.39E-02,4.50E-01,8.99E-02,9.83E-02,8.99E-02,4.50E-01,1.39E-02,847,1.04E+00,6.66E-02,2.31E-01,7.12E-02,1.65E-01,7.12E-02,2.31E-01,6.66E-02,876,1.03E+00,7.95E-02,7.55E-02,1.65E-01,8.62E-02,1.65E-01,7.55E-02,7.95E-02,676,1.02E+00,2.38E-02,5.76E-02,7.63E-02,4.78E-02,7.63E-02,5.76E-02,2.38E-02,591,1.00E+00,2.71E-02,1.16E-01,2.19E-02,1.23E-02,2.19E-02,1.16E-01,2.71E-02,683,9.88E-01,2.97E-02,1.15E-01,2.57E-02,1.21E-02,2.57E-02,1.15E-01,2.97E-02,710,9.74E-01,6.46E-02,5.96E-02,1.11E-01,1.26E-01,1.11E-01,5.96E-02,6.46E-02,857,9.60E-01,5.31E-02,1.90E-01,1.35E-02,9.11E-02,1.35E-02,1.90E-01,5.31E-02,955,9.39E-01,4.99E-02,3.73E-01,6.16E-02,1.35E-01,6.16E-02,3.73E-01,4.99E-02,956,Grade 3
Lateral Femur of G3_15.jpg,1.06E+00,8.97E-02,3.23E-01,1.01E-01,2.26E-01,1.01E-01,3.23E-01,8.97E-02,660,1.05E+00,1.72E-02,1.85E-01,7.41E-02,2.21E-02,7.41E-02,1.85E-01,1.72E-02,729,1.03E+00,2.31E-02,1.08E-01,3.36E-02,1.79E-01,3.36E-02,1.08E-01,2.31E-02,770,1.02E+00,2.79E-02,2.08E-01,1.30E-01,1.90E-01,1.30E-01,2.08E-01,2.79E-02,861,1.00E+00,9.55E-03,3.13E-01,5.89E-02,2.13E-02,5.89E-02,3.13E-01,9.55E-03,1057,9.84E-01,3.09E-02,2.01E-01,7.69E-02,2.74E-01,7.69E-02,2.01E-01,3.09E-02,1021,9.69E-01,1.08E-02,1.01E-01,1.65E-01,4.87E-02,1.65E-01,1.01E-01,1.08E-02,926,9.57E-01,3.92E-02,2.23E-01,1.39E-01,2.75E-01,1.39E-01,2.23E-01,3.92E-02,786,9.35E-01,5.88E-02,3.14E-01,1.22E-01,1.37E-01,1.22E-01,3.14E-01,5.88E-02,789,Grade 3
Lateral Femur of G3_16.jpg,1.10E+00,2.97E-02,2.99E-01,5.63E-02,7.84E-01,5.63E-02,2.99E-01,2.97E-02,613,1.07E+00,8.03E-02,1.69E-01,4.12E-02,2.79E-01,4.12E-02,1.69E-01,8.03E-02,778,1.05E+00,2.81E-02,1.21E-01,1.22E-01,7.69E-02,1.22E-01,1.21E-01,2.81E-02,807,1.03E+00,9.62E-03,6.62E-02,1.06E-01,2.23E-01,1.06E-01,6.62E-02,9.62E-03,865,1.00E+00,5.60E-03,1.08E-01,1.15E-01,1.83E-01,1.15E-01,1.08E-01,5.60E-03,1052,9.74E-01,6.34E-03,7.72E-02,4.18E-02,2.03E-01,4.18E-02,7.72E-02,6.34E-03,978,9.51E-01,3.06E-02,7.60E-02,1.60E-01,2.33E-01,1.60E-01,7.60E-02,3.06E-02,933,9.35E-01,2.53E-02,2.31E-01,8.34E-02,2.54E-01,8.34E-02,2.31E-01,2.53E-02,826,9.01E-01,1.25E-01,3.77E-01,2.38E-01,2.01E-01,2.38E-01,3.77E-01,1.25E-01,788,Grade 3
