@relation 'LCP Femur Medial ROI '

@attribute File {'Medial Femur of Normal_1.jpg','Medial Femur of Normal_10.jpg','Medial Femur of Normal_11.jpg','Medial Femur of Normal_12.jpg','Medial Femur of Normal_13.jpg','Medial Femur of Normal_14.jpg','Medial Femur of Normal_15.jpg','Medial Femur of Normal_16.jpg','Medial Femur of Normal_17.jpg','Medial Femur of Normal_18.jpg','Medial Femur of Normal_19.jpg','Medial Femur of Normal_2.jpg','Medial Femur of Normal_20.jpg','Medial Femur of Normal_21.jpg','Medial Femur of Normal_22.jpg','Medial Femur of Normal_23.jpg','Medial Femur of Normal_24.jpg','Medial Femur of Normal_25.jpg','Medial Femur of Normal_26.jpg','Medial Femur of Normal_27.jpg','Medial Femur of Normal_28.jpg','Medial Femur of Normal_29.jpg','Medial Femur of Normal_3.jpg','Medial Femur of Normal_30.jpg','Medial Femur of Normal_31.jpg','Medial Femur of Normal_32.jpg','Medial Femur of Normal_33.jpg','Medial Femur of Normal_34.jpg','Medial Femur of Normal_35.jpg','Medial Femur of Normal_36.jpg','Medial Femur of Normal_37.jpg','Medial Femur of Normal_38.jpg','Medial Femur of Normal_39.jpg','Medial Femur of Normal_4.jpg','Medial Femur of Normal_40.jpg','Medial Femur of Normal_41.jpg','Medial Femur of Normal_42.jpg','Medial Femur of Normal_43.jpg','Medial Femur of Normal_44.jpg','Medial Femur of Normal_45.jpg','Medial Femur of Normal_46.jpg','Medial Femur of Normal_47.jpg','Medial Femur of Normal_48.jpg','Medial Femur of Normal_49.jpg','Medial Femur of Normal_5.jpg','Medial Femur of Normal_50.jpg','Medial Femur of Normal_51.jpg','Medial Femur of Normal_52.jpg','Medial Femur of Normal_53.jpg','Medial Femur of Normal_54.jpg','Medial Femur of Normal_55.jpg','Medial Femur of Normal_56.jpg','Medial Femur of Normal_57.jpg','Medial Femur of Normal_58.jpg','Medial Femur of Normal_59.jpg','Medial Femur of Normal_6.jpg','Medial Femur of Normal_60.jpg','Medial Femur of Normal_61.jpg','Medial Femur of Normal_62.jpg','Medial Femur of Normal_63.jpg','Medial Femur of Normal_7.jpg','Medial Femur of Normal_8.jpg','Medial Femur of Normal_9.jpg','Medial Femur of OA_1.jpg','Medial Femur of OA_10.jpg','Medial Femur of OA_11.jpg','Medial Femur of OA_12.jpg','Medial Femur of OA_13.jpg','Medial Femur of OA_14.jpg','Medial Femur of OA_15.jpg','Medial Femur of OA_16.jpg','Medial Femur of OA_17.jpg','Medial Femur of OA_18.jpg','Medial Femur of OA_19.jpg','Medial Femur of OA_2.jpg','Medial Femur of OA_20.jpg','Medial Femur of OA_21.jpg','Medial Femur of OA_22.jpg','Medial Femur of OA_23.jpg','Medial Femur of OA_24.jpg','Medial Femur of OA_25.jpg','Medial Femur of OA_26.jpg','Medial Femur of OA_27.jpg','Medial Femur of OA_28.jpg','Medial Femur of OA_29.jpg','Medial Femur of OA_3.jpg','Medial Femur of OA_30.jpg','Medial Femur of OA_31.jpg','Medial Femur of OA_32.jpg','Medial Femur of OA_33.jpg','Medial Femur of OA_34.jpg','Medial Femur of OA_35.jpg','Medial Femur of OA_36.jpg','Medial Femur of OA_37.jpg','Medial Femur of OA_38.jpg','Medial Femur of OA_39.jpg','Medial Femur of OA_4.jpg','Medial Femur of OA_40.jpg','Medial Femur of OA_41.jpg','Medial Femur of OA_42.jpg','Medial Femur of OA_43.jpg','Medial Femur of OA_44.jpg','Medial Femur of OA_45.jpg','Medial Femur of OA_46.jpg','Medial Femur of OA_47.jpg','Medial Femur of OA_48.jpg','Medial Femur of OA_49.jpg','Medial Femur of OA_5.jpg','Medial Femur of OA_50.jpg','Medial Femur of OA_51.jpg','Medial Femur of OA_52.jpg','Medial Femur of OA_53.jpg','Medial Femur of OA_54.jpg','Medial Femur of OA_55.jpg','Medial Femur of OA_56.jpg','Medial Femur of OA_57.jpg','Medial Femur of OA_58.jpg','Medial Femur of OA_59.jpg','Medial Femur of OA_6.jpg','Medial Femur of OA_60.jpg','Medial Femur of OA_61.jpg','Medial Femur of OA_62.jpg','Medial Femur of OA_63.jpg','Medial Femur of OA_64.jpg','Medial Femur of OA_65.jpg','Medial Femur of OA_66.jpg','Medial Femur of OA_67.jpg','Medial Femur of OA_68.jpg','Medial Femur of OA_7.jpg','Medial Femur of OA_8.jpg','Medial Femur of OA_9.jpg'}
@attribute LCP_1 numeric
@attribute LCP_2 numeric
@attribute LCP_3 numeric
@attribute LCP_4 numeric
@attribute LCP_5 numeric
@attribute LCP_6 numeric
@attribute LCP_7 numeric
@attribute LCP_8 numeric
@attribute LCP_9 numeric
@attribute LCP_10 numeric
@attribute LCP_11 numeric
@attribute LCP_12 numeric
@attribute LCP_13 numeric
@attribute LCP_14 numeric
@attribute LCP_15 numeric
@attribute LCP_16 numeric
@attribute LCP_17 numeric
@attribute LCP_18 numeric
@attribute LCP_19 numeric
@attribute LCP_20 numeric
@attribute LCP_21 numeric
@attribute LCP_22 numeric
@attribute LCP_23 numeric
@attribute LCP_24 numeric
@attribute LCP_25 numeric
@attribute LCP_26 numeric
@attribute LCP_27 numeric
@attribute LCP_28 numeric
@attribute LCP_29 numeric
@attribute LCP_30 numeric
@attribute LCP_31 numeric
@attribute LCP_32 numeric
@attribute LCP_33 numeric
@attribute LCP_34 numeric
@attribute LCP_35 numeric
@attribute LCP_36 numeric
@attribute LCP_37 numeric
@attribute LCP_38 numeric
@attribute LCP_39 numeric
@attribute LCP_40 numeric
@attribute LCP_41 numeric
@attribute LCP_42 numeric
@attribute LCP_43 numeric
@attribute LCP_44 numeric
@attribute LCP_45 numeric
@attribute LCP_46 numeric
@attribute LCP_47 numeric
@attribute LCP_48 numeric
@attribute LCP_49 numeric
@attribute LCP_50 numeric
@attribute LCP_51 numeric
@attribute LCP_52 numeric
@attribute LCP_53 numeric
@attribute LCP_54 numeric
@attribute LCP_55 numeric
@attribute LCP_56 numeric
@attribute LCP_57 numeric
@attribute LCP_58 numeric
@attribute LCP_59 numeric
@attribute LCP_60 numeric
@attribute LCP_61 numeric
@attribute LCP_62 numeric
@attribute LCP_63 numeric
@attribute LCP_64 numeric
@attribute LCP_65 numeric
@attribute LCP_66 numeric
@attribute LCP_67 numeric
@attribute LCP_68 numeric
@attribute LCP_69 numeric
@attribute LCP_70 numeric
@attribute LCP_71 numeric
@attribute LCP_72 numeric
@attribute LCP_73 numeric
@attribute LCP_74 numeric
@attribute LCP_75 numeric
@attribute LCP_76 numeric
@attribute LCP_77 numeric
@attribute LCP_78 numeric
@attribute LCP_79 numeric
@attribute LCP_80 numeric
@attribute LCP_81 numeric
@attribute class {Nor,OA}

@data
'Medial Femur of Normal_28.jpg',1.08,0.0612,0.603,0.0751,0.319,0.0751,0.603,0.0612,813,1.05,0.0267,0.397,0.0867,0.202,0.0867,0.397,0.0267,903,1.04,0.0328,0.195,0.0286,0.113,0.0286,0.195,0.0328,650,1.02,0.0299,0.161,0.0919,0.0221,0.0919,0.161,0.0299,681,1,0.00781,0.439,0.0194,0.0504,0.0194,0.439,0.00781,770,0.983,0.0385,0.155,0.0311,0.0616,0.0311,0.155,0.0385,761,0.965,0.0627,0.202,0.0199,0.217,0.0199,0.202,0.0627,727,0.948,0.0676,0.449,0.0976,0.0527,0.0976,0.449,0.0676,900,0.921,0.0281,0.623,0.0956,0.194,0.0956,0.623,0.0281,952,Nor
'Medial Femur of Normal_29.jpg',1.08,0.0648,0.742,0.0326,0.2,0.0326,0.742,0.0648,782,1.05,0.106,0.459,0.00425,0.0989,0.00425,0.459,0.106,972,1.04,0.0848,0.197,0.0886,0.0331,0.0886,0.197,0.0848,639,1.03,0.0165,0.288,0.0899,0.0557,0.0899,0.288,0.0165,618,1,0.0204,0.333,0.0866,0.268,0.0866,0.333,0.0204,877,0.981,0.0355,0.216,0.0584,0.17,0.0584,0.216,0.0355,726,0.961,0.104,0.212,0.0153,0.0321,0.0153,0.212,0.104,716,0.947,0.0597,0.523,0.0479,0.213,0.0479,0.523,0.0597,960,0.917,0.0453,0.756,0.0321,0.159,0.0321,0.756,0.0453,915,Nor
'Medial Femur of Normal_3.jpg',1.08,0.0902,0.312,0.0252,0.0599,0.0252,0.312,0.0902,885,1.05,0.0136,0.171,0.0224,0.0206,0.0224,0.171,0.0136,970,1.03,0.038,0.023,0.112,0.102,0.112,0.023,0.038,574,1.02,0.0364,0.107,0.0177,0.0772,0.0177,0.107,0.0364,590,1,0.0168,0.125,0.0342,0.17,0.0342,0.125,0.0168,583,0.983,0.0173,0.039,0.104,0.05,0.104,0.039,0.0173,639,0.967,0.007,0.0472,0.0181,0.0738,0.0181,0.0472,0.007,684,0.95,0.0543,0.165,0.0311,0.0654,0.0311,0.165,0.0543,994,0.924,0.0645,0.17,0.0572,0.119,0.0572,0.17,0.0645,1032,Nor
'Medial Femur of Normal_30.jpg',1.05,0.0674,0.591,0.0751,0.272,0.0751,0.591,0.0674,715,1.03,0.119,0.407,0.116,0.239,0.116,0.407,0.119,836,1.03,0.127,0.154,0.0839,0.244,0.0839,0.154,0.127,688,1.02,0.0354,0.301,0.125,0.235,0.125,0.301,0.0354,784,1,0.0287,0.458,0.0574,0.245,0.0574,0.458,0.0287,958,0.987,0.0561,0.264,0.17,0.241,0.17,0.264,0.0561,883,0.975,0.0987,0.192,0.182,0.442,0.182,0.192,0.0987,807,0.967,0.156,0.505,0.189,0.392,0.189,0.505,0.156,835,0.95,0.083,0.818,0.0623,0.0654,0.0623,0.818,0.083,844,Nor
'Medial Femur of Normal_31.jpg',1.06,0.113,0.374,0.229,0.0608,0.229,0.374,0.113,757,1.04,0.0419,0.264,0.0529,0.224,0.0529,0.264,0.0419,855,1.03,0.0436,0.143,0.131,0.18,0.131,0.143,0.0436,731,1.02,0.0213,0.12,0.0741,0.177,0.0741,0.12,0.0213,721,1,0.00288,0.348,0.0883,0.0682,0.0883,0.348,0.00288,781,0.987,0.0369,0.136,0.0581,0.124,0.0581,0.136,0.0369,792,0.971,0.0308,0.128,0.145,0.0313,0.145,0.128,0.0308,849,0.958,0.00804,0.268,0.0909,0.0684,0.0909,0.268,0.00804,851,0.935,0.054,0.538,0.109,0.146,0.109,0.538,0.054,939,Nor
'Medial Femur of Normal_32.jpg',1.05,0.0886,0.404,0.0875,0.5,0.0875,0.404,0.0886,735,1.04,0.106,0.358,0.136,0.0311,0.136,0.358,0.106,823,1.03,0.0643,0.112,0.0716,0.0842,0.0716,0.112,0.0643,724,1.02,0.0332,0.202,0.168,0.158,0.168,0.202,0.0332,712,1,0.0177,0.492,0.07,0.161,0.07,0.492,0.0177,906,0.987,0.0345,0.173,0.0849,0.12,0.0849,0.173,0.0345,897,0.974,0.0628,0.109,0.0392,0.144,0.0392,0.109,0.0628,821,0.964,0.102,0.252,0.0601,0.398,0.0601,0.252,0.102,873,0.947,0.11,0.496,0.0446,0.331,0.0446,0.496,0.11,859,Nor
'Medial Femur of Normal_33.jpg',1.06,0.0276,0.643,0.0992,0.667,0.0992,0.643,0.0276,793,1.04,0.0204,0.463,0.0797,0.544,0.0797,0.463,0.0204,886,1.03,0.0146,0.171,0.172,0.256,0.172,0.171,0.0146,687,1.02,0.0112,0.158,0.136,0.0958,0.136,0.158,0.0112,702,1,0.0173,0.38,0.0916,0.268,0.0916,0.38,0.0173,873,0.984,0.0156,0.185,0.0334,0.2,0.0334,0.185,0.0156,780,0.969,0.016,0.214,0.022,0.0694,0.022,0.214,0.016,840,0.957,0.034,0.471,0.186,0.348,0.186,0.471,0.034,863,0.936,0.00685,0.786,0.111,0.729,0.111,0.786,0.00685,880,Nor
'Medial Femur of Normal_34.jpg',1.06,0.0307,0.811,0.047,0.0661,0.047,0.811,0.0307,765,1.05,0.0677,0.427,0.108,0.245,0.108,0.427,0.0677,910,1.04,0.0811,0.263,0.152,0.0859,0.152,0.263,0.0811,703,1.02,0.0429,0.267,0.104,0.101,0.104,0.267,0.0429,627,1,0.00872,0.459,0.0567,0.132,0.0567,0.459,0.00872,822,0.982,0.027,0.282,0.115,0.0068,0.115,0.282,0.027,835,0.967,0.0702,0.196,0.0474,0.0274,0.0474,0.196,0.0702,836,0.956,0.0861,0.513,0.122,0.019,0.122,0.513,0.0861,908,0.935,0.0286,0.898,0.0784,0.0337,0.0784,0.898,0.0286,888,Nor
'Medial Femur of Normal_35.jpg',1.09,0.112,0.635,0.0726,0.284,0.0726,0.635,0.112,853,1.06,0.0412,0.462,0.0817,0.086,0.0817,0.462,0.0412,948,1.05,0.0538,0.198,0.0688,0.043,0.0688,0.198,0.0538,603,1.03,0.0182,0.189,0.0819,0.0352,0.0819,0.189,0.0182,615,1,0.00661,0.405,0.0149,0.161,0.0149,0.405,0.00661,723,0.978,0.0171,0.196,0.0933,0.0142,0.0933,0.196,0.0171,644,0.956,0.0232,0.213,0.045,0.0376,0.045,0.213,0.0232,701,0.943,0.0279,0.456,0.087,0.271,0.087,0.456,0.0279,911,0.912,0.0836,0.638,0.0528,0.207,0.0528,0.638,0.0836,1008,Nor
'Medial Femur of Normal_36.jpg',1.08,0.069,0.6,0.034,0.25,0.034,0.6,0.069,777,1.05,0.1,0.469,0.0856,0.202,0.0856,0.469,0.1,954,1.04,0.0562,0.193,0.063,0.186,0.063,0.193,0.0562,640,1.02,0.0393,0.209,0.0791,0.134,0.0791,0.209,0.0393,692,1,0.0196,0.455,0.0458,0.261,0.0458,0.455,0.0196,924,0.978,0.0366,0.259,0.0349,0.0916,0.0349,0.259,0.0366,715,0.961,0.0396,0.238,0.0613,0.0222,0.0613,0.238,0.0396,703,0.947,0.0901,0.442,0.0748,0.175,0.0748,0.442,0.0901,933,0.921,0.0576,0.645,0.144,0.214,0.144,0.645,0.0576,924,Nor
'Medial Femur of Normal_37.jpg',1.06,0.0915,0.743,0.124,0.1,0.124,0.743,0.0915,901,1.05,0.0725,0.469,0.0495,0.0729,0.0495,0.469,0.0725,951,1.03,0.0405,0.279,0.0926,0.0861,0.0926,0.279,0.0405,551,1.02,0.0382,0.177,0.0185,0.259,0.0185,0.177,0.0382,508,1,0.0243,0.432,0.0535,0.2,0.0535,0.432,0.0243,755,0.984,0.00628,0.238,0.0714,0.0979,0.0714,0.238,0.00628,608,0.969,0.0747,0.222,0.0956,0.14,0.0956,0.222,0.0747,656,0.958,0.0202,0.458,0.0587,0.0793,0.0587,0.458,0.0202,989,0.936,0.0574,0.776,0.0918,0.0919,0.0918,0.776,0.0574,1043,Nor
'Medial Femur of Normal_38.jpg',1.09,0.128,0.559,0.0693,0.261,0.0693,0.559,0.128,657,1.06,0.0168,0.411,0.082,0.0796,0.082,0.411,0.0168,888,1.05,0.0235,0.224,0.0991,0.00111,0.0991,0.224,0.0235,613,1.03,0.0138,0.325,0.0699,0.0281,0.0699,0.325,0.0138,861,1,0.0123,0.591,0.0348,0.19,0.0348,0.591,0.0123,1156,0.971,0.0117,0.371,0.0468,0.0964,0.0468,0.371,0.0117,921,0.949,0.0319,0.241,0.0792,0.0471,0.0792,0.241,0.0319,826,0.934,0.0205,0.398,0.00706,0.311,0.00706,0.398,0.0205,858,0.909,0.0781,0.807,0.182,0.404,0.182,0.807,0.0781,755,Nor
'Medial Femur of Normal_39.jpg',1.05,0.123,0.489,0.159,0.265,0.159,0.489,0.123,703,1.03,0.0248,0.194,0.0227,0.218,0.0227,0.194,0.0248,805,1.02,0.0235,0.0732,0.0683,0.11,0.0683,0.0732,0.0235,680,1.01,0.0134,0.145,0.0489,0.0529,0.0489,0.145,0.0134,777,1,0.0102,0.387,0.0518,0.161,0.0518,0.387,0.0102,944,0.989,0.0139,0.145,0.0467,0.167,0.0467,0.145,0.0139,949,0.978,0.013,0.118,0.0733,0.144,0.0733,0.118,0.013,836,0.968,0.0487,0.222,0.0503,0.211,0.0503,0.222,0.0487,827,0.953,0.0249,0.543,0.0445,0.00909,0.0445,0.543,0.0249,873,Nor
'Medial Femur of Normal_4.jpg',1.03,0.12,0.287,0.0784,0.011,0.0784,0.287,0.12,675,1.02,0.0224,0.213,0.0268,0.24,0.0268,0.213,0.0224,837,1.02,0.05,0.0658,0.138,0.0217,0.138,0.0658,0.05,639,1.01,0.0151,0.115,0.0241,0.0942,0.0241,0.115,0.0151,789,1,0.0137,0.368,0.0866,0.0451,0.0866,0.368,0.0137,912,0.994,0.0215,0.157,0.0428,0.0748,0.0428,0.157,0.0215,875,0.986,0.0368,0.106,0.114,0.0682,0.114,0.106,0.0368,786,0.981,0.0508,0.207,0.0787,0.0756,0.0787,0.207,0.0508,912,0.971,0.135,0.339,0.0425,0.0403,0.0425,0.339,0.135,887,Nor
'Medial Femur of Normal_40.jpg',1.07,0.0309,0.521,0.147,0.102,0.147,0.521,0.0309,723,1.05,0.0436,0.351,0.0488,0.15,0.0488,0.351,0.0436,863,1.04,0.0307,0.122,0.0344,0.227,0.0344,0.122,0.0307,669,1.02,0.0844,0.224,0.0992,0.0715,0.0992,0.224,0.0844,727,1,0.0185,0.502,0.0693,0.169,0.0693,0.502,0.0185,1104,0.98,0.0263,0.36,0.0959,0.173,0.0959,0.36,0.0263,861,0.966,0.0453,0.2,0.126,0.0167,0.126,0.2,0.0453,805,0.953,0.0472,0.302,0.0237,0.0892,0.0237,0.302,0.0472,815,0.933,0.00664,0.546,0.177,0.0834,0.177,0.546,0.00664,853,Nor
'Medial Femur of Normal_41.jpg',1.08,0.0321,0.427,0.113,0.162,0.113,0.427,0.0321,813,1.05,0.0347,0.254,0.0798,0.044,0.0798,0.254,0.0347,837,1.04,0.0584,0.117,0.0546,0.0308,0.0546,0.117,0.0584,681,1.02,0.0273,0.208,0.0296,0.0528,0.0296,0.208,0.0273,703,1,0.00385,0.282,0.0206,0.0403,0.0206,0.282,0.00385,842,0.982,0.0242,0.216,0.0365,0.0444,0.0365,0.216,0.0242,858,0.964,0.0506,0.151,0.0444,0.159,0.0444,0.151,0.0506,813,0.948,0.0618,0.208,0.0704,0.142,0.0704,0.208,0.0618,873,0.921,0.0667,0.488,0.136,0.07,0.136,0.488,0.0667,889,Nor
'Medial Femur of Normal_42.jpg',1.09,0.0773,0.391,0.173,0.0576,0.173,0.391,0.0773,828,1.06,0.0781,0.244,0.0928,0.0478,0.0928,0.244,0.0781,897,1.04,0.0362,0.102,0.0626,0.0365,0.0626,0.102,0.0362,739,1.02,0.0118,0.117,0.079,0.209,0.079,0.117,0.0118,630,1,0.0118,0.314,0.0333,0.238,0.0333,0.314,0.0118,702,0.981,0.0374,0.103,0.0995,0.0779,0.0995,0.103,0.0374,716,0.961,0.0518,0.105,0.118,0.0756,0.118,0.105,0.0518,789,0.941,0.0274,0.256,0.0442,0.121,0.0442,0.256,0.0274,922,0.909,0.0172,0.419,0.111,0.264,0.111,0.419,0.0172,950,Nor
'Medial Femur of Normal_43.jpg',1.07,0.0649,0.563,0.0655,0.359,0.0655,0.563,0.0649,750,1.05,0.0683,0.398,0.0474,0.119,0.0474,0.398,0.0683,912,1.04,0.0737,0.141,0.0834,0.245,0.0834,0.141,0.0737,652,1.02,0.0317,0.195,0.0415,0.143,0.0415,0.195,0.0317,674,1,0.00893,0.432,0.0574,0.186,0.0574,0.432,0.00893,976,0.982,0.0235,0.167,0.146,0.107,0.146,0.167,0.0235,825,0.962,0.0214,0.224,0.194,0.334,0.194,0.224,0.0214,791,0.95,0.0388,0.462,0.0637,0.187,0.0637,0.462,0.0388,910,0.926,0.0785,0.712,0.227,0.16,0.227,0.712,0.0785,872,Nor
'Medial Femur of Normal_44.jpg',1.07,0.108,0.546,0.198,0.204,0.198,0.546,0.108,666,1.05,0.0655,0.396,0.0434,0.133,0.0434,0.396,0.0655,879,1.04,0.0649,0.222,0.0435,0.0612,0.0435,0.222,0.0649,723,1.02,0.0201,0.25,0.112,0.12,0.112,0.25,0.0201,801,1,0.0246,0.374,0.0843,0.27,0.0843,0.374,0.0246,1043,0.982,0.0102,0.238,0.0353,0.248,0.0353,0.238,0.0102,905,0.961,0.0363,0.193,0.019,0.0445,0.019,0.193,0.0363,860,0.947,0.0462,0.405,0.0563,0.273,0.0563,0.405,0.0462,814,0.925,0.0292,0.673,0.0534,0.226,0.0534,0.673,0.0292,819,Nor
'Medial Femur of Normal_45.jpg',1.05,0.0862,0.556,0.108,0.495,0.108,0.556,0.0862,718,1.04,0.125,0.337,0.252,0.255,0.252,0.337,0.125,825,1.03,0.0813,0.138,0.124,0.0751,0.124,0.138,0.0813,677,1.02,0.0537,0.191,0.0935,0.308,0.0935,0.191,0.0537,744,1,0.0195,0.417,0.0299,0.17,0.0299,0.417,0.0195,882,0.987,0.0478,0.215,0.0452,0.145,0.0452,0.215,0.0478,921,0.975,0.089,0.158,0.139,0.00649,0.139,0.158,0.089,816,0.965,0.0876,0.352,0.0702,0.279,0.0702,0.352,0.0876,853,0.948,0.0901,0.563,0.132,0.595,0.132,0.563,0.0901,917,Nor
'Medial Femur of Normal_46.jpg',1.08,0.0617,0.585,0.0274,0.151,0.0274,0.585,0.0617,834,1.06,0.0335,0.494,0.00389,0.0122,0.00389,0.494,0.0335,944,1.04,0.0957,0.156,0.0682,0.167,0.0682,0.156,0.0957,539,1.02,0.0386,0.233,0.0436,0.0776,0.0436,0.233,0.0386,612,1,0.00622,0.455,0.0431,0.306,0.0431,0.455,0.00622,822,0.979,0.0179,0.283,0.0301,0.208,0.0301,0.283,0.0179,728,0.959,0.0451,0.176,0.15,0.0402,0.15,0.176,0.0451,686,0.945,0.0648,0.469,0.0501,0.0815,0.0501,0.469,0.0648,1018,0.919,0.0444,0.778,0.0413,0.363,0.0413,0.778,0.0444,923,Nor
'Medial Femur of Normal_47.jpg',1.08,0.0791,0.533,0.199,0.0588,0.199,0.533,0.0791,726,1.05,0.0777,0.4,0.0409,0.0642,0.0409,0.4,0.0777,851,1.04,0.0213,0.234,0.112,0.00419,0.112,0.234,0.0213,700,1.02,0.0147,0.25,0.1,0.0889,0.1,0.25,0.0147,724,1,0.00497,0.502,0.0727,0.0618,0.0727,0.502,0.00497,977,0.98,0.0312,0.269,0.0675,0.0875,0.0675,0.269,0.0312,848,0.963,0.0418,0.21,0.0505,0.0806,0.0505,0.21,0.0418,768,0.95,0.0721,0.424,0.0375,0.0358,0.0375,0.424,0.0721,876,0.926,0.0849,0.634,0.108,0.322,0.108,0.634,0.0849,899,Nor
'Medial Femur of Normal_48.jpg',1.08,0.0452,0.544,0.226,0.884,0.226,0.544,0.0452,704,1.06,0.012,0.326,0.0692,0.569,0.0692,0.326,0.012,839,1.05,0.0258,0.117,0.0517,0.24,0.0517,0.117,0.0258,735,1.02,0.0257,0.21,0.0759,0.411,0.0759,0.21,0.0257,840,1,0.0049,0.463,0.0545,0.413,0.0545,0.463,0.0049,1066,0.975,0.011,0.26,0.0638,0.354,0.0638,0.26,0.011,919,0.955,0.0425,0.183,0.0696,0.299,0.0696,0.183,0.0425,795,0.942,0.0394,0.361,0.103,0.487,0.103,0.361,0.0394,832,0.914,0.0963,0.54,0.166,0.298,0.166,0.54,0.0963,798,Nor
'Medial Femur of Normal_49.jpg',1.09,0.103,0.529,0.089,0.0599,0.089,0.529,0.103,790,1.06,0.0674,0.44,0.0518,0.0164,0.0518,0.44,0.0674,907,1.04,0.0706,0.129,0.0484,0.0347,0.0484,0.129,0.0706,594,1.03,0.0297,0.171,0.0865,0.0707,0.0865,0.171,0.0297,665,1,0.0127,0.589,0.0196,0.078,0.0196,0.589,0.0127,938,0.978,0.00947,0.328,0.074,0.0473,0.074,0.328,0.00947,848,0.956,0.0301,0.206,0.0338,0.112,0.0338,0.206,0.0301,739,0.942,0.0365,0.404,0.0948,0.24,0.0948,0.404,0.0365,891,0.913,0.0614,0.634,0.146,0.23,0.146,0.634,0.0614,876,Nor
'Medial Femur of Normal_5.jpg',1.07,0.0933,0.391,0.1,0.0591,0.1,0.391,0.0933,748,1.05,0.0366,0.188,0.0374,0.0944,0.0374,0.188,0.0366,959,1.03,0.0225,0.0856,0.098,0.0311,0.098,0.0856,0.0225,647,1.02,0.0336,0.24,0.0663,0.00571,0.0663,0.24,0.0336,671,1,0.01,0.296,0.0223,0.148,0.0223,0.296,0.01,798,0.986,0.0369,0.247,0.091,0.134,0.091,0.247,0.0369,754,0.97,0.0381,0.114,0.022,0.0888,0.022,0.114,0.0381,735,0.957,0.0555,0.18,0.0592,0.155,0.0592,0.18,0.0555,915,0.934,0.0393,0.342,0.152,0.0139,0.152,0.342,0.0393,935,Nor
'Medial Femur of Normal_50.jpg',1.06,0.0815,0.83,0.0155,0.149,0.0155,0.83,0.0815,844,1.04,0.0861,0.519,0.0574,0.0442,0.0574,0.519,0.0861,887,1.03,0.0497,0.193,0.0844,0.0536,0.0844,0.193,0.0497,662,1.01,0.0458,0.171,0.104,0.0188,0.104,0.171,0.0458,575,1,0.0182,0.412,0.037,0.103,0.037,0.412,0.0182,770,0.989,0.0494,0.105,0.105,0.0967,0.105,0.105,0.0494,662,0.976,0.0787,0.267,0.146,0.243,0.146,0.267,0.0787,763,0.963,0.0669,0.439,0.0978,0.00328,0.0978,0.439,0.0669,904,0.944,0.129,0.74,0.135,0.0854,0.135,0.74,0.129,1007,Nor
'Medial Femur of Normal_51.jpg',1.05,0.068,0.359,0.193,0.12,0.193,0.359,0.068,817,1.03,0.0164,0.173,0.0462,0.154,0.0462,0.173,0.0164,882,1.02,0.0229,0.0833,0.0407,0.239,0.0407,0.0833,0.0229,627,1.01,0.0333,0.133,0.116,0.245,0.116,0.133,0.0333,617,1,0.00796,0.351,0.0266,0.135,0.0266,0.351,0.00796,693,0.991,0.0482,0.201,0.0696,0.124,0.0696,0.201,0.0482,701,0.983,0.0264,0.0726,0.068,0.312,0.068,0.0726,0.0264,752,0.973,0.0372,0.207,0.028,0.218,0.028,0.207,0.0372,1021,0.957,0.0778,0.303,0.0483,0.173,0.0483,0.303,0.0778,979,Nor
'Medial Femur of Normal_52.jpg',1.06,0.134,0.344,0.178,0.227,0.178,0.344,0.134,722,1.04,0.0856,0.169,0.0953,0.215,0.0953,0.169,0.0856,833,1.03,0.0403,0.0506,0.0854,0.257,0.0854,0.0506,0.0403,718,1.02,0.033,0.169,0.141,0.0401,0.141,0.169,0.033,767,1,0.00441,0.394,0.0118,0.34,0.0118,0.394,0.00441,933,0.986,0.00855,0.177,0.0443,0.368,0.0443,0.177,0.00855,1013,0.97,0.0262,0.123,0.193,0.277,0.193,0.123,0.0262,918,0.96,0.0423,0.248,0.0143,0.266,0.0143,0.248,0.0423,803,0.941,0.0645,0.336,0.219,0.57,0.219,0.336,0.0645,799,Nor
'Medial Femur of Normal_53.jpg',1.08,0.0406,0.236,0.108,0.151,0.108,0.236,0.0406,1001,1.05,0.0241,0.0731,0.036,0.108,0.036,0.0731,0.0241,992,1.03,0.036,0.0321,0.0793,0.0182,0.0793,0.0321,0.036,496,1.02,0.0342,0.0913,0.042,0.0599,0.042,0.0913,0.0342,420,1,0.032,0.125,0.0121,0.142,0.0121,0.125,0.032,480,0.985,0.0142,0.109,0.0481,0.149,0.0481,0.109,0.0142,456,0.97,0.0173,0.0609,0.026,0.119,0.026,0.0609,0.0173,565,0.953,0.0498,0.128,0.0225,0.122,0.0225,0.128,0.0498,1059,0.924,0.0535,0.178,0.0435,0.127,0.0435,0.178,0.0535,1156,Nor
