File,RLBP_1,RLBP_2,RLBP_3,RLBP_4,RLBP_5,RLBP_6,RLBP_7,RLBP_8,RLBP_9,RLBP_10,RLBP_11,RLBP_12,RLBP_13,RLBP_14,RLBP_15,RLBP_16,RLBP_17,RLBP_18,RLBP_19,RLBP_20,RLBP_21,RLBP_22,RLBP_23,RLBP_24,RLBP_25,RLBP_26,RLBP_27,RLBP_28,RLBP_29,RLBP_30,RLBP_31,RLBP_32,RLBP_33,RLBP_34,RLBP_35,RLBP_36,RLBP_37,RLBP_38,RLBP_39,RLBP_40,RLBP_41,RLBP_42,RLBP_43,RLBP_44,RLBP_45,RLBP_46,RLBP_47,RLBP_48,RLBP_49,RLBP_50,RLBP_51,RLBP_52,RLBP_53,RLBP_54,RLBP_55,RLBP_56,RLBP_57,RLBP_58,RLBP_59,RLBP_60,RLBP_61,RLBP_62,RLBP_63,RLBP_64,RLBP_65,RLBP_66,RLBP_67,RLBP_68,RLBP_69,RLBP_70,RLBP_71,RLBP_72,RLBP_73,RLBP_74,RLBP_75,RLBP_76,RLBP_77,RLBP_78,RLBP_79,RLBP_80,RLBP_81,RLBP_82,RLBP_83,RLBP_84,RLBP_85,RLBP_86,RLBP_87,RLBP_88,RLBP_89,RLBP_90,RLBP_91,RLBP_92,RLBP_93,RLBP_94,RLBP_95,RLBP_96,RLBP_97,RLBP_98,RLBP_99,RLBP_100,RLBP_101,RLBP_102,RLBP_103,RLBP_104,RLBP_105,RLBP_106,RLBP_107,RLBP_108,RLBP_109,RLBP_110,RLBP_111,RLBP_112,RLBP_113,RLBP_114,RLBP_115,RLBP_116,RLBP_117,RLBP_118,RLBP_119,RLBP_120,RLBP_121,RLBP_122,RLBP_123,RLBP_124,RLBP_125,RLBP_126,RLBP_127,RLBP_128,RLBP_129,RLBP_130,RLBP_131,RLBP_132,RLBP_133,RLBP_134,RLBP_135,RLBP_136,RLBP_137,RLBP_138,RLBP_139,RLBP_140,RLBP_141,RLBP_142,RLBP_143,RLBP_144,RLBP_145,RLBP_146,RLBP_147,RLBP_148,RLBP_149,RLBP_150,RLBP_151,RLBP_152,RLBP_153,RLBP_154,RLBP_155,RLBP_156,RLBP_157,RLBP_158,RLBP_159,RLBP_160,RLBP_161,RLBP_162,RLBP_163,RLBP_164,RLBP_165,RLBP_166,RLBP_167,RLBP_168,RLBP_169,RLBP_170,RLBP_171,RLBP_172,RLBP_173,RLBP_174,RLBP_175,RLBP_176,RLBP_177,RLBP_178,RLBP_179,RLBP_180,RLBP_181,RLBP_182,RLBP_183,RLBP_184,RLBP_185,RLBP_186,RLBP_187,RLBP_188,RLBP_189,RLBP_190,RLBP_191,RLBP_192,RLBP_193,RLBP_194,RLBP_195,RLBP_196,RLBP_197,RLBP_198,RLBP_199,RLBP_200,RLBP_201,RLBP_202,RLBP_203,RLBP_204,RLBP_205,RLBP_206,RLBP_207,RLBP_208,RLBP_209,RLBP_210,RLBP_211,RLBP_212,RLBP_213,RLBP_214,RLBP_215,RLBP_216,RLBP_217,RLBP_218,RLBP_219,RLBP_220,RLBP_221,RLBP_222,RLBP_223,RLBP_224,RLBP_225,RLBP_226,RLBP_227,RLBP_228,RLBP_229,RLBP_230,RLBP_231,RLBP_232,RLBP_233,RLBP_234,RLBP_235,RLBP_236,RLBP_237,RLBP_238,RLBP_239,RLBP_240,RLBP_241,RLBP_242,RLBP_243,RLBP_244,RLBP_245,RLBP_246,RLBP_247,RLBP_248,RLBP_249,RLBP_250,RLBP_251,RLBP_252,RLBP_253,RLBP_254,RLBP_255,RLBP_256,class
Lateral Femur of G2_3.jpg,401,10,171,7,183,0,154,27,92,4,20,1,123,1,266,18,146,3,11,1,31,0,14,0,154,1,18,2,380,1,541,32,120,1,71,7,12,0,41,5,14,0,5,0,11,0,31,5,166,2,47,7,17,0,44,8,295,3,42,5,458,3,567,50,13,2,3,2,7,0,3,0,1,0,0,0,3,0,5,1,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,16,1,4,0,4,0,8,2,9,0,0,1,4,0,10,1,22,2,5,2,3,0,7,0,21,1,4,0,31,1,43,9,3,20,0,24,1,1,0,13,1,3,0,8,0,5,0,11,0,4,0,4,0,0,0,4,0,8,0,4,1,7,0,8,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,2,0,2,0,3,0,1,0,9,33,274,1,366,6,10,2,290,8,34,0,10,9,38,4,219,0,12,0,12,2,0,0,5,4,25,0,16,1,39,4,137,32,398,1,416,3,11,2,194,2,22,0,5,1,26,2,117,11,245,0,224,1,11,1,102,13,215,0,166,10,149,6,588,Grade 2
Lateral Femur of G2_4.jpg,278,4,114,11,135,1,179,18,56,1,10,2,125,1,297,15,116,1,11,1,37,0,15,2,129,0,13,1,436,0,643,21,113,0,69,1,4,0,48,4,11,0,2,0,9,0,25,1,135,2,27,6,9,1,38,4,325,0,30,3,589,2,599,36,2,0,2,0,2,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,11,0,5,0,2,0,5,0,1,1,1,0,1,0,2,0,8,0,5,0,0,0,6,0,18,0,2,0,25,0,34,0,2,14,0,13,0,0,0,13,0,5,0,2,0,2,0,8,0,2,0,2,0,0,0,0,0,0,0,4,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,2,0,1,1,1,0,6,10,326,1,592,2,11,1,296,4,35,0,12,7,19,2,160,1,6,0,12,1,0,0,1,5,23,0,10,5,23,2,122,9,614,0,655,5,10,1,208,1,16,0,8,2,13,2,114,13,281,0,190,1,2,1,68,11,203,0,130,7,110,3,432,Grade 2
Lateral Femur of G2_5.jpg,318,12,108,11,151,0,151,22,75,1,20,1,117,0,341,17,136,6,7,0,38,0,21,5,134,2,14,3,465,1,483,18,110,3,63,3,8,1,39,8,22,0,6,1,10,0,34,3,135,3,42,10,13,0,26,13,317,4,36,7,481,0,591,43,4,0,3,0,4,0,4,1,0,0,0,0,0,0,5,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,5,0,7,1,4,0,12,2,1,0,2,0,3,0,5,1,23,0,8,0,6,1,9,2,14,0,1,1,27,1,40,6,8,22,0,21,1,1,0,14,1,5,0,3,0,2,0,19,0,1,0,1,0,0,0,3,1,5,0,4,1,5,0,15,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,3,0,2,0,0,0,4,0,7,17,303,0,503,1,13,2,250,3,37,0,16,7,26,1,210,2,16,0,21,0,0,0,8,6,23,1,17,5,29,2,128,20,428,2,499,2,13,6,232,2,13,0,7,4,11,1,134,13,269,1,210,1,8,0,86,13,206,0,126,13,129,6,621,Grade 2
Lateral Femur of G2_6.jpg,405,10,129,17,147,0,162,21,98,2,17,1,149,2,297,26,174,4,11,7,24,0,29,6,124,3,15,5,334,3,426,33,138,4,71,2,9,0,49,4,27,0,2,1,32,0,46,7,171,4,41,13,11,0,31,5,297,2,31,14,486,1,565,48,9,0,1,0,3,0,2,1,0,0,0,0,1,0,3,2,2,0,1,0,0,0,0,1,0,0,0,0,1,0,4,2,14,0,4,2,3,0,14,1,1,0,0,1,3,0,9,2,30,1,10,0,2,0,6,0,16,0,5,0,24,0,39,6,3,19,0,15,1,2,0,14,1,3,0,1,1,2,2,22,3,5,0,4,0,0,0,0,1,7,0,0,1,4,1,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,1,2,1,6,0,0,1,3,3,10,30,256,6,402,2,12,0,266,7,41,0,13,4,26,4,221,2,14,0,13,0,1,0,8,3,40,0,21,3,28,2,158,15,397,0,420,2,17,3,222,0,19,0,5,1,25,2,139,13,261,0,231,6,5,1,106,16,225,0,128,9,140,10,623,Grade 2
Lateral Femur of G2_7.jpg,389,10,107,5,151,0,153,19,81,0,19,0,147,1,298,22,155,1,12,3,20,0,12,1,173,1,10,1,434,1,508,27,134,0,56,7,7,0,64,5,10,0,6,0,11,0,22,2,159,3,52,6,12,0,44,6,291,2,30,5,544,1,552,36,10,1,2,1,2,0,2,1,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,4,0,0,0,2,0,2,0,5,0,4,2,2,0,12,0,1,0,0,0,1,0,3,0,18,0,5,0,1,0,6,0,14,0,6,1,23,1,51,7,1,24,0,17,0,1,0,11,2,8,0,1,1,3,0,15,0,3,0,2,0,0,0,0,0,7,0,1,0,5,1,12,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,3,0,4,0,0,0,1,0,1,0,1,0,3,0,1,24,325,2,478,2,9,1,263,11,46,0,21,3,44,2,205,1,18,1,6,0,0,0,5,6,38,0,16,3,45,0,109,23,468,0,493,3,10,0,220,2,15,1,3,0,13,1,137,11,274,0,215,0,2,1,90,18,186,0,137,11,103,5,518,Grade 2
Lateral Femur of G2_8.jpg,678,18,321,16,179,3,143,22,140,2,39,6,119,1,218,26,144,1,15,2,25,1,22,2,118,1,33,3,204,6,239,23,344,3,128,6,29,1,56,9,29,5,7,2,27,1,41,7,158,8,65,9,11,0,51,13,205,3,35,10,214,7,275,48,20,0,4,3,4,0,9,2,8,0,1,0,3,0,4,1,5,1,0,0,0,0,0,1,2,1,0,2,1,0,13,5,22,3,10,1,2,0,9,1,5,1,0,1,4,0,9,3,15,2,11,4,3,0,8,3,29,4,1,4,28,0,39,15,11,27,0,24,3,3,2,25,4,11,0,1,3,10,1,23,4,8,0,3,1,2,1,9,1,9,1,3,0,6,0,18,0,2,0,5,0,0,0,7,0,2,0,0,0,2,0,1,4,7,1,7,0,1,0,6,3,3,0,5,1,8,0,26,32,180,5,242,5,9,8,169,5,46,1,23,4,51,9,201,1,14,0,28,0,0,1,18,6,47,2,30,8,81,7,332,12,222,3,210,2,17,4,167,1,21,0,4,2,36,4,142,24,176,3,162,5,15,4,154,21,189,2,148,26,333,18,900,Grade 2
Lateral Femur of G2_9.jpg,412,20,255,13,167,4,154,29,111,0,25,2,112,2,248,27,144,8,11,3,28,0,17,5,101,0,19,2,315,1,436,29,208,4,115,3,12,0,50,6,22,0,5,0,17,0,24,8,137,3,50,6,18,0,33,6,252,6,39,4,422,3,480,38,20,0,2,2,9,0,3,0,3,1,0,1,1,0,7,1,1,0,0,2,2,0,0,0,1,0,2,1,1,0,4,1,7,0,6,3,5,0,10,3,1,0,0,0,4,0,6,1,19,1,5,1,3,0,11,1,22,0,7,2,26,0,64,7,4,26,2,22,0,5,1,13,0,5,0,0,1,4,0,17,0,1,0,3,0,0,0,2,0,6,0,2,3,9,0,18,1,4,1,4,0,0,0,3,0,0,0,0,0,1,0,2,0,3,0,2,0,2,1,3,2,2,1,3,1,4,0,7,17,218,4,333,5,14,2,252,12,51,1,13,5,40,1,181,3,12,0,14,0,1,0,5,3,47,0,15,6,50,5,195,17,381,0,410,1,17,1,216,0,22,0,6,0,22,0,137,13,232,1,181,2,6,0,119,13,232,0,161,12,230,16,706,Grade 2
Lateral Femur of G3_1.jpg,350,12,152,13,150,1,163,22,96,2,12,3,127,0,272,18,147,5,11,5,36,0,15,6,119,2,9,2,398,0,445,24,129,4,83,4,14,0,52,9,26,0,3,2,17,0,35,5,164,1,39,11,17,0,34,11,285,4,28,11,495,1,592,56,0,0,2,1,4,0,4,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,15,0,8,0,1,0,4,1,1,0,1,0,4,0,8,0,23,1,7,1,6,0,9,1,13,1,4,2,26,0,43,13,1,21,0,20,0,1,0,10,1,4,0,1,0,1,0,13,1,4,0,2,0,0,0,1,2,2,0,2,0,3,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,0,0,0,2,0,1,0,0,0,2,0,0,22,295,1,458,1,17,0,271,11,38,0,30,4,27,1,211,0,9,0,12,0,0,0,4,4,33,1,16,3,37,2,137,21,425,0,510,3,7,1,209,2,17,0,9,1,24,5,162,13,267,1,209,2,5,2,84,17,233,2,144,13,119,4,572,Grade 3
Lateral Femur of G3_10.jpg,493,12,195,11,184,3,155,23,126,2,18,1,153,1,277,22,137,4,17,7,40,0,19,1,132,1,27,7,292,0,407,29,180,1,66,10,12,1,45,10,26,0,1,0,13,0,32,1,167,5,42,14,20,0,34,9,285,4,34,13,410,3,487,48,10,0,2,0,2,0,1,1,1,0,1,0,4,0,5,2,0,0,0,0,2,0,0,0,3,0,1,0,1,0,1,0,16,1,7,1,8,1,9,2,1,0,2,0,5,0,8,0,18,0,6,1,4,0,7,2,18,0,4,0,33,0,48,7,2,28,0,13,1,1,1,25,0,12,0,2,1,4,1,18,0,1,1,3,0,1,0,4,0,9,0,0,0,3,0,19,0,2,0,2,0,0,0,0,0,1,0,1,0,1,0,3,1,5,0,1,0,0,0,1,1,4,0,1,2,8,0,4,41,279,1,321,8,18,4,268,8,43,0,9,13,47,8,227,2,17,1,30,0,0,1,18,5,27,0,24,7,31,1,151,29,328,2,347,3,18,2,202,1,25,0,13,0,16,2,137,11,261,1,216,0,11,1,127,19,239,0,149,14,164,8,642,Grade 3
Lateral Femur of G3_11.jpg,361,9,127,13,142,2,166,20,75,2,17,1,172,2,293,13,139,2,11,2,33,0,11,4,163,1,12,3,460,1,468,30,94,1,64,8,5,0,49,5,19,1,3,1,12,1,37,5,134,4,36,12,21,0,35,6,321,3,25,6,466,3,484,47,8,0,1,1,2,0,3,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,2,0,0,1,1,0,1,0,7,1,5,0,0,0,8,5,2,0,1,0,2,1,8,2,10,1,0,0,1,0,7,0,19,1,5,0,20,0,34,5,3,39,0,34,1,1,0,9,1,4,0,2,0,1,0,11,1,3,0,1,0,1,0,2,0,4,0,1,0,2,0,6,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,3,0,0,0,2,0,3,23,332,2,457,1,16,1,313,6,43,0,14,8,37,3,223,2,11,0,10,0,0,0,6,6,41,0,15,5,18,3,122,25,509,0,505,5,12,1,219,3,14,0,14,1,19,1,95,15,319,0,214,3,4,1,86,18,215,1,156,12,108,7,524,Grade 3
Lateral Femur of G3_12.jpg,434,7,149,13,170,0,171,23,116,1,15,2,154,1,285,38,163,6,16,1,29,1,17,1,145,4,26,8,314,1,394,29,153,1,66,8,12,0,44,7,27,0,1,1,23,1,40,5,174,4,50,15,22,1,35,6,329,11,27,9,360,4,488,60,7,0,2,0,3,0,2,0,1,0,0,0,1,0,6,0,1,0,1,0,0,0,1,0,3,0,0,0,1,0,2,0,8,2,13,1,2,0,13,3,2,0,0,1,5,0,10,3,16,1,7,0,6,0,9,1,24,0,6,1,26,2,52,7,4,27,1,25,0,1,0,15,1,7,0,0,1,3,0,12,1,3,0,4,0,0,0,1,0,11,0,1,0,6,0,15,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,4,0,3,0,1,0,1,0,2,0,3,1,3,0,13,28,290,5,337,8,11,3,260,7,34,0,15,13,39,3,220,5,10,0,15,0,0,2,5,9,50,1,26,6,43,4,154,28,348,3,368,2,13,4,220,2,16,1,11,2,16,0,176,12,281,0,185,0,11,2,117,29,227,1,133,18,152,12,661,Grade 3
Lateral Femur of G3_13.jpg,440,12,154,16,143,0,157,30,102,2,16,1,139,2,293,19,173,2,17,7,29,2,24,2,139,3,21,4,338,1,398,31,140,2,82,4,18,0,58,9,16,1,1,0,26,0,32,4,182,3,46,10,16,0,43,11,310,3,35,3,452,2,502,54,3,1,0,0,6,0,5,1,0,0,2,0,1,0,0,1,0,2,0,0,0,0,0,1,3,0,0,1,1,0,2,0,15,0,5,0,5,0,15,0,2,0,1,0,5,0,7,0,18,0,7,0,4,0,8,0,14,0,10,3,37,1,42,8,3,24,0,18,1,3,1,20,2,6,0,1,0,1,0,16,1,2,0,5,0,0,0,0,1,9,0,1,0,4,0,15,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,1,3,0,2,0,0,0,3,29,279,1,393,6,16,2,294,4,39,1,22,13,35,2,228,3,19,0,13,1,0,0,12,1,44,0,19,4,40,3,134,20,377,0,421,1,16,1,203,5,15,0,7,1,18,0,160,20,234,1,213,1,7,1,112,18,211,0,127,10,149,4,621,Grade 3
Lateral Femur of G3_14.jpg,383,9,151,8,152,0,164,20,105,0,9,0,119,0,282,21,148,2,9,4,28,0,15,1,148,1,14,5,391,0,451,25,142,1,71,3,10,0,66,5,14,0,6,0,18,0,30,0,153,4,50,8,15,1,37,6,270,0,39,4,461,3,559,39,9,0,3,0,2,0,4,0,1,0,0,0,1,0,1,0,3,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,11,0,7,2,5,1,13,0,2,0,1,0,0,0,9,0,19,0,7,2,3,0,11,3,17,0,0,1,26,0,42,8,3,21,0,29,0,0,1,18,2,6,0,6,0,1,0,14,0,4,0,1,0,0,0,2,0,7,0,0,2,6,0,12,0,3,0,1,0,0,0,1,0,2,0,0,0,0,0,1,0,3,0,1,0,0,0,1,1,0,0,0,1,2,0,5,25,311,3,422,2,14,0,294,4,46,0,10,6,36,1,215,1,16,0,14,0,1,0,6,6,42,0,18,6,32,3,133,29,400,2,437,1,10,2,234,2,19,0,6,0,16,3,160,16,286,0,228,0,6,0,87,24,205,0,156,9,144,5,590,Grade 3
Lateral Femur of G3_15.jpg,281,1,84,3,140,0,155,22,74,0,16,0,135,0,305,21,133,2,10,3,20,0,13,2,157,2,13,1,466,0,553,29,102,0,58,5,16,1,41,2,16,0,2,0,11,0,31,4,145,1,38,16,15,0,33,8,326,3,32,7,516,2,579,40,8,0,1,0,4,0,0,1,0,0,0,0,1,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,11,0,1,2,5,0,11,0,2,0,0,0,3,1,3,2,11,0,6,3,3,0,6,1,18,0,1,0,23,0,28,7,5,17,1,16,0,1,1,21,1,4,0,1,0,2,0,19,0,2,0,1,0,1,0,2,1,9,0,0,0,3,0,12,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,3,27,324,0,479,1,17,3,307,5,45,0,15,7,34,3,228,0,15,0,9,0,0,0,6,7,18,1,18,5,26,0,113,25,469,0,573,1,7,1,245,3,11,0,7,0,11,1,121,13,315,0,220,2,9,2,97,11,206,0,129,10,103,4,498,Grade 3
Lateral Femur of G3_16.jpg,293,10,114,12,155,1,142,18,73,0,11,1,137,0,301,13,126,3,7,3,23,0,16,3,112,0,15,0,446,2,538,34,126,3,51,4,8,0,37,9,15,0,3,0,8,0,35,7,146,1,37,7,16,0,23,8,317,3,31,7,514,1,533,42,5,0,2,1,4,0,8,0,0,0,0,0,2,1,4,2,2,0,0,0,0,0,1,0,2,0,0,0,2,0,5,1,4,0,6,0,2,0,9,1,0,0,0,0,3,0,6,2,17,0,2,1,6,0,4,1,13,1,3,1,31,1,39,4,1,24,0,29,1,2,0,15,0,5,0,1,0,2,0,12,0,1,0,1,0,0,1,2,2,5,0,5,0,4,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,1,0,0,0,2,0,9,15,336,2,509,3,13,3,312,5,47,0,11,3,25,1,177,3,13,0,9,0,0,0,4,3,32,0,15,5,24,3,94,18,518,0,574,3,14,1,240,3,15,0,4,0,14,0,134,17,296,0,240,3,6,0,79,18,214,1,129,13,111,4,524,Grade 3
Lateral Femur of G3_17.jpg,451,14,159,11,163,2,164,23,109,0,11,2,157,1,282,19,151,5,19,3,33,1,16,0,138,3,14,3,348,2,427,28,162,2,66,5,10,0,49,9,21,0,3,0,15,0,35,6,158,7,41,12,13,0,39,9,256,5,32,9,406,3,441,40,7,1,1,3,2,0,3,1,1,0,0,0,2,0,6,0,1,0,0,1,0,0,1,0,0,1,0,0,2,0,1,0,8,1,5,1,5,1,9,2,3,0,1,0,2,0,3,1,23,0,6,2,1,0,7,1,21,1,3,0,25,1,52,7,2,30,0,15,2,6,0,13,0,9,0,1,0,7,2,18,0,4,0,3,0,0,0,1,2,8,0,1,1,5,0,15,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,3,0,3,0,0,0,3,0,5,0,0,0,7,0,8,23,304,5,445,2,17,6,267,9,30,0,18,4,47,1,201,2,13,0,13,0,0,1,10,9,28,0,21,8,29,3,144,37,402,3,405,0,18,2,198,0,15,0,9,4,27,2,149,14,269,4,191,0,12,1,106,23,243,1,157,16,174,5,635,Grade 3
Lateral Femur of G3_18.jpg,230,7,124,7,134,0,150,21,56,1,11,3,133,1,270,25,135,2,6,2,34,1,10,2,128,2,8,4,484,1,626,30,106,1,55,3,11,0,34,5,15,0,0,2,6,0,24,2,161,3,31,7,16,0,27,2,302,2,29,4,604,2,567,33,7,0,1,1,3,0,1,2,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,3,0,3,0,6,1,1,0,2,0,2,0,8,1,22,0,5,0,6,0,4,1,19,1,4,2,22,0,41,5,1,9,0,14,0,1,0,8,2,3,0,2,1,3,0,10,0,3,0,2,0,0,0,0,0,3,0,0,0,3,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,1,0,1,0,5,15,335,0,585,1,12,5,302,4,37,0,12,3,13,1,214,0,7,0,9,0,0,0,4,0,28,0,9,3,25,0,116,14,559,0,590,0,9,1,224,3,16,0,9,0,12,2,133,9,310,0,217,0,3,1,76,11,194,1,119,14,103,7,445,Grade 3
Lateral Femur of G3_19.jpg,287,6,129,10,159,0,152,25,75,0,15,1,118,1,299,17,136,4,8,2,38,1,26,4,124,4,10,1,417,2,499,26,112,2,78,6,9,0,44,7,11,0,1,2,17,0,28,3,137,4,40,7,25,0,30,12,302,5,40,7,515,2,604,52,5,0,0,2,8,0,4,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,2,1,1,0,0,2,0,1,0,6,1,3,0,6,1,12,1,3,0,2,0,2,0,8,3,27,0,9,1,6,0,12,0,20,0,4,0,24,2,38,5,2,13,0,15,0,4,0,13,1,10,0,1,0,2,0,16,0,4,0,1,0,0,0,1,0,4,0,1,0,2,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,2,0,0,2,1,4,0,1,26,242,2,459,1,11,2,300,4,38,0,12,9,31,0,210,1,13,1,12,0,0,0,4,2,23,0,14,5,27,2,146,24,443,0,550,1,8,6,251,1,12,0,6,2,16,2,111,10,284,1,235,0,2,2,92,10,207,2,150,14,120,6,592,Grade 3
Lateral Femur of G3_2.jpg,276,6,131,6,133,1,137,17,71,0,16,1,116,1,303,16,122,5,6,2,37,0,14,3,126,3,10,2,407,1,589,26,150,2,93,2,5,1,41,6,22,0,2,2,13,0,47,3,144,6,35,12,20,0,26,8,306,2,38,5,558,2,635,47,7,0,0,1,5,0,1,0,0,0,0,0,3,0,2,0,2,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,11,1,2,0,4,1,6,0,3,0,0,0,1,0,5,1,14,0,4,0,4,0,5,0,21,0,2,1,37,0,51,2,5,15,0,14,0,2,0,7,1,1,0,0,0,1,0,12,0,3,0,1,0,0,0,1,0,7,0,2,0,5,0,13,1,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,3,0,1,0,3,0,4,14,240,1,478,4,12,3,291,5,31,0,20,4,23,1,183,2,10,0,11,0,0,0,2,6,40,0,17,5,39,2,133,25,465,0,516,2,12,0,228,3,15,0,7,1,17,1,134,15,265,0,227,0,6,0,82,12,213,0,117,14,131,5,580,Grade 3
Lateral Femur of G3_20.jpg,323,7,142,15,145,2,157,19,83,0,11,1,122,0,306,21,133,5,7,3,31,0,19,0,120,1,11,4,423,1,566,27,128,1,73,1,10,0,46,5,15,1,2,0,11,1,29,4,172,1,50,3,16,0,18,3,312,1,39,3,509,1,564,40,4,0,1,0,2,0,1,0,2,0,0,0,1,0,3,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,7,0,5,1,8,0,7,0,1,0,0,0,3,0,3,1,15,1,8,2,1,0,4,0,15,0,2,0,22,0,46,1,4,16,0,18,0,2,0,17,0,3,0,2,1,4,0,11,0,2,0,0,0,0,0,0,0,13,0,0,0,6,0,10,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,3,1,0,0,0,0,1,0,3,0,0,0,4,20,295,0,480,3,16,1,280,6,35,1,14,9,29,2,229,1,11,0,12,1,0,0,3,1,34,0,15,4,25,0,134,13,546,0,538,2,7,1,203,4,12,0,6,2,21,1,141,10,266,0,208,0,8,2,81,18,194,3,150,14,131,2,490,Grade 3
Lateral Femur of G3_21.jpg,504,16,145,9,169,1,165,26,148,1,28,4,156,0,299,27,157,2,16,2,28,0,18,0,167,4,25,8,307,2,361,30,161,6,51,4,13,1,48,14,21,0,4,0,30,0,34,4,160,2,51,15,16,1,50,7,289,3,27,7,337,1,405,43,6,1,6,1,1,0,7,1,0,0,0,1,1,0,2,0,3,1,1,0,0,0,0,0,3,0,1,0,0,0,4,1,12,0,4,0,5,0,11,1,4,0,0,1,2,0,9,3,28,1,8,2,1,0,5,2,16,0,7,2,25,2,56,5,4,37,3,22,2,3,0,15,0,8,0,3,0,7,1,30,1,5,0,3,0,0,0,2,0,4,1,4,2,6,1,23,0,3,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,9,0,2,0,1,1,2,0,0,2,0,1,1,0,9,33,294,2,345,8,13,3,263,8,41,1,13,7,44,4,198,7,16,0,27,2,0,1,8,4,31,0,23,10,42,5,161,32,327,0,347,2,15,0,207,3,27,0,11,4,16,0,153,17,262,1,206,3,10,2,116,26,252,1,152,15,183,13,678,Grade 3
Lateral Femur of G3_22.jpg,303,9,132,12,134,2,120,25,71,1,22,1,145,1,311,25,152,4,12,2,21,0,22,5,146,3,14,4,441,0,482,31,111,1,62,3,12,0,39,17,26,0,2,0,17,0,46,1,139,1,33,6,21,1,37,11,312,3,37,8,507,1,580,52,3,0,1,0,5,0,7,1,0,0,1,0,2,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,11,1,7,2,4,0,8,3,3,0,2,0,2,0,7,1,23,1,5,3,4,0,9,2,26,1,4,0,21,0,43,7,5,16,0,24,0,0,0,9,0,3,0,5,0,1,0,12,0,1,0,2,0,0,0,0,1,7,0,3,0,5,0,19,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,1,2,2,0,1,1,1,0,8,20,286,2,419,4,9,1,243,6,39,2,17,9,28,1,206,1,9,0,14,1,2,0,2,2,39,1,16,5,33,2,127,21,422,0,469,3,14,1,225,1,13,0,9,3,19,3,149,11,257,1,238,2,8,1,83,16,221,0,146,12,159,5,640,Grade 3
