@relation 'LBP_hf Femur Medial ROI '

@attribute File {'Medial Femur of Normal_1.jpg','Medial Femur of Normal_10.jpg','Medial Femur of Normal_11.jpg','Medial Femur of Normal_12.jpg','Medial Femur of Normal_13.jpg','Medial Femur of Normal_14.jpg','Medial Femur of Normal_15.jpg','Medial Femur of Normal_16.jpg','Medial Femur of Normal_17.jpg','Medial Femur of Normal_18.jpg','Medial Femur of Normal_19.jpg','Medial Femur of Normal_2.jpg','Medial Femur of Normal_20.jpg','Medial Femur of Normal_21.jpg','Medial Femur of Normal_22.jpg','Medial Femur of Normal_23.jpg','Medial Femur of Normal_24.jpg','Medial Femur of Normal_25.jpg','Medial Femur of Normal_26.jpg','Medial Femur of Normal_27.jpg','Medial Femur of Normal_28.jpg','Medial Femur of Normal_29.jpg','Medial Femur of Normal_3.jpg','Medial Femur of Normal_30.jpg','Medial Femur of Normal_31.jpg','Medial Femur of Normal_32.jpg','Medial Femur of Normal_33.jpg','Medial Femur of Normal_34.jpg','Medial Femur of Normal_35.jpg','Medial Femur of Normal_36.jpg','Medial Femur of Normal_37.jpg','Medial Femur of Normal_38.jpg','Medial Femur of Normal_39.jpg','Medial Femur of Normal_4.jpg','Medial Femur of Normal_40.jpg','Medial Femur of Normal_41.jpg','Medial Femur of Normal_42.jpg','Medial Femur of Normal_43.jpg','Medial Femur of Normal_44.jpg','Medial Femur of Normal_45.jpg','Medial Femur of Normal_46.jpg','Medial Femur of Normal_47.jpg','Medial Femur of Normal_48.jpg','Medial Femur of Normal_49.jpg','Medial Femur of Normal_5.jpg','Medial Femur of Normal_50.jpg','Medial Femur of Normal_51.jpg','Medial Femur of Normal_52.jpg','Medial Femur of Normal_53.jpg','Medial Femur of Normal_54.jpg','Medial Femur of Normal_55.jpg','Medial Femur of Normal_56.jpg','Medial Femur of Normal_57.jpg','Medial Femur of Normal_58.jpg','Medial Femur of Normal_59.jpg','Medial Femur of Normal_6.jpg','Medial Femur of Normal_60.jpg','Medial Femur of Normal_61.jpg','Medial Femur of Normal_62.jpg','Medial Femur of Normal_63.jpg','Medial Femur of Normal_7.jpg','Medial Femur of Normal_8.jpg','Medial Femur of Normal_9.jpg','Medial Femur of OA_1.jpg','Medial Femur of OA_10.jpg','Medial Femur of OA_11.jpg','Medial Femur of OA_12.jpg','Medial Femur of OA_13.jpg','Medial Femur of OA_14.jpg','Medial Femur of OA_15.jpg','Medial Femur of OA_16.jpg','Medial Femur of OA_17.jpg','Medial Femur of OA_18.jpg','Medial Femur of OA_19.jpg','Medial Femur of OA_2.jpg','Medial Femur of OA_20.jpg','Medial Femur of OA_21.jpg','Medial Femur of OA_22.jpg','Medial Femur of OA_23.jpg','Medial Femur of OA_24.jpg','Medial Femur of OA_25.jpg','Medial Femur of OA_26.jpg','Medial Femur of OA_27.jpg','Medial Femur of OA_28.jpg','Medial Femur of OA_29.jpg','Medial Femur of OA_3.jpg','Medial Femur of OA_30.jpg','Medial Femur of OA_31.jpg','Medial Femur of OA_32.jpg','Medial Femur of OA_33.jpg','Medial Femur of OA_34.jpg','Medial Femur of OA_35.jpg','Medial Femur of OA_36.jpg','Medial Femur of OA_37.jpg','Medial Femur of OA_38.jpg','Medial Femur of OA_39.jpg','Medial Femur of OA_4.jpg','Medial Femur of OA_40.jpg','Medial Femur of OA_41.jpg','Medial Femur of OA_42.jpg','Medial Femur of OA_43.jpg','Medial Femur of OA_44.jpg','Medial Femur of OA_45.jpg','Medial Femur of OA_46.jpg','Medial Femur of OA_47.jpg','Medial Femur of OA_48.jpg','Medial Femur of OA_49.jpg','Medial Femur of OA_5.jpg','Medial Femur of OA_50.jpg','Medial Femur of OA_51.jpg','Medial Femur of OA_52.jpg','Medial Femur of OA_53.jpg','Medial Femur of OA_54.jpg','Medial Femur of OA_55.jpg','Medial Femur of OA_56.jpg','Medial Femur of OA_57.jpg','Medial Femur of OA_58.jpg','Medial Femur of OA_59.jpg','Medial Femur of OA_6.jpg','Medial Femur of OA_60.jpg','Medial Femur of OA_61.jpg','Medial Femur of OA_62.jpg','Medial Femur of OA_63.jpg','Medial Femur of OA_64.jpg','Medial Femur of OA_65.jpg','Medial Femur of OA_66.jpg','Medial Femur of OA_67.jpg','Medial Femur of OA_68.jpg','Medial Femur of OA_7.jpg','Medial Femur of OA_8.jpg','Medial Femur of OA_9.jpg'}
@attribute LBP_hf_1 numeric
@attribute LBP_hf_2 numeric
@attribute LBP_hf_3 numeric
@attribute LBP_hf_4 numeric
@attribute LBP_hf_5 numeric
@attribute LBP_hf_6 numeric
@attribute LBP_hf_7 numeric
@attribute LBP_hf_8 numeric
@attribute LBP_hf_9 numeric
@attribute LBP_hf_10 numeric
@attribute LBP_hf_11 numeric
@attribute LBP_hf_12 numeric
@attribute LBP_hf_13 numeric
@attribute LBP_hf_14 numeric
@attribute LBP_hf_15 numeric
@attribute LBP_hf_16 numeric
@attribute LBP_hf_17 numeric
@attribute LBP_hf_18 numeric
@attribute LBP_hf_19 numeric
@attribute LBP_hf_20 numeric
@attribute LBP_hf_21 numeric
@attribute LBP_hf_22 numeric
@attribute LBP_hf_23 numeric
@attribute LBP_hf_24 numeric
@attribute LBP_hf_25 numeric
@attribute LBP_hf_26 numeric
@attribute LBP_hf_27 numeric
@attribute LBP_hf_28 numeric
@attribute LBP_hf_29 numeric
@attribute LBP_hf_30 numeric
@attribute LBP_hf_31 numeric
@attribute LBP_hf_32 numeric
@attribute LBP_hf_33 numeric
@attribute LBP_hf_34 numeric
@attribute LBP_hf_35 numeric
@attribute LBP_hf_36 numeric
@attribute LBP_hf_37 numeric
@attribute LBP_hf_38 numeric
@attribute class {Nor,OA}

@data
'Medial Femur of Normal_46.jpg',0.0822,0.00247,0.0443,0.00159,0.0757,0.0647,0.000271,0.00711,0.00273,0.00694,0.123,0.00468,0.0304,0.00668,0.0244,0.204,0.0154,0.0981,0.00886,0.00326,0.156,0.0075,0.0455,0.00553,0.0133,0.091,0.0025,0.0129,0.00322,0.000612,0.0789,0.00265,0.043,0.00283,0.0585,0.0441,0.057,0.0982,Nor
'Medial Femur of Normal_47.jpg',0.0732,0.00145,0.0273,0.000533,0.0638,0.0648,0.00311,0.00867,0.000836,0.000714,0.136,0.00576,0.0279,0.00328,0.0306,0.212,0.0149,0.0887,0.00669,0.0256,0.166,0.00944,0.0446,0.00191,0.017,0.0921,0.00304,0.00939,0.00367,0.00357,0.0669,0.00352,0.0226,0.00383,0.0469,0.0379,0.059,0.0913,Nor
'Medial Femur of Normal_48.jpg',0.0647,0.00215,0.0219,0.00358,0.0577,0.071,0.00521,0.00733,0.00194,0.00551,0.143,0.0121,0.027,0.00503,0.0258,0.222,0.0106,0.0854,0.00375,0.00918,0.17,0.00889,0.045,0.00232,0.0154,0.0927,0.00733,0.0107,0.00223,0.000306,0.0642,0.00328,0.0184,0.00429,0.0464,0.0368,0.051,0.0845,Nor
'Medial Femur of Normal_49.jpg',0.0777,0.00087,0.0374,0.0013,0.0688,0.0663,0.00367,0.00575,0.0065,0.000204,0.13,0.00423,0.029,0.00509,0.0264,0.211,0.0151,0.101,0.00608,0.0431,0.168,0.0111,0.0499,0.00413,0.0233,0.0943,0.00154,0.0157,0.00163,0.0051,0.0695,0.0033,0.029,0.00341,0.0479,0.0387,0.0536,0.0901,Nor
'Medial Femur of Normal_5.jpg',0.0926,0.00256,0.0503,0.00119,0.0827,0.0665,0.00357,0.00751,0.00137,0.000202,0.115,0.0107,0.018,0.00295,0.0366,0.165,0.0132,0.0579,0.00884,0.00141,0.135,0.0123,0.0326,0.00137,0.0143,0.0928,0.00216,0.0115,0.00195,0.00434,0.0917,0.00401,0.0426,0.00302,0.0626,0.0494,0.073,0.12,Nor
'Medial Femur of Normal_50.jpg',0.0727,0.00391,0.025,0.00342,0.0683,0.0672,0.00339,0.00984,0.0035,0.00173,0.135,0.00581,0.0146,0.0013,0.0442,0.181,0.0194,0.0604,0.00959,0.0355,0.167,0.0126,0.0275,0.00364,0.021,0.0972,0.00336,0.011,0.00144,0.000306,0.0737,0.000871,0.0236,0.00162,0.0482,0.0393,0.0637,0.103,Nor
'Medial Femur of Normal_51.jpg',0.0866,0.00268,0.0331,0.00308,0.0815,0.0622,0.0036,0.00985,0.000584,0.00102,0.121,0.00292,0.0152,0.00187,0.0539,0.156,0.00554,0.0441,0.00648,0.00367,0.142,0.00183,0.0286,0.00385,0.0193,0.0957,0.00752,0.00434,0.00297,0.000204,0.0937,0.00408,0.0403,0.00498,0.058,0.0458,0.0778,0.118,Nor
'Medial Femur of Normal_52.jpg',0.0643,0.00328,0.00318,0.00302,0.0584,0.0664,0.00221,0.0055,0.00182,0.000714,0.138,0.00532,0.021,0.00209,0.0401,0.199,0.0148,0.0462,0.00472,0.00418,0.18,0.0113,0.0312,0.00449,0.0262,0.103,0.00368,0.00641,0.00233,0.0049,0.0613,0.00095,0.0031,0.00179,0.037,0.0371,0.0542,0.0958,Nor
'Medial Femur of Normal_53.jpg',0.108,0.00356,0.0602,0.00401,0.0964,0.0652,0.00151,0.0109,0.00116,0.00133,0.096,0.00175,0.0103,0.00356,0.0268,0.107,0.00338,0.0307,0.00278,0.00214,0.106,0.00363,0.015,0.00206,0.00326,0.0914,0.00341,0.012,0.0058,0.00224,0.112,0.00187,0.0553,0.00122,0.0777,0.0689,0.091,0.155,Nor
'Medial Femur of Normal_54.jpg',0.0662,0.0032,0.00443,0.00348,0.0589,0.0683,0.00832,0.0074,0.00618,0.00133,0.14,0.00855,0.0244,0.00663,0.0454,0.205,0.0274,0.0647,0.00848,0.0348,0.176,0.0179,0.0339,0.00493,0.0186,0.0988,0.00604,0.00837,0.00258,0.00694,0.0639,0.00573,0.00215,0.00438,0.038,0.0337,0.0579,0.0906,Nor
'Medial Femur of Normal_55.jpg',0.0882,0.0037,0.0308,0.00568,0.0771,0.0745,0.00151,0.006,0.00458,0.00224,0.132,0.00394,0.00731,0.00309,0.0475,0.136,0.00664,0.00665,0.00421,0.00898,0.139,0.0042,0.00417,0.00145,0.00847,0.0938,0.00289,0.0101,0.00196,0.00275,0.0873,0.00423,0.0294,0.00281,0.062,0.0491,0.079,0.121,Nor
'Medial Femur of Normal_56.jpg',0.101,0.00421,0.0571,0.0054,0.0933,0.0599,0.000988,0.00889,0.00291,0.00214,0.109,0.00682,0.017,0.00263,0.0353,0.155,0.00724,0.061,0.0043,0.00612,0.13,0.0106,0.0316,0.00074,0.0148,0.0972,0.00108,0.0122,0.00285,0.00214,0.0948,0.00103,0.0487,0.00219,0.0658,0.0478,0.0794,0.126,Nor
'Medial Femur of Normal_57.jpg',0.114,0.00309,0.056,0.0024,0.102,0.0675,0.00349,0.00392,0.0049,0.00265,0.0883,0.00147,0.00634,0.00151,0.0325,0.101,0.000605,0.0284,0.0026,0.00163,0.0992,0.00851,0.0151,0.0012,0.00265,0.0866,0.00209,0.0112,0.000679,0.00153,0.111,0.00039,0.0484,0.00419,0.083,0.0743,0.0945,0.164,Nor
'Medial Femur of Normal_58.jpg',0.0796,0.00134,0.0406,0.00155,0.0698,0.0619,0.0026,0.00527,0.00487,0.000918,0.129,0.00723,0.0259,0.00356,0.0177,0.217,0.016,0.0901,0.00593,0.011,0.164,0.00907,0.0349,0.00306,0.0141,0.0904,0.00529,0.012,0.00118,0.00102,0.0697,0.00064,0.0315,0.000726,0.0503,0.0412,0.0538,0.0938,Nor
'Medial Femur of Normal_59.jpg',0.0899,0.00386,0.0224,0.00365,0.086,0.0554,0.0018,0.00426,0.00157,0.000918,0.126,0.00449,0.00839,0.00449,0.0663,0.137,0.000816,0.029,0.00714,0.00612,0.15,0.00318,0.0297,0.00207,0.0348,0.107,0.00488,0.0033,0.00384,0.00102,0.0875,0.00424,0.0236,0.00335,0.0457,0.0397,0.0845,0.122,Nor
'Medial Femur of Normal_6.jpg',0.0707,0.00288,0.0183,0.00261,0.0679,0.0615,0.00418,0.00671,0.0016,0.000918,0.135,0.00657,0.0104,0.00545,0.0574,0.186,0.00323,0.0474,0.0049,0.0132,0.165,0.0032,0.0225,0.0021,0.0244,0.106,0.0048,0.00561,0.00189,0.00122,0.0713,0.00173,0.0171,0.00168,0.0376,0.036,0.0641,0.104,Nor
'Medial Femur of Normal_60.jpg',0.0761,0.0025,0.0214,0.00305,0.07,0.0668,0.00254,0.0115,0.00143,0.00235,0.14,0.00888,0.0118,0.00296,0.0407,0.164,0.0125,0.0193,0.00366,0.000204,0.154,0.003,0.0149,0.00259,0.0173,0.104,0.00853,0.0111,0.000197,0.00388,0.0756,0.000686,0.0178,0.00239,0.0497,0.0413,0.068,0.11,Nor
'Medial Femur of Normal_61.jpg',0.0743,0.00126,0.0119,0.00126,0.0637,0.0712,0.00519,0.00449,0.00147,0.000204,0.131,0.00266,0.0172,0.00102,0.0414,0.175,0.00811,0.0495,0.00113,0.0139,0.167,0.00811,0.0279,0.00538,0.0181,0.0995,0.00269,0.00765,0.000403,0.00622,0.0689,0.00282,0.00971,0.000726,0.047,0.0408,0.0663,0.107,Nor
'Medial Femur of Normal_62.jpg',0.0748,0.00076,0.0413,0.000633,0.0711,0.0595,0.00257,0.00948,0.00038,0.000102,0.124,0.00476,0.0285,0.00321,0.0275,0.224,0.00409,0.101,0.00442,0.0133,0.174,0.00524,0.0497,0.00294,0.0375,0.0901,0.000926,0.0167,0.00552,0.00357,0.0705,0.00176,0.0315,0.00199,0.0497,0.0325,0.0551,0.0947,Nor
'Medial Femur of Normal_63.jpg',0.0734,0.00364,0.0253,0.00446,0.067,0.068,0.00125,0.000777,0.00306,0.00326,0.136,0.00727,0.0192,0.00246,0.0357,0.174,0.0156,0.0564,0.00687,0.00643,0.166,0.00444,0.0332,0.00865,0.022,0.0984,0.00713,0.0101,0.000698,0.000408,0.0758,0.00196,0.0208,0.00152,0.0452,0.0412,0.0627,0.104,Nor
'Medial Femur of Normal_7.jpg',0.0839,0.00197,0.0407,0.00281,0.0767,0.0682,0.00553,0.01,0.00109,0.000204,0.124,0.00907,0.0303,0.00165,0.023,0.191,0.0164,0.0955,0.00639,0.0281,0.152,0.0109,0.048,0.00295,0.0239,0.0905,0.00476,0.0123,0.00336,0.00194,0.0815,0.00342,0.0427,0.00319,0.0617,0.0417,0.0618,0.105,Nor
'Medial Femur of Normal_8.jpg',0.0799,0.0018,0.0284,0.00109,0.0732,0.0631,0.00184,0.00555,0.00149,0.00306,0.134,0.00441,0.016,0.00151,0.0419,0.175,0.00932,0.058,0.0056,0.0135,0.165,0.00717,0.0279,0.00385,0.02,0.102,0.00456,0.0104,0.000293,0.00214,0.0739,0.000419,0.0244,0.00143,0.048,0.0415,0.0636,0.102,Nor
'Medial Femur of Normal_9.jpg',0.0793,0.00234,0.00684,0.00116,0.0711,0.0655,0.00362,0.00188,0.00272,0.00306,0.126,0.0042,0.0132,0.00221,0.0575,0.157,0.00681,0.0334,0.00729,0.0101,0.158,0.002,0.0239,0.00134,0.0141,0.104,0.00238,0.00401,0.00252,0.00224,0.078,0.00253,0.00375,0.00195,0.0453,0.0407,0.0736,0.118,Nor
'Medial Femur of OA_1.jpg',0.0758,0.00116,0.0297,0.000765,0.0664,0.0669,0.00352,0.00338,0.00318,0.00224,0.137,0.00966,0.0188,0.005,0.0285,0.19,0.0128,0.0641,0.00401,0.027,0.162,0.00395,0.0326,0.00104,0.0135,0.0976,0.00304,0.0114,0.00437,0.00541,0.0706,0.00287,0.0255,0.00231,0.0486,0.0437,0.0574,0.0992,OA
'Medial Femur of OA_10.jpg',0.0631,0.00375,0.0262,0.00302,0.0604,0.0566,0.00238,0.0059,0.000616,0.00051,0.14,0.00605,0.0164,0.00397,0.0543,0.219,0.0122,0.0985,0.0129,0.0363,0.174,0.00799,0.0512,0.0012,0.0471,0.0936,0.00508,0.00951,0.00191,0.00275,0.0698,0.00326,0.0306,0.00528,0.0375,0.0278,0.065,0.0912,OA
'Medial Femur of OA_11.jpg',0.0824,0.000769,0.0383,0.00102,0.072,0.072,0.00384,0.00695,0.00327,0.00143,0.134,0.00865,0.0312,0.00258,0.0177,0.184,0.00473,0.0803,0.00476,0.0123,0.146,0.00626,0.0412,0.00155,0.0142,0.0918,0.00226,0.0103,0.000797,0.000408,0.0747,0.0005,0.0349,0.00209,0.0547,0.0443,0.0629,0.109,OA
'Medial Femur of OA_12.jpg',0.0674,0.000873,0.0273,0.000683,0.0603,0.0632,0.00306,0.00614,0.00132,0.00194,0.141,0.00142,0.0264,0.00275,0.0289,0.221,0.00744,0.0965,0.00467,0.0153,0.171,0.00435,0.049,0.00254,0.0225,0.0932,0.00221,0.00701,0.00332,0.00235,0.0643,0.00113,0.0266,0.000313,0.0418,0.0366,0.0538,0.0884,OA
'Medial Femur of OA_13.jpg',0.0686,0.00248,0.0189,0.00269,0.0631,0.0584,0.00602,0.00278,0.00153,0.00571,0.14,0.0134,0.0196,0.00555,0.0484,0.209,0.0174,0.0727,0.00783,0.017,0.178,0.013,0.0355,0.00314,0.0264,0.0975,0.00584,0.0058,0.00125,0.000204,0.069,0.0022,0.0166,0.0025,0.0392,0.0311,0.0576,0.0905,OA
'Medial Femur of OA_14.jpg',0.0685,0.00075,0.029,0.000957,0.0585,0.075,0.00479,0.00702,0.00455,0.00133,0.144,0.00869,0.021,0.00508,0.0275,0.203,0.00668,0.0689,0.0113,0.0048,0.165,0.00755,0.0305,0.000759,0.00418,0.0905,0.00185,0.00824,0.00262,0.00398,0.0658,0.00261,0.0274,0.00311,0.0466,0.0399,0.0552,0.0925,OA
'Medial Femur of OA_15.jpg',0.085,0.00139,0.0374,0.00328,0.0748,0.0632,0.00169,0.0101,0.00113,0.00194,0.13,0.00126,0.0323,0.00283,0.0196,0.204,0.0122,0.0978,0.0142,0.00367,0.156,0.00871,0.046,0.00722,0.0162,0.09,0.00104,0.0126,0.00181,0.000408,0.0734,0.00112,0.0337,0.00127,0.0503,0.0406,0.0591,0.0988,OA
'Medial Femur of OA_16.jpg',0.0756,0.00147,0.0293,0.00086,0.0646,0.0716,0.00139,0.00755,0.00245,0.00143,0.127,0.00214,0.031,0.00147,0.0302,0.183,0.00741,0.0825,0.0039,0.0368,0.157,0.00362,0.0414,0.00198,0.014,0.0931,0.0015,0.0104,0.00178,0.0049,0.0718,0.00351,0.0294,0.00304,0.0512,0.0484,0.0631,0.109,OA
'Medial Femur of OA_17.jpg',0.0544,0.00138,0.012,0.00115,0.0483,0.055,0.00409,0.00275,0.00153,0.00357,0.154,0.00458,0.0221,0.00144,0.0392,0.262,0.00805,0.0799,0.0103,0.0114,0.188,0.0153,0.0341,0.00217,0.0228,0.0903,0.00444,0.00146,0.00488,0.00133,0.0495,0.00259,0.00787,0.00282,0.0283,0.0243,0.0479,0.0746,OA
'Medial Femur of OA_18.jpg',0.0705,0.00167,0.0316,0.0016,0.0646,0.0747,0.00532,0.00933,0.00298,0.00224,0.14,0.00464,0.0263,0.00449,0.027,0.183,0.0112,0.0732,0.0021,0.00337,0.156,0.0109,0.0383,0.00258,0.0102,0.0942,0.00474,0.00966,0.00515,0.00235,0.0735,0.00146,0.0264,0.00311,0.0502,0.0436,0.0613,0.104,OA
'Medial Femur of OA_19.jpg',0.0664,0.00203,0.0329,0.00217,0.0613,0.0631,0.0052,0.00671,0.00336,0,0.137,0.00143,0.0378,0.000752,0.0203,0.233,0.00984,0.112,0.00918,0.0281,0.169,0.00828,0.0571,0.000411,0.0384,0.0866,0.000776,0.00798,0.00199,0.00275,0.0689,0.00115,0.0286,0.0013,0.0462,0.0359,0.0516,0.0877,OA
'Medial Femur of OA_2.jpg',0.0644,0.00399,0.015,0.00431,0.0599,0.0636,0.00217,0.00426,0.00206,0.00133,0.142,0.0106,0.0162,0.00529,0.0478,0.22,0.023,0.0607,0.0136,0.00918,0.179,0.0115,0.0309,0.00243,0.0265,0.0955,0.00653,0.0038,0.00069,0.000816,0.0667,0.000806,0.0216,0.00121,0.0435,0.0326,0.0514,0.0852,OA
'Medial Femur of OA_20.jpg',0.0655,0.00187,0.0122,0.00159,0.0592,0.071,0.00206,0.00615,0.00179,0.000816,0.143,0.00509,0.016,0.0039,0.0498,0.203,0.00733,0.0598,0.00139,0.0134,0.17,0.0049,0.0278,0.00253,0.0147,0.103,0.00259,0.00308,0.00209,0.00255,0.0648,0.00175,0.0165,0.00117,0.0379,0.0322,0.0571,0.0894,OA
'Medial Femur of OA_21.jpg',0.142,0.000282,0.12,0.00068,0.139,0.0648,0.00255,0.0271,0.00338,0.00398,0.0933,0.00591,0.0128,0.00153,0.0175,0.115,0.00156,0.0534,0.00725,0.00469,0.0982,0.00352,0.0269,0.00136,0.0143,0.0775,0.00282,0.0328,0.00186,0.00469,0.145,0.000769,0.127,0.000423,0.138,0.0536,0.0785,0.132,OA
'Medial Femur of OA_22.jpg',0.0874,0.00651,0.0275,0.00559,0.0797,0.0687,0.00514,0.00184,0.00303,0.000306,0.122,0.00196,0.0197,0.00429,0.0209,0.153,0.00752,0.0506,0.00389,0.00908,0.143,0.00429,0.031,0.00385,0.0119,0.102,0.00171,0.00606,0.00333,0.00255,0.0835,0.00308,0.0219,0.00404,0.0533,0.0521,0.0683,0.121,OA
'Medial Femur of OA_23.jpg',0.08,0.00128,0.0373,0.00108,0.0722,0.0683,0.00161,0.00921,0.00351,0.000102,0.125,0.00546,0.0256,0.00231,0.0319,0.192,0.00869,0.0933,0.0101,0.0316,0.156,0.00636,0.0477,0.00336,0.0264,0.0956,0.00583,0.0117,0.00214,0.00378,0.0782,0.00374,0.0361,0.0018,0.0535,0.039,0.0596,0.106,OA
'Medial Femur of OA_24.jpg',0.0782,0.00384,0.0243,0.00449,0.0704,0.0638,0.00242,0.00351,0.00273,0.00133,0.131,0.00499,0.0204,0.00534,0.0311,0.201,0.0125,0.0754,0.00861,0.00469,0.163,0.00447,0.041,0.00272,0.0236,0.0945,0.00258,0.00668,0.00324,0.00102,0.0695,0.00111,0.0221,0.000537,0.045,0.0384,0.0626,0.0989,OA
'Medial Femur of OA_25.jpg',0.0704,0.00168,0.0317,0.00228,0.062,0.0662,0.00288,0.00749,0.00095,0.000102,0.136,0.0105,0.0177,0.00564,0.0374,0.219,0.0151,0.0713,0.000638,0.0153,0.164,0.00648,0.0277,0.00612,0.00357,0.0926,0.00613,0.0102,0.00254,0.000816,0.0692,0.00541,0.0241,0.00121,0.0469,0.0356,0.0538,0.0931,OA
'Medial Femur of OA_26.jpg',0.0593,0.00213,0.0314,0.0018,0.0554,0.0623,0.00529,0.00999,0.00128,0.0052,0.144,0.000237,0.0266,0.00224,0.0283,0.273,0.00395,0.121,0.00491,0.00337,0.184,0.00349,0.0435,0.00259,0.0256,0.088,0.00286,0.0113,0.000283,0.00306,0.0515,0.000215,0.0227,0.00111,0.0362,0.0264,0.0433,0.0686,OA
'Medial Femur of OA_27.jpg',0.0649,0.00368,0.000721,0.00211,0.0594,0.0581,0.00155,0.000941,0.00356,0.00051,0.149,0.00912,0.0104,0.00776,0.0495,0.204,0.00442,0.0361,0.00803,0.00367,0.183,0.00835,0.0245,0.0063,0.0223,0.0984,0.00472,0.00297,0.00181,0.000816,0.0632,0.00229,0.00495,0.00407,0.0307,0.0314,0.0562,0.0916,OA
'Medial Femur of OA_28.jpg',0.0662,0.00194,0.00419,0.0022,0.0593,0.0711,0.00517,0.00374,0.00517,0.000102,0.149,0.00407,0.0161,0.000794,0.0403,0.199,0.00804,0.0422,0.00728,0.00367,0.165,0.0024,0.0282,0.00458,0.0181,0.0987,0.00165,0.0016,0.000096,0.000918,0.0618,0.00354,0.00362,0.00428,0.0384,0.0361,0.0577,0.0959,OA
'Medial Femur of OA_29.jpg',0.0584,0.00251,0.0134,0.00312,0.0524,0.0558,0.00512,0.00123,0.00266,0.00133,0.151,0.00703,0.0138,0.00159,0.0651,0.232,0.0113,0.0598,0.00774,0.000102,0.19,0.0107,0.0331,0.00479,0.0347,0.096,0.00328,0.00521,0.00125,0.000306,0.0596,0.00528,0.0116,0.00304,0.0284,0.0261,0.0518,0.0792,OA
'Medial Femur of OA_3.jpg',0.0695,0.000485,0.022,0.00106,0.0625,0.0673,0.00224,0.0089,0.000645,0.00551,0.143,0.00561,0.0181,0.00368,0.0471,0.203,0.0141,0.068,0.0102,0.031,0.164,0.00403,0.0297,0.00338,0.016,0.0979,0.00229,0.00938,0.00167,0.00347,0.0662,0.00207,0.0204,0.00198,0.0425,0.0349,0.0622,0.0914,OA
'Medial Femur of OA_30.jpg',0.0539,0.00209,0.0221,0.00185,0.0508,0.0492,0.00208,0.00447,0.00317,0.00326,0.144,0.00731,0.0245,0.00466,0.0518,0.254,0.0127,0.11,0.00931,0.0466,0.203,0.0076,0.0604,0.00602,0.0589,0.0932,0.00185,0.00955,0.00273,0.00398,0.0549,0.00356,0.0159,0.00164,0.0253,0.0194,0.0523,0.0766,OA
'Medial Femur of OA_31.jpg',0.0593,0.00202,0.0147,0.00153,0.0542,0.0609,0.00176,0.00531,0.00251,0.00316,0.158,0.000864,0.0253,0.00298,0.0502,0.237,0.00441,0.0722,0.00245,0.00051,0.181,0.00849,0.0395,0.00202,0.022,0.0944,0.0047,0.00436,0.000714,0.000714,0.0606,0.00193,0.0121,0.00278,0.0343,0.0274,0.0472,0.074,OA
'Medial Femur of OA_32.jpg',0.0682,0.00233,0.0135,0.00179,0.06,0.0721,0.00265,0.0016,0.00249,0.00337,0.149,0.00543,0.0149,0.00102,0.0428,0.19,0.00896,0.0389,0.00276,0.00184,0.17,0.00808,0.0176,0.00208,0.00755,0.0987,0.00118,0.00216,0.00308,0.00439,0.0667,0.00386,0.0132,0.00395,0.0437,0.0388,0.0557,0.0902,OA
'Medial Femur of OA_33.jpg',0.0746,0.00147,0.0288,0.0013,0.0654,0.0676,0.000677,0.00696,0.00222,0.00194,0.136,0.00695,0.0198,0.00389,0.0438,0.204,0.0118,0.078,0.00595,0.00888,0.169,0.00811,0.0375,0.00215,0.0117,0.0961,0.00308,0.0121,0.00441,0.00184,0.0671,0.00193,0.0239,0.00109,0.0455,0.0367,0.0543,0.0943,OA
'Medial Femur of OA_34.jpg',0.0572,0.00152,0.00582,0.000857,0.0532,0.0539,0.00116,0.00433,0.00215,0.000612,0.147,0.00478,0.0123,0.00198,0.0591,0.202,0.0128,0.0339,0.0034,0.000204,0.195,0.00837,0.0309,0.00693,0.0439,0.106,0.00413,0.00369,0.00165,0.000204,0.0596,0.00299,0.00208,0.000816,0.0261,0.0274,0.0616,0.09,OA
'Medial Femur of OA_35.jpg',0.0568,0.00253,0.0229,0.00261,0.0525,0.0567,0.00437,0.00581,0.00358,0.00102,0.14,0.004,0.0258,0.00411,0.037,0.273,0.00379,0.106,0.0204,0.00979,0.198,0.00167,0.0561,0.00387,0.0373,0.0856,0.00485,0.0118,0.000856,0.00194,0.0549,0.00155,0.0196,0.00294,0.0345,0.0244,0.0415,0.069,OA
'Medial Femur of OA_36.jpg',0.0526,0.00109,0.0154,0.0012,0.0471,0.0576,0.000676,0.00475,0.00135,0.00378,0.153,0.00331,0.0252,0.000819,0.0373,0.271,0.0031,0.0977,0.00492,0.0161,0.19,0.00353,0.0435,0.00221,0.0319,0.088,0.00272,0.00823,0.00606,0.00224,0.0486,0.00351,0.00961,0.00317,0.0288,0.0255,0.0419,0.0718,OA
'Medial Femur of OA_37.jpg',0.0657,0.0011,0.0156,0.000644,0.0586,0.067,0.0021,0.00139,0.00437,0.00337,0.145,0.00437,0.0174,0.00402,0.0488,0.202,0.00194,0.0643,0.00328,0.00888,0.171,0.00711,0.0371,0.00432,0.0222,0.0974,0.00407,0.00107,0.00284,0.00398,0.0619,0.00319,0.00975,0.00187,0.0385,0.0336,0.0595,0.0968,OA
