@relation 'LBP_hf Medial Tibia ROI '

@attribute File {'Medial Tibia of G1_1.jpg','Medial Tibia of G1_10.jpg','Medial Tibia of G1_11.jpg','Medial Tibia of G1_12.jpg','Medial Tibia of G1_13.jpg','Medial Tibia of G1_14.jpg','Medial Tibia of G1_15.jpg','Medial Tibia of G1_16.jpg','Medial Tibia of G1_17.jpg','Medial Tibia of G1_18.jpg','Medial Tibia of G1_2.jpg','Medial Tibia of G1_3.jpg','Medial Tibia of G1_4.jpg','Medial Tibia of G1_5.jpg','Medial Tibia of G1_6.jpg','Medial Tibia of G1_7.jpg','Medial Tibia of G1_8.jpg','Medial Tibia of G1_9.jpg','Medial Tibia of G2_1.jpg','Medial Tibia of G2_10.jpg','Medial Tibia of G2_11.jpg','Medial Tibia of G2_12.jpg','Medial Tibia of G2_13.jpg','Medial Tibia of G2_14.jpg','Medial Tibia of G2_15.jpg','Medial Tibia of G2_16.jpg','Medial Tibia of G2_17.jpg','Medial Tibia of G2_18.jpg','Medial Tibia of G2_19.jpg','Medial Tibia of G2_2.jpg','Medial Tibia of G2_20.jpg','Medial Tibia of G2_21.jpg','Medial Tibia of G2_3.jpg','Medial Tibia of G2_4.jpg','Medial Tibia of G2_5.jpg','Medial Tibia of G2_6.jpg','Medial Tibia of G2_7.jpg','Medial Tibia of G2_8.jpg','Medial Tibia of G2_9.jpg','Medial Tibia of G3_1.jpg','Medial Tibia of G3_10.jpg','Medial Tibia of G3_11.jpg','Medial Tibia of G3_12.jpg','Medial Tibia of G3_13.jpg','Medial Tibia of G3_14.jpg','Medial Tibia of G3_15.jpg','Medial Tibia of G3_16.jpg','Medial Tibia of G3_17.jpg','Medial Tibia of G3_18.jpg','Medial Tibia of G3_19.jpg','Medial Tibia of G3_2.jpg','Medial Tibia of G3_20.jpg','Medial Tibia of G3_21.jpg','Medial Tibia of G3_22.jpg','Medial Tibia of G3_23.jpg','Medial Tibia of G3_24.jpg','Medial Tibia of G3_25.jpg','Medial Tibia of G3_26.jpg','Medial Tibia of G3_27.jpg','Medial Tibia of G3_28.jpg','Medial Tibia of G3_29.jpg','Medial Tibia of G3_3.jpg','Medial Tibia of G3_30.jpg','Medial Tibia of G3_31.jpg','Medial Tibia of G3_32.jpg','Medial Tibia of G3_33.jpg','Medial Tibia of G3_34.jpg','Medial Tibia of G3_35.jpg','Medial Tibia of G3_36.jpg','Medial Tibia of G3_37.jpg','Medial Tibia of G3_38.jpg','Medial Tibia of G3_39.jpg','Medial Tibia of G3_4.jpg','Medial Tibia of G3_40.jpg','Medial Tibia of G3_41.jpg','Medial Tibia of G3_42.jpg','Medial Tibia of G3_43.jpg','Medial Tibia of G3_44.jpg','Medial Tibia of G3_5.jpg','Medial Tibia of G3_6.jpg','Medial Tibia of G3_7.jpg','Medial Tibia of G3_8.jpg','Medial Tibia of G3_9.jpg','Medial Tibia of G4_1.jpg','Medial Tibia of G4_2.jpg','Medial Tibia of G4_3.jpg','Medial Tibia of G4_4.jpg','Medial Tibia of G4_5.jpg','Medial Tibia of G4_6.jpg','Medial Tibia of G4_7.jpg','Medial Tibia of G4_8.jpg','Medial Tibia of Nor_1.jpg','Medial Tibia of Nor_10.jpg','Medial Tibia of Nor_11.jpg','Medial Tibia of Nor_12.jpg','Medial Tibia of Nor_13.jpg','Medial Tibia of Nor_14.jpg','Medial Tibia of Nor_15.jpg','Medial Tibia of Nor_16.jpg','Medial Tibia of Nor_17.jpg','Medial Tibia of Nor_18.jpg','Medial Tibia of Nor_19.jpg','Medial Tibia of Nor_2.jpg','Medial Tibia of Nor_20.jpg','Medial Tibia of Nor_21.jpg','Medial Tibia of Nor_22.jpg','Medial Tibia of Nor_23.jpg','Medial Tibia of Nor_24.jpg','Medial Tibia of Nor_25.jpg','Medial Tibia of Nor_26.jpg','Medial Tibia of Nor_27.jpg','Medial Tibia of Nor_28.jpg','Medial Tibia of Nor_29.jpg','Medial Tibia of Nor_3.jpg','Medial Tibia of Nor_30.jpg','Medial Tibia of Nor_31.jpg','Medial Tibia of Nor_32.jpg','Medial Tibia of Nor_33.jpg','Medial Tibia of Nor_34.jpg','Medial Tibia of Nor_35.jpg','Medial Tibia of Nor_36.jpg','Medial Tibia of Nor_37.jpg','Medial Tibia of Nor_38.jpg','Medial Tibia of Nor_39.jpg','Medial Tibia of Nor_4.jpg','Medial Tibia of Nor_5.jpg','Medial Tibia of Nor_6.jpg','Medial Tibia of Nor_7.jpg','Medial Tibia of Nor_8.jpg','Medial Tibia of Nor_9.jpg'}
@attribute LBP_hf_1 numeric
@attribute LBP_hf_2 numeric
@attribute LBP_hf_3 numeric
@attribute LBP_hf_4 numeric
@attribute LBP_hf_5 numeric
@attribute LBP_hf_6 numeric
@attribute LBP_hf_7 numeric
@attribute LBP_hf_8 numeric
@attribute LBP_hf_9 numeric
@attribute LBP_hf_10 numeric
@attribute LBP_hf_11 numeric
@attribute LBP_hf_12 numeric
@attribute LBP_hf_13 numeric
@attribute LBP_hf_14 numeric
@attribute LBP_hf_15 numeric
@attribute LBP_hf_16 numeric
@attribute LBP_hf_17 numeric
@attribute LBP_hf_18 numeric
@attribute LBP_hf_19 numeric
@attribute LBP_hf_20 numeric
@attribute LBP_hf_21 numeric
@attribute LBP_hf_22 numeric
@attribute LBP_hf_23 numeric
@attribute LBP_hf_24 numeric
@attribute LBP_hf_25 numeric
@attribute LBP_hf_26 numeric
@attribute LBP_hf_27 numeric
@attribute LBP_hf_28 numeric
@attribute LBP_hf_29 numeric
@attribute LBP_hf_30 numeric
@attribute LBP_hf_31 numeric
@attribute LBP_hf_32 numeric
@attribute LBP_hf_33 numeric
@attribute LBP_hf_34 numeric
@attribute LBP_hf_35 numeric
@attribute LBP_hf_36 numeric
@attribute LBP_hf_37 numeric
@attribute LBP_hf_38 numeric
@attribute class {'Grade 1','Grade 2','Grade 3','Grade 4',Normal}

@data
'Medial Tibia of G2_9.jpg',0.0979,0.00106,0.0421,0.000863,0.0908,0.0617,0.00346,0.00674,0.00149,0.000102,0.113,0.00214,0.0146,0.00246,0.0431,0.133,0.00796,0.0417,0.00501,0.000612,0.132,0.00806,0.0284,0.0017,0.0154,0.0923,0.00193,0.00907,0.000666,0.000102,0.0983,0.00371,0.0378,0.00351,0.0658,0.0514,0.083,0.137,'Grade 2'
'Medial Tibia of G3_1.jpg',0.0711,0.00112,0.0315,0.00238,0.067,0.0609,0.00304,0.00572,0.00441,0.00255,0.137,0.00271,0.0209,0.0013,0.0476,0.201,0.00516,0.0902,0.00322,0.0411,0.168,0.00202,0.0537,0.00367,0.0382,0.0963,0.00196,0.0111,0.000592,0.00388,0.0738,0.00174,0.0301,0.000737,0.044,0.0303,0.066,0.0963,'Grade 3'
'Medial Tibia of G3_10.jpg',0.0752,0.00466,0.0246,0.00373,0.0642,0.0813,0.00166,0.00637,0.00572,0.00194,0.129,0.00549,0.02,0.00417,0.0335,0.178,0.00648,0.0673,0.00399,0.0421,0.149,0.00232,0.0354,0.00144,0.00633,0.0909,0.00123,0.00634,0.00235,0.00214,0.0784,0.000786,0.0256,0.00281,0.0514,0.0486,0.0615,0.109,'Grade 3'
'Medial Tibia of G3_11.jpg',0.0573,0.00154,0.0129,0.0011,0.0533,0.0604,0.00631,0.0046,0.00322,0.00122,0.151,0.00712,0.0183,0.00812,0.0552,0.24,0.013,0.0808,0.00807,0.0437,0.185,0.0114,0.0302,0.00395,0.0181,0.0977,0.003,0.00156,0.00111,0.00816,0.0557,0.0024,0.0109,0.00224,0.0302,0.0269,0.0481,0.0777,'Grade 3'
'Medial Tibia of G3_12.jpg',0.0784,0.00173,0.0423,0.00171,0.0694,0.0652,0.000386,0.0116,0.00153,0.00275,0.132,0.00581,0.0278,0.00393,0.0468,0.194,0.00275,0.0954,0.00692,0.0495,0.152,0.00235,0.0447,0.0046,0.024,0.0929,0.00345,0.0144,0.00417,0.00133,0.0783,0.00645,0.0336,0.00178,0.0503,0.0409,0.0622,0.104,'Grade 3'
'Medial Tibia of G3_13.jpg',0.0772,0.00145,0.0444,0.00208,0.0687,0.0652,0.00336,0.0121,0.00133,0.00337,0.133,0.00566,0.0296,0.00471,0.0254,0.209,0.00956,0.115,0.0043,0.0647,0.151,0.0097,0.0427,0.00666,0.0156,0.092,0.005,0.0136,0.00209,0.00102,0.0783,0.00218,0.0413,0.00168,0.0501,0.0412,0.0564,0.0964,'Grade 3'
'Medial Tibia of G3_14.jpg',0.0742,0.00264,0.0307,0.00185,0.0676,0.0595,0.00238,0.00675,0.00227,0.00418,0.144,0.00673,0.0182,0.00475,0.0475,0.198,0.0113,0.0681,0.00704,0.024,0.165,0.00459,0.0383,0.00292,0.0207,0.0989,0.00482,0.0107,0.00427,0.00357,0.0706,0.00119,0.0284,0.000983,0.0443,0.0343,0.0602,0.0955,'Grade 3'
'Medial Tibia of G3_15.jpg',0.0609,0.00337,0.0258,0.00328,0.0568,0.0587,0.00199,0.00642,0.00306,0.00275,0.145,0.00547,0.0211,0.00652,0.0509,0.244,0.0103,0.113,0.00886,0.0181,0.193,0.00727,0.0619,0.002,0.047,0.0945,0.00162,0.00787,0.00195,0.000612,0.0603,0.000783,0.0234,0.00201,0.0334,0.0225,0.05,0.0718,'Grade 3'
'Medial Tibia of G3_16.jpg',0.0594,0.00408,0.0214,0.00445,0.0549,0.055,0.00125,0.00685,0.00221,0.00133,0.15,0.00345,0.0182,0.00133,0.0541,0.229,0.0161,0.0818,0.0095,0.00979,0.186,0.00643,0.0467,0.00264,0.0402,0.0984,0.00213,0.00896,0.00383,0.00224,0.0616,0.00144,0.0191,0.00226,0.0329,0.0239,0.0552,0.0825,'Grade 3'
'Medial Tibia of G3_17.jpg',0.0728,0.00381,0.00324,0.00511,0.0653,0.0719,0.00156,0.00527,0.00338,0.0052,0.145,0.00461,0.015,0.00421,0.0535,0.175,0.00351,0.0317,0.00737,0.00673,0.157,0.00575,0.0194,0.00223,0.0129,0.102,0.00141,0.00378,0.00224,0.00133,0.0711,0.00404,0.00651,0.00261,0.0452,0.0402,0.0634,0.102,'Grade 3'
'Medial Tibia of G3_18.jpg',0.0602,0.00409,0.0185,0.0035,0.0575,0.0533,0.0054,0.00607,0.00107,0.000816,0.146,0.00784,0.0153,0.00362,0.0668,0.222,0.0127,0.073,0.00293,0.0154,0.186,0.0128,0.0428,0.00219,0.0456,0.102,0.00623,0.00568,0.00543,0.000204,0.0641,0.000128,0.0206,0.00371,0.0263,0.0216,0.0618,0.0841,'Grade 3'
'Medial Tibia of G3_19.jpg',0.0566,0.00316,0.0204,0.00318,0.0548,0.0518,0.00327,0.00361,0.00551,0.000408,0.139,0.012,0.0179,0.0057,0.0682,0.234,0.0156,0.0969,0.00233,0.0348,0.192,0.012,0.0568,0.0039,0.0583,0.0983,0.00406,0.0061,0.00396,0.00459,0.0636,0.0026,0.0145,0.00178,0.025,0.02,0.0629,0.0824,'Grade 3'
'Medial Tibia of G3_2.jpg',0.0633,0.00335,0.0152,0.00179,0.0575,0.0622,0.00606,0.00266,0.0043,0.00265,0.147,0.00346,0.0127,0.00602,0.0594,0.213,0.0143,0.0641,0.00613,0.0339,0.173,0.00861,0.034,0.000778,0.0275,0.0978,0.00492,0.00486,0.00369,0.00112,0.0654,0.00256,0.0194,0.00522,0.0364,0.0298,0.0586,0.0891,'Grade 3'
'Medial Tibia of G3_20.jpg',0.0558,0.00333,0.0177,0.00305,0.0501,0.0579,0.00293,0.005,0.00283,0.00235,0.156,0.011,0.0232,0.00527,0.0503,0.251,0.0152,0.0849,0.00819,0.0478,0.189,0.0129,0.0426,0.00649,0.0207,0.0942,0.00488,0.00985,0.00307,0.00316,0.0518,0.00233,0.0152,0.00429,0.0316,0.0269,0.0444,0.0723,'Grade 3'
'Medial Tibia of G3_21.jpg',0.0595,0.0024,0.012,0.00225,0.0521,0.0659,0.00122,0.00194,0.0014,0.00102,0.149,0.00767,0.0216,0.00282,0.05,0.218,0.00309,0.066,0.00504,0.0316,0.178,0.00215,0.0282,0.00131,0.02,0.0945,0.00263,0.0082,0.0016,0.00306,0.0607,0.00311,0.0124,0.00156,0.0407,0.033,0.0533,0.088,'Grade 3'
'Medial Tibia of G3_22.jpg',0.059,0.00191,0.0105,0.00211,0.0555,0.053,0.00387,0.00184,0.000832,0.000102,0.138,0.0116,0.014,0.00809,0.0566,0.218,0.00412,0.064,0.00276,0.015,0.2,0.00672,0.0454,0.00529,0.0464,0.105,0.00421,0.00778,0.00629,0.00357,0.0574,0.00235,0.00518,0.00167,0.0291,0.0254,0.0577,0.0857,'Grade 3'
'Medial Tibia of G3_23.jpg',0.116,0.0042,0.0655,0.00326,0.105,0.0623,0.00172,0.0103,0.00403,0.00296,0.103,0.00402,0.00745,0.00405,0.0394,0.112,0.00184,0.0338,0.00262,0.00429,0.101,0.00355,0.0152,0.00277,0.00806,0.0914,0.00137,0.0127,0.00492,0.00612,0.11,0.0013,0.0549,0.0013,0.0761,0.0631,0.0926,0.149,'Grade 3'
'Medial Tibia of G3_24.jpg',0.0562,0.000675,0.021,0.00145,0.0507,0.0598,0.00218,0.0053,0.00349,0.00551,0.147,0.0012,0.017,0.00453,0.0537,0.251,0.00615,0.0798,0.0122,0.0316,0.178,0.00693,0.039,0.00849,0.0316,0.0937,0.00413,0.00941,0.00719,0.00469,0.0618,0.00222,0.0216,0.00149,0.0316,0.0263,0.0485,0.0776,'Grade 3'
'Medial Tibia of G3_25.jpg',0.0727,0.00511,0.0031,0.00544,0.0676,0.0643,0.00249,0.00316,0.00204,0.00122,0.142,0.00642,0.00978,0.00462,0.0524,0.179,0.0108,0.0285,0.00455,0.017,0.167,0.0099,0.0173,0.00562,0.0153,0.103,0.00579,0.00151,0.00473,0.00102,0.0679,0.00255,0.00123,0.00201,0.0354,0.0359,0.0684,0.1,'Grade 3'
'Medial Tibia of G3_26.jpg',0.0602,0.00115,0.0271,0.00198,0.0553,0.0616,0.00414,0.00799,0.00221,0.00469,0.149,0.00601,0.0263,0.0033,0.0333,0.238,0.0125,0.0996,0.00681,0.0344,0.183,0.00686,0.0454,0.00306,0.0322,0.0896,0.00422,0.00823,0.0035,0.00347,0.0566,0.00201,0.0182,0.00117,0.035,0.0286,0.0513,0.0814,'Grade 3'
'Medial Tibia of G3_27.jpg',0.0655,0.00247,0.0203,0.00287,0.06,0.0696,0.00382,0.0041,0.00112,0.00122,0.145,0.00978,0.0136,0.00866,0.0463,0.195,0.00251,0.0605,0.00604,0.0319,0.165,0.00571,0.0271,0.00565,0.0303,0.0972,0.00478,0.00701,0.00264,0.00214,0.0698,0.00181,0.0193,0.000537,0.0408,0.0332,0.0623,0.0971,'Grade 3'
'Medial Tibia of G3_28.jpg',0.0707,0.00314,0.0215,0.00297,0.0642,0.0652,0.00109,0.00529,0.000275,0.00235,0.137,0.00362,0.0246,0.00261,0.0398,0.184,0.00525,0.0638,0.0101,0.0155,0.165,0.005,0.039,0.00332,0.0133,0.102,0.00216,0.0061,0.00362,0.00643,0.0693,0.00242,0.0223,0.00124,0.045,0.0399,0.0644,0.102,'Grade 3'
'Medial Tibia of G3_29.jpg',0.0777,0.0056,0.0386,0.0054,0.0696,0.0705,0.00695,0.0138,0.00648,0.00133,0.128,0.00855,0.0206,0.00552,0.0472,0.199,0.00354,0.0887,0.00552,0.0474,0.149,0.00995,0.03,0.00474,0.018,0.0933,0.00587,0.0134,0.00109,0.00163,0.0791,0.00762,0.0317,0.00479,0.0479,0.0398,0.0643,0.0997,'Grade 3'
'Medial Tibia of G3_3.jpg',0.0682,0.00145,0.0205,0.00109,0.0635,0.0632,0.00342,0.00722,0.00185,0.00112,0.134,0.00183,0.0201,0.00132,0.0623,0.189,0.00807,0.0639,0.00274,0.0273,0.174,0.00529,0.0359,0.00455,0.0216,0.0974,0.00624,0.00875,0.00252,0.00541,0.0717,0.00358,0.0153,0.00536,0.0383,0.0351,0.0636,0.104,'Grade 3'
'Medial Tibia of G3_30.jpg',0.0602,0.00281,0.0123,0.00287,0.0563,0.052,0.00283,0.0034,0.00328,0.000612,0.145,0.00189,0.00634,0.00362,0.0648,0.215,0.00438,0.0565,0.00728,0.0118,0.193,0.0016,0.039,0.00593,0.0472,0.101,0.00263,0.0094,0.00361,0.00153,0.0603,0.00387,0.016,0.00207,0.0264,0.0251,0.0603,0.0884,'Grade 3'
'Medial Tibia of G3_31.jpg',0.0571,0.00227,0.0118,0.000835,0.0535,0.0551,0.00171,0.000323,0.00322,0.00184,0.15,0.0059,0.0101,0.00307,0.064,0.214,0.0079,0.0636,0.00126,0.0207,0.189,0.00346,0.0364,0.0028,0.0359,0.104,0.00376,0.00348,0.00208,0.000204,0.0637,0.004,0.0115,0.00456,0.0331,0.025,0.0582,0.0831,'Grade 3'
'Medial Tibia of G3_32.jpg',0.104,0.00103,0.0504,0.000428,0.0969,0.0592,0.00308,0.00779,0.00181,0.000408,0.11,0.00365,0.0122,0.00119,0.0409,0.137,0.00783,0.0357,0.00341,0.013,0.123,0.00644,0.0202,0.00353,0.0099,0.0976,0.00274,0.0102,0.00191,0.00337,0.102,0.00347,0.049,0.00347,0.067,0.0516,0.0818,0.133,'Grade 3'
'Medial Tibia of G3_33.jpg',0.0733,0.00137,0.0048,0.00132,0.0671,0.07,0.00319,0.00408,0.000528,0.00184,0.138,0.00286,0.0186,0.0044,0.0447,0.178,0.00682,0.0401,0.00654,0.0266,0.166,0.00626,0.0271,0.0068,0.0222,0.101,0.00364,0.00416,0.00176,0.00653,0.0672,0.00249,0.00808,0.00177,0.044,0.0372,0.0652,0.103,'Grade 3'
'Medial Tibia of G3_34.jpg',0.0794,0.00234,0.0388,0.000332,0.0712,0.059,0.00269,0.00651,0.00453,0.00143,0.128,0.00597,0.0209,0.00218,0.0503,0.199,0.0138,0.0914,0.0113,0.0579,0.158,0.00385,0.0387,0.00432,0.019,0.0974,0.00477,0.0156,0.00149,0.00316,0.0767,0.00399,0.0332,0.00291,0.0465,0.0376,0.0626,0.102,'Grade 3'
'Medial Tibia of G3_35.jpg',0.0805,0.00522,0.0324,0.00574,0.0732,0.0683,0.00223,0.00758,0.00277,0.00173,0.126,0.0026,0.0145,0.00452,0.0479,0.164,0.000905,0.0544,0.00881,0.0181,0.146,0.00463,0.0299,0.00383,0.0187,0.103,0.00344,0.00555,0.003,0.00112,0.0827,0.00262,0.0259,0.00205,0.0513,0.0412,0.076,0.113,'Grade 3'
'Medial Tibia of G3_36.jpg',0.0726,0.00134,0.0305,0.000261,0.0671,0.0695,0.000136,0.00905,0.00482,0.00459,0.142,0.00361,0.0237,0.00355,0.0426,0.19,0.00455,0.0741,0.0119,0.0242,0.167,0.00483,0.0422,0.00317,0.018,0.0969,0.0035,0.00961,0.000552,0.00326,0.072,0.00108,0.0284,0.0031,0.0455,0.036,0.0608,0.0941,'Grade 3'
'Medial Tibia of G3_37.jpg',0.0711,0.00196,0.0264,0.00264,0.063,0.0613,0.00137,0.00758,0.000685,0.00133,0.142,0.00158,0.0198,0.0036,0.0472,0.194,0.00824,0.0764,0.00782,0.0185,0.16,0.00253,0.0377,0.00281,0.0237,0.0935,0.000642,0.00452,0.00654,0.00326,0.0751,0.00194,0.0262,0.00271,0.0443,0.0352,0.065,0.102,'Grade 3'
'Medial Tibia of G3_38.jpg',0.0725,0.000736,0.0227,0.00182,0.0658,0.0716,0.00395,0.00636,0.0034,0.000408,0.134,0.00752,0.0163,0.00468,0.0526,0.185,0.00565,0.0589,0.00209,0.0287,0.156,0.00811,0.0319,0.00307,0.014,0.106,0.00177,0.00872,0.00191,0.000612,0.0705,0.00132,0.0221,0.00205,0.0438,0.0358,0.0648,0.103,'Grade 3'
'Medial Tibia of G3_39.jpg',0.0672,0.00238,0.0318,0.00258,0.0601,0.0698,0.00192,0.00603,0.00399,0.00224,0.146,0.00114,0.0257,0.00291,0.0336,0.212,0.00372,0.0836,0.00927,0.00194,0.166,0.00845,0.0435,0.00184,0.0233,0.0999,0.000948,0.00988,0.00195,0.00133,0.0621,0.00246,0.0226,0.00132,0.0417,0.0325,0.0557,0.0891,'Grade 3'
'Medial Tibia of G3_4.jpg',0.0763,0.00337,0.0307,0.00211,0.0688,0.0677,0.00161,0.0086,0.00378,0.00465,0.139,0.00427,0.0251,0.00315,0.0497,0.18,0.00636,0.0809,0.00879,0.0377,0.153,0.00525,0.0393,0.00394,0.0125,0.0969,0.00379,0.0128,0.00257,0.00131,0.0772,0.00359,0.0261,0.00331,0.0467,0.0388,0.0648,0.105,'Grade 3'
'Medial Tibia of G3_40.jpg',0.079,0.000276,0.043,0.00102,0.0726,0.0608,0.00434,0.00608,0.00103,0.00143,0.134,0.00235,0.0264,0.00363,0.0312,0.203,0.00771,0.0902,0.00491,0.0238,0.16,0.00726,0.0506,0.00338,0.0324,0.0978,0.00391,0.011,0.000434,0.00173,0.0786,0.0026,0.0348,0.00223,0.049,0.0331,0.06,0.0942,'Grade 3'
'Medial Tibia of G3_41.jpg',0.0726,0.00158,0.00854,0.00102,0.0631,0.0684,0.0027,0.00393,0.00329,0.00102,0.142,0.00864,0.025,0.00325,0.0443,0.171,0.00514,0.0508,0.00508,0.0216,0.155,0.00445,0.028,0.000441,0.0108,0.105,0.00793,0.00502,0.003,0.00663,0.0714,0.00276,0.00575,0.000653,0.0404,0.0407,0.0655,0.109,'Grade 3'
'Medial Tibia of G3_42.jpg',0.0688,0.00393,0.0178,0.00457,0.0582,0.0749,0.00332,0.011,0.00215,0.00531,0.136,0.0016,0.0174,0.00277,0.0449,0.191,0.00271,0.0643,0.00312,0.0359,0.159,0.00527,0.0278,0.00186,0.000408,0.1,0.00173,0.0104,0.0021,0.00326,0.0677,0.0026,0.0255,0.000922,0.0402,0.0413,0.0587,0.104,'Grade 3'
'Medial Tibia of G3_43.jpg',0.0639,0.00455,0.0317,0.00301,0.0571,0.0595,0.00368,0.00973,0.00137,0.005,0.139,0.00394,0.0215,0.00319,0.0457,0.243,0.00648,0.113,0.0054,0.0579,0.164,0.00318,0.0451,0.00402,0.0209,0.0939,0.00532,0.0123,0.00377,0.00388,0.0643,0.00345,0.027,0.00217,0.0396,0.0311,0.0543,0.0874,'Grade 3'
'Medial Tibia of G3_44.jpg',0.0706,0.00247,0.0136,0.00212,0.0643,0.0699,0.00273,0.000684,0.00159,0.00275,0.14,0.00673,0.0109,0.00449,0.0564,0.182,0.0122,0.0455,0.00343,0.0249,0.157,0.0106,0.023,0.00364,0.0145,0.104,0.00679,0.00188,0.00149,0.00408,0.0724,0.000821,0.00985,0.00188,0.0384,0.0349,0.066,0.102,'Grade 3'
'Medial Tibia of G3_5.jpg',0.0767,0.00302,0.032,0.00321,0.0663,0.0689,0.00477,0.00995,0.00356,0.00398,0.136,0.00716,0.0229,0.0026,0.0499,0.2,0.013,0.0885,0.00408,0.0515,0.158,0.00411,0.0393,0.00491,0.00163,0.0985,0.0053,0.0141,0.00121,0.00235,0.0703,0.00206,0.0263,0.000368,0.0409,0.0363,0.0601,0.0952,'Grade 3'
'Medial Tibia of G3_6.jpg',0.0737,0.00575,0.0154,0.00451,0.069,0.0663,0.001,0.00304,0.00442,0.000408,0.14,0.00223,0.0137,0.00465,0.0553,0.162,0.00323,0.0394,0.004,0.0222,0.155,0.00166,0.0203,0.00745,0.0204,0.109,0.00138,0.00391,0.0033,0.00357,0.0748,0.00115,0.0106,0.00147,0.044,0.0376,0.0715,0.11,'Grade 3'
'Medial Tibia of G3_7.jpg',0.0775,0.00212,0.0235,0.0012,0.0698,0.0665,0.00148,0.00456,0.00147,0.00184,0.139,0.00597,0.0163,0.000745,0.0534,0.172,0.000498,0.053,0.00404,0.0175,0.148,0.00456,0.0306,0.00157,0.0194,0.0997,0.00303,0.00808,0.00121,0.00214,0.0807,0.000569,0.0186,0.00132,0.0489,0.0394,0.0673,0.109,'Grade 3'
'Medial Tibia of G3_8.jpg',0.072,0.00395,0.0391,0.00438,0.0649,0.0718,0.00504,0.00852,0.00309,0.00408,0.138,0.00715,0.0271,0.00259,0.0252,0.214,0.00635,0.0889,0.0096,0.000306,0.158,0.00474,0.0437,0.00212,0.0138,0.0877,0.000667,0.00941,0.00454,0.00286,0.0705,0.00107,0.0382,0.00204,0.0511,0.0404,0.0551,0.0934,'Grade 3'
'Medial Tibia of G3_9.jpg',0.0754,0.00181,0.0382,0.000455,0.0658,0.066,0.00204,0.00976,0.00164,0.00296,0.142,0.00613,0.0265,0.00255,0.0301,0.207,0.0101,0.0836,0.00293,0.00959,0.16,0.00432,0.0411,0.00241,0.0122,0.0872,0.0026,0.0127,0.00162,0.00112,0.0737,0.000496,0.0346,0.00174,0.0514,0.0412,0.0555,0.0925,'Grade 3'
'Medial Tibia of G4_1.jpg',0.0852,0.00273,0.0351,0.00254,0.0744,0.0711,0.00186,0.00584,0.00208,0.00541,0.129,0.00583,0.0241,0.00469,0.0368,0.161,0.00585,0.0716,0.00439,0.0355,0.128,0.00601,0.0324,0.00275,0.00755,0.0938,0.00289,0.00909,0.00433,0.00173,0.0853,0.00487,0.0264,0.00361,0.0584,0.0516,0.0731,0.122,'Grade 4'
'Medial Tibia of G4_2.jpg',0.08,0.00115,0.0436,0.00157,0.0716,0.0653,0.0023,0.00536,0.00391,0.00122,0.135,0.00557,0.0312,0.00488,0.0233,0.198,0.0062,0.094,0.00557,0.0252,0.145,0.00423,0.0473,0.000473,0.0216,0.0915,0.00422,0.0113,0.00223,0.00112,0.0791,0.00346,0.0371,0.00225,0.0536,0.0433,0.0614,0.101,'Grade 4'
'Medial Tibia of G4_3.jpg',0.071,0.005,0.0408,0.00506,0.0673,0.0492,0.00279,0.00971,0.00431,0.00245,0.138,0.0119,0.022,0.00803,0.0558,0.215,0.0132,0.103,0.0116,0.018,0.173,0.00682,0.0636,0.00511,0.0555,0.0975,0.000421,0.0144,0.00452,0.000408,0.076,0.00492,0.0381,0.00398,0.043,0.0287,0.0587,0.0923,'Grade 4'
'Medial Tibia of G4_4.jpg',0.0784,0.00188,0.0325,0.00245,0.071,0.0644,0.000155,0.0065,0.00312,0.00561,0.13,0.00448,0.0198,0.000186,0.0393,0.183,0.00402,0.0759,0.00292,0.0254,0.165,0.00464,0.0443,0.00142,0.0207,0.0976,0.00206,0.0101,0.00309,0.00622,0.0706,0.00157,0.0277,0.00008,0.0492,0.0373,0.0683,0.106,'Grade 4'
'Medial Tibia of G4_5.jpg',0.0749,0.00175,0.0203,0.00138,0.0686,0.0641,0.00203,0.00193,0.00194,0.000408,0.137,0.00342,0.0144,0.000101,0.0532,0.186,0.00627,0.0591,0.00665,0.019,0.162,0.00652,0.0344,0.00239,0.011,0.0996,0.00464,0.006,0.00159,0.00163,0.0693,0.0039,0.015,0.00293,0.0395,0.0359,0.0655,0.106,'Grade 4'
'Medial Tibia of G4_6.jpg',0.0676,0.00206,0.0317,0.0015,0.0611,0.0674,0.00437,0.0111,0.00131,0.00337,0.137,0.00923,0.0225,0.00756,0.0407,0.217,0.0101,0.0955,0.00478,0.0198,0.169,0.0102,0.0452,0.0034,0.0169,0.0893,0.00651,0.0147,0.00236,0.000102,0.0712,0.00369,0.0343,0.00249,0.0508,0.0395,0.0532,0.0887,'Grade 4'
'Medial Tibia of G4_7.jpg',0.0795,0.00329,0.0429,0.00546,0.0662,0.0715,0.00254,0.00816,0.00104,0.00133,0.128,0.00322,0.025,0.00149,0.0235,0.193,0.00903,0.0903,0.0034,0.0314,0.14,0.0066,0.0395,0.00335,0.0101,0.0921,0.00245,0.0138,0.000913,0.00337,0.0801,0.00248,0.0351,0.0021,0.0558,0.0484,0.0611,0.107,'Grade 4'
