@relation 'LBP_ri Medial Femur ROI '

@attribute File {'Medial Femur of G1_1.jpg','Medial Femur of G1_10.jpg','Medial Femur of G1_11.jpg','Medial Femur of G1_12.jpg','Medial Femur of G1_13.jpg','Medial Femur of G1_14.jpg','Medial Femur of G1_15.jpg','Medial Femur of G1_16.jpg','Medial Femur of G1_17.jpg','Medial Femur of G1_18.jpg','Medial Femur of G1_2.jpg','Medial Femur of G1_3.jpg','Medial Femur of G1_4.jpg','Medial Femur of G1_5.jpg','Medial Femur of G1_6.jpg','Medial Femur of G1_7.jpg','Medial Femur of G1_8.jpg','Medial Femur of G1_9.jpg','Medial Femur of G2_1.jpg','Medial Femur of G2_10.jpg','Medial Femur of G2_11.jpg','Medial Femur of G2_12.jpg','Medial Femur of G2_13.jpg','Medial Femur of G2_14.jpg','Medial Femur of G2_15.jpg','Medial Femur of G2_16.jpg','Medial Femur of G2_17.jpg','Medial Femur of G2_18.jpg','Medial Femur of G2_19.jpg','Medial Femur of G2_2.jpg','Medial Femur of G2_20.jpg','Medial Femur of G2_21.jpg','Medial Femur of G2_3.jpg','Medial Femur of G2_4.jpg','Medial Femur of G2_5.jpg','Medial Femur of G2_6.jpg','Medial Femur of G2_7.jpg','Medial Femur of G2_8.jpg','Medial Femur of G2_9.jpg','Medial Femur of G3_1.jpg','Medial Femur of G3_10.jpg','Medial Femur of G3_11.jpg','Medial Femur of G3_12.jpg','Medial Femur of G3_13.jpg','Medial Femur of G3_14.jpg','Medial Femur of G3_15.jpg','Medial Femur of G3_16.jpg','Medial Femur of G3_17.jpg','Medial Femur of G3_18.jpg','Medial Femur of G3_19.jpg','Medial Femur of G3_2.jpg','Medial Femur of G3_20.jpg','Medial Femur of G3_21.jpg','Medial Femur of G3_22.jpg','Medial Femur of G3_23.jpg','Medial Femur of G3_24.jpg','Medial Femur of G3_25.jpg','Medial Femur of G3_26.jpg','Medial Femur of G3_27.jpg','Medial Femur of G3_28.jpg','Medial Femur of G3_29.jpg','Medial Femur of G3_3.jpg','Medial Femur of G3_30.jpg','Medial Femur of G3_31.jpg','Medial Femur of G3_32.jpg','Medial Femur of G3_33.jpg','Medial Femur of G3_34.jpg','Medial Femur of G3_35.jpg','Medial Femur of G3_36.jpg','Medial Femur of G3_37.jpg','Medial Femur of G3_38.jpg','Medial Femur of G3_39.jpg','Medial Femur of G3_4.jpg','Medial Femur of G3_40.jpg','Medial Femur of G3_41.jpg','Medial Femur of G3_42.jpg','Medial Femur of G3_43.jpg','Medial Femur of G3_44.jpg','Medial Femur of G3_5.jpg','Medial Femur of G3_6.jpg','Medial Femur of G3_7.jpg','Medial Femur of G3_8.jpg','Medial Femur of G3_9.jpg','Medial Femur of G4_1.jpg','Medial Femur of G4_2.jpg','Medial Femur of G4_3.jpg','Medial Femur of G4_4.jpg','Medial Femur of G4_5.jpg','Medial Femur of G4_6.jpg','Medial Femur of G4_7.jpg','Medial Femur of G4_8.jpg','Medial Femur of Nor_1.jpg','Medial Femur of Nor_10.jpg','Medial Femur of Nor_11.jpg','Medial Femur of Nor_12.jpg','Medial Femur of Nor_13.jpg','Medial Femur of Nor_14.jpg','Medial Femur of Nor_15.jpg','Medial Femur of Nor_16.jpg','Medial Femur of Nor_17.jpg','Medial Femur of Nor_18.jpg','Medial Femur of Nor_19.jpg','Medial Femur of Nor_2.jpg','Medial Femur of Nor_20.jpg','Medial Femur of Nor_21.jpg','Medial Femur of Nor_22.jpg','Medial Femur of Nor_23.jpg','Medial Femur of Nor_24.jpg','Medial Femur of Nor_25.jpg','Medial Femur of Nor_26.jpg','Medial Femur of Nor_27.jpg','Medial Femur of Nor_28.jpg','Medial Femur of Nor_29.jpg','Medial Femur of Nor_3.jpg','Medial Femur of Nor_30.jpg','Medial Femur of Nor_31.jpg','Medial Femur of Nor_32.jpg','Medial Femur of Nor_33.jpg','Medial Femur of Nor_34.jpg','Medial Femur of Nor_35.jpg','Medial Femur of Nor_36.jpg','Medial Femur of Nor_37.jpg','Medial Femur of Nor_38.jpg','Medial Femur of Nor_39.jpg','Medial Femur of Nor_4.jpg','Medial Femur of Nor_5.jpg','Medial Femur of Nor_6.jpg','Medial Femur of Nor_7.jpg','Medial Femur of Nor_8.jpg','Medial Femur of Nor_9.jpg'}
@attribute LBP_ri_1 numeric
@attribute LBP_ri_2 numeric
@attribute LBP_ri_3 numeric
@attribute LBP_ri_4 numeric
@attribute LBP_ri_5 numeric
@attribute LBP_ri_6 numeric
@attribute LBP_ri_7 numeric
@attribute LBP_ri_8 numeric
@attribute LBP_ri_9 numeric
@attribute LBP_ri_10 numeric
@attribute LBP_ri_11 numeric
@attribute LBP_ri_12 numeric
@attribute LBP_ri_13 numeric
@attribute LBP_ri_14 numeric
@attribute LBP_ri_15 numeric
@attribute LBP_ri_16 numeric
@attribute LBP_ri_17 numeric
@attribute LBP_ri_18 numeric
@attribute LBP_ri_19 numeric
@attribute LBP_ri_20 numeric
@attribute LBP_ri_21 numeric
@attribute LBP_ri_22 numeric
@attribute LBP_ri_23 numeric
@attribute LBP_ri_24 numeric
@attribute LBP_ri_25 numeric
@attribute LBP_ri_26 numeric
@attribute LBP_ri_27 numeric
@attribute LBP_ri_28 numeric
@attribute LBP_ri_29 numeric
@attribute LBP_ri_30 numeric
@attribute LBP_ri_31 numeric
@attribute LBP_ri_32 numeric
@attribute LBP_ri_33 numeric
@attribute LBP_ri_34 numeric
@attribute LBP_ri_35 numeric
@attribute LBP_ri_36 numeric
@attribute class {'Grade 1','Grade 2','Grade 3','Grade 4',Normal}

@data
'Medial Femur of G4_1.jpg',535,803,652,77,1264,44,59,48,1548,98,80,2,61,97,73,56,1445,2,78,3,1,50,27,3,69,68,48,884,0,2,2,45,51,57,753,716,'Grade 4'
'Medial Femur of G4_2.jpg',477,796,674,69,1252,34,37,45,1660,95,84,7,60,99,56,50,1495,0,72,1,3,32,29,1,95,63,36,950,0,3,1,33,51,46,759,636,'Grade 4'
'Medial Femur of G4_3.jpg',255,640,495,62,1375,20,29,52,2046,94,61,1,61,63,47,70,1771,0,58,0,2,44,21,4,49,60,24,1049,0,0,0,15,31,32,667,603,'Grade 4'
'Medial Femur of G4_4.jpg',388,774,644,62,1282,34,38,40,1897,116,70,3,41,74,47,48,1521,0,72,3,0,38,40,3,71,52,25,941,0,2,0,18,44,51,736,626,'Grade 4'
'Medial Femur of G4_5.jpg',414,738,642,63,1303,26,38,50,1848,81,71,6,47,86,60,52,1637,0,69,1,6,33,24,1,72,46,45,921,0,1,0,23,47,46,685,619,'Grade 4'
'Medial Femur of G4_6.jpg',376,661,669,72,1419,29,30,44,2068,66,69,1,48,90,58,51,1558,2,63,0,1,31,23,0,57,55,29,902,0,1,1,22,37,38,673,557,'Grade 4'
'Medial Femur of G4_7.jpg',448,743,723,55,1324,34,40,50,1845,90,80,4,46,71,62,54,1607,2,59,1,1,35,33,1,49,63,32,886,0,0,1,27,34,41,680,580,'Grade 4'
'Medial Femur of G4_8.jpg',453,900,640,53,1199,48,49,49,1682,101,74,5,54,88,59,57,1352,0,81,1,4,50,31,1,53,70,39,898,0,0,3,34,62,67,853,691,'Grade 4'
'Medial Femur of Nor_1.jpg',301,739,478,79,1254,25,46,37,1731,112,58,6,78,73,38,75,1695,1,71,1,0,40,19,3,64,52,35,1046,0,2,6,33,46,41,785,731,Normal
'Medial Femur of Nor_10.jpg',424,774,679,64,1280,35,35,34,1878,103,69,5,49,83,44,54,1653,1,73,1,2,42,30,2,54,59,28,918,0,1,1,26,44,32,690,534,Normal
'Medial Femur of Nor_11.jpg',432,716,725,67,1359,27,41,63,1633,59,71,4,62,73,74,65,1614,0,60,1,3,42,37,2,70,75,39,982,0,0,3,33,45,40,672,612,Normal
'Medial Femur of Nor_12.jpg',529,994,693,78,1103,57,58,51,1262,122,72,10,66,79,76,61,1186,5,84,3,4,63,35,5,86,79,56,941,0,3,4,42,65,60,950,819,Normal
'Medial Femur of Nor_13.jpg',404,761,694,80,1245,41,50,63,1609,99,85,6,69,78,65,40,1595,2,69,4,4,37,27,2,66,68,35,987,0,1,3,39,44,30,753,646,Normal
'Medial Femur of Nor_14.jpg',389,761,681,65,1253,32,47,45,1911,95,77,3,52,64,58,44,1641,0,64,0,0,32,36,1,57,65,32,921,0,1,0,15,42,44,724,549,Normal
'Medial Femur of Nor_15.jpg',332,665,702,69,1393,25,37,55,1827,84,78,2,46,58,61,57,1725,1,51,1,1,36,29,3,55,60,32,1026,0,0,2,27,41,38,612,570,Normal
'Medial Femur of Nor_16.jpg',335,651,617,67,1327,25,38,41,1952,92,75,3,55,59,46,49,1759,0,63,3,1,24,26,1,60,63,30,1016,0,1,0,18,29,47,642,586,Normal
'Medial Femur of Nor_17.jpg',388,692,666,75,1305,28,40,36,1869,84,73,5,53,76,50,63,1671,3,55,1,0,26,31,4,51,61,35,989,0,2,0,19,51,40,688,571,Normal
'Medial Femur of Nor_18.jpg',393,720,623,76,1328,33,41,43,1934,87,78,2,59,56,51,56,1606,0,65,2,1,32,25,0,65,58,38,954,0,2,1,21,40,35,706,570,Normal
'Medial Femur of Nor_19.jpg',424,822,622,73,1270,31,49,49,1770,125,61,8,61,77,55,44,1484,3,81,3,1,32,36,4,73,56,44,931,0,0,4,26,51,38,751,642,Normal
'Medial Femur of Nor_2.jpg',336,719,655,67,1312,18,32,38,1938,100,69,1,54,67,59,56,1671,1,64,1,2,42,29,1,60,65,40,976,0,1,1,16,31,34,673,572,Normal
'Medial Femur of Nor_20.jpg',406,730,689,68,1382,36,43,42,1668,81,79,6,54,70,63,52,1587,0,75,3,4,44,25,1,80,64,32,1037,0,1,1,24,52,48,618,636,Normal
'Medial Femur of Nor_21.jpg',418,729,741,69,1367,35,44,33,1652,70,77,3,47,89,80,70,1516,0,79,2,1,41,31,3,75,61,41,968,0,3,1,26,47,27,758,597,Normal
'Medial Femur of Nor_22.jpg',337,650,594,69,1385,22,30,45,2013,82,62,5,55,71,51,42,1728,0,53,2,2,36,41,2,49,48,34,951,0,1,0,19,39,29,683,571,Normal
'Medial Femur of Nor_23.jpg',305,807,492,89,1184,36,39,50,1767,127,60,6,83,69,33,87,1630,2,61,2,1,38,16,1,41,65,36,1014,0,2,3,19,55,39,832,710,Normal
'Medial Femur of Nor_24.jpg',422,802,612,50,1224,25,53,37,2025,123,77,3,39,70,59,53,1540,0,60,3,1,37,29,0,67,51,39,873,0,0,3,18,36,45,762,563,Normal
'Medial Femur of Nor_25.jpg',391,732,655,69,1273,33,42,37,2062,122,80,2,51,56,61,33,1587,1,60,1,1,29,24,1,57,68,25,974,0,3,1,25,37,44,688,575,Normal
'Medial Femur of Nor_26.jpg',423,732,658,72,1292,31,35,61,1935,71,50,3,60,90,54,75,1507,3,54,0,1,45,28,2,57,73,36,954,0,0,2,28,50,31,714,574,Normal
'Medial Femur of Nor_27.jpg',392,856,583,71,1187,46,44,44,1668,120,63,5,71,81,61,49,1464,2,66,4,2,46,29,1,65,54,45,972,0,2,4,27,54,57,850,716,Normal
'Medial Femur of Nor_28.jpg',350,629,671,66,1485,23,32,28,1872,83,58,2,50,68,59,42,1722,1,69,0,0,32,25,3,64,50,38,1003,0,0,1,17,34,30,659,535,Normal
'Medial Femur of Nor_29.jpg',488,780,746,74,1255,40,45,37,1479,90,72,4,73,71,71,63,1375,3,87,2,2,46,34,1,72,70,43,972,0,3,5,33,62,59,817,727,Normal
'Medial Femur of Nor_3.jpg',402,768,670,70,1273,38,44,29,1787,114,76,6,56,57,51,58,1586,2,57,0,1,36,23,1,57,70,43,898,0,1,2,24,48,56,769,628,Normal
'Medial Femur of Nor_30.jpg',460,945,574,79,1154,40,59,53,1536,131,76,7,61,85,59,46,1237,4,74,5,4,49,31,1,80,67,51,938,0,2,5,29,76,65,931,787,Normal
'Medial Femur of Nor_31.jpg',716,1103,624,103,951,66,60,60,995,127,103,7,71,104,83,63,979,6,111,7,9,65,34,3,81,90,67,828,0,3,5,60,83,86,1116,932,Normal
'Medial Femur of Nor_32.jpg',407,870,566,98,1142,26,47,55,1410,125,80,16,80,92,50,82,1450,3,79,6,2,48,36,4,65,68,42,1068,0,1,3,31,70,33,859,787,Normal
'Medial Femur of Nor_33.jpg',380,746,686,87,1310,23,34,43,1784,98,88,3,50,87,43,60,1486,2,65,2,1,48,39,3,68,55,42,998,0,2,0,27,40,41,739,621,Normal
'Medial Femur of Nor_34.jpg',516,951,638,75,1145,42,53,68,1483,124,78,8,55,80,55,58,1267,1,70,1,2,56,38,0,68,79,48,952,0,3,3,30,65,73,971,744,Normal
'Medial Femur of Nor_35.jpg',422,745,671,66,1267,23,47,44,1913,85,60,4,56,73,62,57,1573,2,68,1,0,39,29,3,45,63,38,949,0,1,1,19,43,40,711,581,Normal
'Medial Femur of Nor_36.jpg',398,744,676,56,1293,31,38,48,2065,103,59,4,62,82,50,52,1549,0,67,1,3,32,27,0,48,62,34,931,0,1,0,26,35,45,714,564,Normal
'Medial Femur of Nor_37.jpg',391,821,611,51,1297,35,65,28,1902,101,78,1,61,64,57,51,1529,1,57,1,0,27,33,0,71,76,32,887,0,0,2,20,32,52,792,575,Normal
'Medial Femur of Nor_38.jpg',412,749,696,42,1311,34,35,32,1964,93,77,3,52,71,43,46,1537,0,70,0,3,52,27,3,70,67,32,896,0,0,0,25,37,39,725,558,Normal
'Medial Femur of Nor_39.jpg',390,707,645,89,1338,26,47,54,1721,106,77,4,59,75,67,73,1571,0,76,3,1,34,40,0,58,68,38,1036,0,0,2,22,41,33,682,618,Normal
'Medial Femur of Nor_4.jpg',378,702,670,77,1394,22,46,56,1788,82,68,4,44,99,48,63,1619,0,71,0,1,26,40,1,61,61,37,969,0,1,0,23,34,38,680,598,Normal
'Medial Femur of Nor_5.jpg',413,683,699,51,1403,30,31,25,1976,71,56,2,43,67,58,53,1563,2,62,2,1,44,34,1,69,71,41,954,0,1,1,36,43,40,618,557,Normal
'Medial Femur of Nor_6.jpg',432,794,683,73,1260,32,36,45,1864,122,68,8,55,82,52,55,1488,1,71,0,0,31,26,1,65,50,31,885,0,2,2,28,39,53,771,596,Normal
'Medial Femur of Nor_7.jpg',364,704,622,69,1315,32,33,35,1949,76,69,9,58,75,46,58,1778,0,58,0,1,36,28,3,48,58,39,954,0,0,0,18,43,32,632,559,Normal
'Medial Femur of Nor_8.jpg',413,764,698,80,1236,35,44,39,1842,78,76,5,71,74,55,58,1516,3,81,3,0,32,28,2,66,55,54,919,0,6,1,25,44,28,760,610,Normal
'Medial Femur of Nor_9.jpg',390,793,675,66,1357,28,39,50,1740,98,72,5,63,76,58,52,1480,0,66,1,3,39,32,0,73,50,39,974,0,0,0,21,42,49,741,629,Normal
