@relation 'LBP_hf Tibia Literal ROI '

@attribute File {'Literal Tibia of Normal_1.jpg','Literal Tibia of Normal_10.jpg','Literal Tibia of Normal_11.jpg','Literal Tibia of Normal_12.jpg','Literal Tibia of Normal_13.jpg','Literal Tibia of Normal_14.jpg','Literal Tibia of Normal_15.jpg','Literal Tibia of Normal_16.jpg','Literal Tibia of Normal_17.jpg','Literal Tibia of Normal_18.jpg','Literal Tibia of Normal_19.jpg','Literal Tibia of Normal_2.jpg','Literal Tibia of Normal_20.jpg','Literal Tibia of Normal_21.jpg','Literal Tibia of Normal_22.jpg','Literal Tibia of Normal_23.jpg','Literal Tibia of Normal_24.jpg','Literal Tibia of Normal_25.jpg','Literal Tibia of Normal_26.jpg','Literal Tibia of Normal_27.jpg','Literal Tibia of Normal_28.jpg','Literal Tibia of Normal_29.jpg','Literal Tibia of Normal_3.jpg','Literal Tibia of Normal_30.jpg','Literal Tibia of Normal_31.jpg','Literal Tibia of Normal_32.jpg','Literal Tibia of Normal_33.jpg','Literal Tibia of Normal_34.jpg','Literal Tibia of Normal_35.jpg','Literal Tibia of Normal_36.jpg','Literal Tibia of Normal_37.jpg','Literal Tibia of Normal_38.jpg','Literal Tibia of Normal_39.jpg','Literal Tibia of Normal_4.jpg','Literal Tibia of Normal_40.jpg','Literal Tibia of Normal_41.jpg','Literal Tibia of Normal_42.jpg','Literal Tibia of Normal_43.jpg','Literal Tibia of Normal_44.jpg','Literal Tibia of Normal_45.jpg','Literal Tibia of Normal_46.jpg','Literal Tibia of Normal_47.jpg','Literal Tibia of Normal_48.jpg','Literal Tibia of Normal_49.jpg','Literal Tibia of Normal_5.jpg','Literal Tibia of Normal_50.jpg','Literal Tibia of Normal_51.jpg','Literal Tibia of Normal_52.jpg','Literal Tibia of Normal_53.jpg','Literal Tibia of Normal_54.jpg','Literal Tibia of Normal_55.jpg','Literal Tibia of Normal_56.jpg','Literal Tibia of Normal_57.jpg','Literal Tibia of Normal_58.jpg','Literal Tibia of Normal_59.jpg','Literal Tibia of Normal_6.jpg','Literal Tibia of Normal_60.jpg','Literal Tibia of Normal_61.jpg','Literal Tibia of Normal_62.jpg','Literal Tibia of Normal_63.jpg','Literal Tibia of Normal_7.jpg','Literal Tibia of Normal_8.jpg','Literal Tibia of Normal_9.jpg','Literal Tibia of OA_1.jpg','Literal Tibia of OA_10.jpg','Literal Tibia of OA_11.jpg','Literal Tibia of OA_12.jpg','Literal Tibia of OA_13.jpg','Literal Tibia of OA_14.jpg','Literal Tibia of OA_15.jpg','Literal Tibia of OA_16.jpg','Literal Tibia of OA_17.jpg','Literal Tibia of OA_18.jpg','Literal Tibia of OA_19.jpg','Literal Tibia of OA_2.jpg','Literal Tibia of OA_20.jpg','Literal Tibia of OA_21.jpg','Literal Tibia of OA_22.jpg','Literal Tibia of OA_23.jpg','Literal Tibia of OA_24.jpg','Literal Tibia of OA_25.jpg','Literal Tibia of OA_26.jpg','Literal Tibia of OA_27.jpg','Literal Tibia of OA_28.jpg','Literal Tibia of OA_29.jpg','Literal Tibia of OA_3.jpg','Literal Tibia of OA_30.jpg','Literal Tibia of OA_31.jpg','Literal Tibia of OA_32.jpg','Literal Tibia of OA_33.jpg','Literal Tibia of OA_34.jpg','Literal Tibia of OA_35.jpg','Literal Tibia of OA_36.jpg','Literal Tibia of OA_37.jpg','Literal Tibia of OA_38.jpg','Literal Tibia of OA_39.jpg','Literal Tibia of OA_4.jpg','Literal Tibia of OA_40.jpg','Literal Tibia of OA_41.jpg','Literal Tibia of OA_42.jpg','Literal Tibia of OA_43.jpg','Literal Tibia of OA_44.jpg','Literal Tibia of OA_45.jpg','Literal Tibia of OA_46.jpg','Literal Tibia of OA_47.jpg','Literal Tibia of OA_48.jpg','Literal Tibia of OA_49.jpg','Literal Tibia of OA_5.jpg','Literal Tibia of OA_50.jpg','Literal Tibia of OA_51.jpg','Literal Tibia of OA_52.jpg','Literal Tibia of OA_53.jpg','Literal Tibia of OA_54.jpg','Literal Tibia of OA_55.jpg','Literal Tibia of OA_56.jpg','Literal Tibia of OA_57.jpg','Literal Tibia of OA_58.jpg','Literal Tibia of OA_59.jpg','Literal Tibia of OA_6.jpg','Literal Tibia of OA_60.jpg','Literal Tibia of OA_61.jpg','Literal Tibia of OA_62.jpg','Literal Tibia of OA_63.jpg','Literal Tibia of OA_64.jpg','Literal Tibia of OA_65.jpg','Literal Tibia of OA_66.jpg','Literal Tibia of OA_67.jpg','Literal Tibia of OA_68.jpg','Literal Tibia of OA_7.jpg','Literal Tibia of OA_8.jpg','Literal Tibia of OA_9.jpg'}
@attribute LBP_hf_1 numeric
@attribute LBP_hf_2 numeric
@attribute LBP_hf_3 numeric
@attribute LBP_hf_4 numeric
@attribute LBP_hf_5 numeric
@attribute LBP_hf_6 numeric
@attribute LBP_hf_7 numeric
@attribute LBP_hf_8 numeric
@attribute LBP_hf_9 numeric
@attribute LBP_hf_10 numeric
@attribute LBP_hf_11 numeric
@attribute LBP_hf_12 numeric
@attribute LBP_hf_13 numeric
@attribute LBP_hf_14 numeric
@attribute LBP_hf_15 numeric
@attribute LBP_hf_16 numeric
@attribute LBP_hf_17 numeric
@attribute LBP_hf_18 numeric
@attribute LBP_hf_19 numeric
@attribute LBP_hf_20 numeric
@attribute LBP_hf_21 numeric
@attribute LBP_hf_22 numeric
@attribute LBP_hf_23 numeric
@attribute LBP_hf_24 numeric
@attribute LBP_hf_25 numeric
@attribute LBP_hf_26 numeric
@attribute LBP_hf_27 numeric
@attribute LBP_hf_28 numeric
@attribute LBP_hf_29 numeric
@attribute LBP_hf_30 numeric
@attribute LBP_hf_31 numeric
@attribute LBP_hf_32 numeric
@attribute LBP_hf_33 numeric
@attribute LBP_hf_34 numeric
@attribute LBP_hf_35 numeric
@attribute LBP_hf_36 numeric
@attribute LBP_hf_37 numeric
@attribute LBP_hf_38 numeric
@attribute class {Nor,OA}

@data
'Literal Tibia of Normal_44.jpg',0.0706,0.00111,0.022,0.00109,0.0645,0.0661,0.00224,0.00671,0.000645,0.00347,0.14,0.000478,0.0163,0.00177,0.052,0.194,0.00685,0.0671,0.00724,0.0351,0.168,0.00269,0.0271,0.00344,0.00551,0.102,0.00319,0.00782,0.00536,0.00051,0.0643,0.00202,0.0216,0.0011,0.0408,0.0365,0.0592,0.0996,Nor
'Literal Tibia of Normal_45.jpg',0.0739,0.00133,0.0379,0.00186,0.068,0.0603,0.000536,0.00461,0.00198,0.00214,0.136,0.00555,0.022,0.0048,0.0424,0.199,0.00649,0.0829,0.00353,0.0117,0.17,0.00285,0.0429,0.00118,0.0231,0.103,0.00542,0.0147,0.00284,0.00347,0.0688,0.0044,0.0251,0.00364,0.0435,0.0342,0.0565,0.0996,Nor
'Literal Tibia of Normal_46.jpg',0.07,0.0029,0.0282,0.0023,0.0626,0.0745,0.00197,0.0104,0.00058,0.000204,0.145,0.00312,0.0167,0.00401,0.0448,0.193,0.00504,0.0615,0.00923,0.0122,0.159,0.00459,0.0271,0.00479,0.00724,0.0959,0.00138,0.0105,0.00331,0.00204,0.0702,0.00145,0.0268,0.00339,0.0443,0.0376,0.0601,0.0948,Nor
'Literal Tibia of Normal_47.jpg',0.0792,0.00319,0.0277,0.00315,0.0716,0.0663,0.00277,0.00864,0.00346,0.00286,0.135,0.00283,0.0212,0.00189,0.0374,0.178,0.00125,0.0633,0.00119,0.0112,0.159,0.00499,0.0376,0.0045,0.0184,0.0989,0.00237,0.0104,0.00542,0.00112,0.0747,0.00174,0.02,0.00242,0.0463,0.0412,0.0652,0.102,Nor
'Literal Tibia of Normal_48.jpg',0.0713,0.00198,0.034,0.00198,0.0652,0.0674,0.00216,0.00557,0.00241,0.000918,0.137,0.000488,0.013,0.00224,0.0373,0.196,0.00962,0.0655,0.00214,0.0216,0.168,0.00208,0.0353,0.00257,0.0246,0.0926,0.00133,0.0105,0.00169,0.0051,0.0725,0.00172,0.0269,0.0015,0.0491,0.0384,0.0586,0.0985,Nor
'Literal Tibia of Normal_49.jpg',0.0688,0.000639,0.0174,0.00265,0.0573,0.0763,0.00094,0.00795,0.00165,0.00714,0.146,0.00694,0.0123,0.00544,0.054,0.179,0.00407,0.046,0.00603,0.00571,0.165,0.00744,0.0264,0.0026,0.00684,0.101,0.00342,0.0084,0.00241,0.00173,0.0713,0.00301,0.0171,0.000855,0.0438,0.0374,0.0586,0.0965,Nor
'Literal Tibia of Normal_5.jpg',0.0939,0.0026,0.0469,0.00114,0.0845,0.0691,0.00225,0.00976,0.00142,0.00112,0.116,0.00211,0.00992,0.00567,0.0395,0.135,0.0012,0.0386,0.00362,0.00541,0.127,0.00156,0.0213,0.0051,0.0152,0.0914,0.00548,0.0124,0.00171,0.000408,0.094,0.00173,0.0435,0.00267,0.0632,0.0562,0.0823,0.135,Nor
'Literal Tibia of Normal_50.jpg',0.0741,0.00183,0.0186,0.0013,0.0655,0.0675,0.000998,0.00512,0.00195,0.00245,0.151,0.00199,0.0166,0.00171,0.0463,0.18,0.00402,0.0481,0.00281,0.00775,0.154,0.000409,0.0298,0.00272,0.0169,0.103,0.00297,0.00463,0.00209,0.00051,0.0758,0.00354,0.0208,0.00248,0.045,0.0355,0.0595,0.1,Nor
'Literal Tibia of Normal_51.jpg',0.0939,0.00269,0.0408,0.0035,0.0865,0.0602,0.00109,0.00738,0.00166,0.000816,0.115,0.00451,0.0138,0.00174,0.0437,0.167,0.00122,0.0468,0.0104,0.0113,0.141,0.00379,0.0284,0.00358,0.0246,0.101,0.0035,0.00462,0.000452,0.00184,0.089,0.00275,0.0381,0.00316,0.0606,0.0429,0.0757,0.115,Nor
'Literal Tibia of Normal_52.jpg',0.0704,0.00118,0.0145,0.00156,0.0622,0.0679,0.00134,0.0089,0.00279,0.00541,0.138,0.00423,0.00626,0.00407,0.0467,0.174,0.0046,0.0132,0.00031,0.00316,0.157,0.00482,0.00835,0.00184,0.0246,0.107,0.00424,0.00848,0.00204,0.00724,0.0728,0.00235,0.0176,0.00419,0.0455,0.0385,0.0693,0.105,Nor
'Literal Tibia of Normal_53.jpg',0.115,0.00603,0.0729,0.00611,0.103,0.069,0.00277,0.0117,0.00164,0.00143,0.0976,0.0034,0.0113,0.00639,0.0323,0.117,0.00256,0.0451,0.00152,0.00265,0.102,0.00457,0.0212,0.00542,0.00347,0.092,0.00623,0.0164,0.00154,0,0.108,0.00631,0.059,0.00604,0.0774,0.0647,0.0917,0.143,Nor
'Literal Tibia of Normal_54.jpg',0.0732,0.00252,0.0128,0.00291,0.0674,0.065,0.00113,0.00528,0.00217,0.00439,0.141,0.00179,0.0102,0.00312,0.05,0.179,0.000694,0.0185,0.00182,0.000612,0.172,0.00443,0.0165,0.00178,0.0182,0.105,0.00232,0.0114,0.00355,0.000714,0.0698,0.00314,0.0048,0.000417,0.0418,0.0358,0.0601,0.0986,Nor
'Literal Tibia of Normal_55.jpg',0.0886,0.0023,0.0217,0.00258,0.079,0.075,0.00511,0.006,0.00249,0.000714,0.113,0.00126,0.00354,0.00273,0.0424,0.133,0.00669,0.00413,0.00247,0.00347,0.133,0.00571,0.00267,0.00287,0.0103,0.0982,0.00729,0.00867,0.00377,0.000408,0.0904,0.00375,0.0231,0.00337,0.0582,0.0532,0.0801,0.135,Nor
'Literal Tibia of Normal_56.jpg',0.0931,0.00338,0.0451,0.00313,0.0857,0.0638,0.00421,0.00618,0.0032,0.005,0.121,0.00376,0.0131,0.00308,0.0467,0.148,0.00356,0.0456,0.000873,0.00653,0.137,0.00361,0.0299,0.00295,0.0237,0.1,0.00678,0.00844,0.000688,0.00112,0.0899,0.00254,0.0359,0.00188,0.0583,0.0452,0.0795,0.123,Nor
'Literal Tibia of Normal_57.jpg',0.112,0.00257,0.057,0.00215,0.092,0.072,0.00327,0.00924,0.00164,0.00224,0.0856,0.00101,0.00481,0.00138,0.0221,0.0923,0.00468,0.0247,0.00379,0.000102,0.0905,0.000674,0.00715,0.00219,0.00928,0.0868,0.00199,0.0117,0.00329,0.00051,0.115,0.00149,0.0565,0.00113,0.0795,0.08,0.0958,0.17,Nor
'Literal Tibia of Normal_58.jpg',0.0665,0.00256,0.0218,0.00301,0.0596,0.0667,0.000888,0.00446,0.00361,0.000612,0.146,0.00211,0.0176,0.00386,0.0362,0.19,0.00223,0.0516,0.0114,0.00398,0.164,0.00349,0.0276,0.00262,0.0144,0.104,0.00286,0.00865,0.00336,0.00265,0.065,0.000928,0.0173,0.000862,0.0432,0.0401,0.0592,0.0984,Nor
'Literal Tibia of Normal_59.jpg',0.103,0.000946,0.0608,0.000434,0.0953,0.0695,0.00596,0.0086,0.000256,0.000714,0.112,0.00397,0.00594,0.0028,0.0413,0.123,0.00643,0.0354,0.00296,0.00765,0.122,0.00639,0.0165,0.000798,0.0105,0.0932,0.00365,0.014,0.000909,0.00051,0.108,0.00218,0.0513,0.000898,0.0736,0.0544,0.0827,0.132,Nor
'Literal Tibia of Normal_6.jpg',0.0762,0.00063,0.0335,0.00121,0.0683,0.0718,0.00601,0.00813,0.00283,0.00408,0.137,0.00436,0.0226,0.00251,0.0497,0.191,0.00251,0.0729,0.000699,0.0285,0.155,0.00679,0.0341,0.00291,0.00959,0.1,0.00192,0.0117,0.000653,0.000816,0.0744,0.0013,0.0264,0.0037,0.0489,0.0373,0.0613,0.0957,Nor
'Literal Tibia of Normal_60.jpg',0.0878,0.00212,0.0187,0.00219,0.0813,0.0715,0.00183,0.00873,0.00397,0.000102,0.123,0.00364,0.0108,0.00209,0.0344,0.14,0.00119,0.00884,0.0023,0.00704,0.143,0.00676,0.0158,0.00248,0.0099,0.103,0.00167,0.0134,0.00167,0.00255,0.0875,0.00188,0.021,0.00252,0.0614,0.0486,0.075,0.121,Nor
'Literal Tibia of Normal_61.jpg',0.0711,0.00387,0.0117,0.00316,0.065,0.0672,0.00222,0.00359,0.00329,0.000714,0.148,0.00412,0.00597,0.00173,0.062,0.168,0.00424,0.00496,0.00899,0.00204,0.16,0.00486,0.00948,0.00285,0.00867,0.105,0.00156,0.003,0.00333,0.00326,0.0707,0.00218,0.00167,0.00238,0.0432,0.0397,0.0683,0.102,Nor
'Literal Tibia of Normal_62.jpg',0.072,0.00419,0.0147,0.00378,0.0684,0.0605,0.00208,0.00269,0.00199,0.00704,0.14,0.00194,0.0143,0.0026,0.0545,0.195,0.00679,0.0473,0.00614,0.00714,0.17,0.0064,0.0317,0.00511,0.0287,0.102,0.000777,0.00468,0.00475,0.00316,0.0704,0.000515,0.0109,0.00183,0.0359,0.0335,0.0626,0.0933,Nor
'Literal Tibia of Normal_63.jpg',0.0771,0.00296,0.0314,0.0026,0.0698,0.0695,0.00338,0.00646,0.00231,0.00378,0.128,0.0027,0.0213,0.00115,0.0442,0.19,0.00192,0.0748,0.00248,0.00102,0.161,0.00257,0.0415,0.00251,0.0145,0.0965,0.00215,0.0074,0.00115,0.00265,0.0762,0.00388,0.0326,0.00524,0.0481,0.0382,0.0614,0.103,Nor
'Literal Tibia of Normal_7.jpg',0.0725,0.00301,0.025,0.00401,0.0638,0.071,0.00355,0.00619,0.00248,0.000101,0.142,0.00677,0.0205,0.00557,0.0416,0.183,0.00342,0.0628,0.0105,0.00182,0.159,0.00558,0.0289,0.00461,0.0138,0.103,0.00254,0.00679,0.00219,0.00253,0.0675,0.00309,0.0206,0.000648,0.0432,0.0397,0.0637,0.0975,Nor
'Literal Tibia of Normal_8.jpg',0.0731,0.00175,0.0283,0.0016,0.0667,0.0677,0.00241,0.00434,0.00208,0.000204,0.134,0.00385,0.0157,0.000928,0.0395,0.176,0.00559,0.0579,0.00614,0.00439,0.162,0.00252,0.0359,0.00105,0.0152,0.1,0.000456,0.0098,0.00238,0.00255,0.075,0.00165,0.0247,0.000361,0.0479,0.0441,0.0619,0.107,Nor
'Literal Tibia of Normal_9.jpg',0.0762,0.00252,0.0259,0.00211,0.0683,0.0715,0.00298,0.00379,0.00281,0.00173,0.136,0.00184,0.014,0.00101,0.0403,0.173,0.00747,0.0543,0.00539,0.00275,0.158,0.00209,0.0305,0.00433,0.0117,0.102,0.00321,0.00682,0.00224,0.00561,0.0747,0.00239,0.0286,0.00265,0.0514,0.0418,0.0634,0.104,Nor
'Literal Tibia of OA_1.jpg',0.0753,0.00202,0.0381,0.0016,0.0686,0.0639,0.000833,0.0098,0.00279,0.00265,0.14,0.00392,0.0211,0.00341,0.0434,0.203,0.0066,0.0854,0.00839,0.0195,0.162,0.00709,0.0406,0.00308,0.0259,0.0935,0.0036,0.0172,0.000429,0.00388,0.0747,0.00198,0.0344,0.00233,0.0496,0.0335,0.0616,0.0927,OA
'Literal Tibia of OA_10.jpg',0.0654,0.0039,0.0191,0.00311,0.0613,0.055,0.00334,0.00345,0.00417,0.000306,0.13,0.00544,0.0182,0.00467,0.0629,0.22,0.00342,0.072,0.00491,0.0279,0.184,0.000679,0.0404,0.00548,0.0434,0.0987,0.007,0.00633,0.00568,0.00173,0.0649,0.00706,0.0186,0.00579,0.0259,0.0255,0.0644,0.0919,OA
'Literal Tibia of OA_11.jpg',0.0768,0.00126,0.0301,0.000633,0.067,0.0744,0.00351,0.00587,0.0018,0.000306,0.141,0.00289,0.0155,0.00195,0.0325,0.175,0.00264,0.0608,0.00348,0.00643,0.146,0.00489,0.0257,0.00256,0.00408,0.0971,0.00332,0.0126,0.0012,0.00265,0.0786,0.00308,0.0296,0.00264,0.0516,0.044,0.061,0.106,OA
'Literal Tibia of OA_12.jpg',0.0657,0.00134,0.0091,0.00144,0.0594,0.0674,0.00387,0.00391,0.0049,0.00398,0.148,0.00308,0.00988,0.00219,0.0574,0.197,0.00522,0.0357,0.00443,0.0103,0.174,0.00443,0.0145,0.00191,0.0117,0.103,0.00346,0.00437,0.00364,0.00122,0.0638,0.00196,0.00726,0.00069,0.0381,0.0333,0.0574,0.0903,OA
'Literal Tibia of OA_13.jpg',0.0611,0.00283,0.0181,0.0023,0.0558,0.0599,0.00167,0.00313,0.00246,0.000918,0.148,0.00403,0.0183,0.00256,0.046,0.213,0.00595,0.0572,0.00489,0.0212,0.174,0.00535,0.035,0.00232,0.0233,0.101,0.000801,0.00776,0.00313,0.00143,0.0614,0.00301,0.0107,0.00291,0.0324,0.0335,0.0568,0.0903,OA
'Literal Tibia of OA_14.jpg',0.0664,0.000062,0.0202,0.000689,0.0568,0.0738,0.00192,0.00726,0.00173,0.00194,0.151,0.00549,0.0124,0.00466,0.0404,0.193,0.00302,0.0435,0.00745,0.0193,0.159,0.00466,0.0222,0.00216,0.00133,0.0931,0.00334,0.0119,0.00309,0.000612,0.0718,0.00303,0.0213,0.00241,0.0459,0.0414,0.0572,0.0928,OA
'Literal Tibia of OA_15.jpg',0.0677,0.00233,0.0169,0.00252,0.0602,0.0706,0.00176,0.00669,0.00328,0.00122,0.142,0.00287,0.0123,0.00308,0.0515,0.183,0.00465,0.064,0.00495,0.017,0.153,0.0057,0.03,0.00281,0.00959,0.101,0.00239,0.0107,0.00155,0.00143,0.0712,0.00125,0.0194,0.003,0.0418,0.0405,0.0668,0.103,OA
'Literal Tibia of OA_16.jpg',0.077,0.000529,0.0213,0.00151,0.0632,0.0812,0.00406,0.00546,0.00161,0.00265,0.134,0.0069,0.0145,0.00183,0.039,0.159,0.00614,0.0369,0.00333,0.00194,0.15,0.00277,0.0164,0.00116,0.00439,0.0961,0.00232,0.00607,0.00389,0,0.0762,0.0028,0.0217,0.00294,0.0536,0.0474,0.0677,0.112,OA
'Literal Tibia of OA_17.jpg',0.0551,0.00236,0.00634,0.00259,0.0506,0.0632,0.00431,0.00133,0.00295,0.00153,0.148,0.00349,0.0212,0.00171,0.0475,0.244,0.00786,0.0552,0.00815,0.00245,0.183,0.00596,0.0291,0.000839,0.0239,0.0949,0.00637,0.00555,0.00351,0.00184,0.0567,0.00409,0.00786,0.00321,0.03,0.0292,0.048,0.078,OA
'Literal Tibia of OA_18.jpg',0.0772,0.00269,0.0399,0.00208,0.0707,0.0709,0.00323,0.00952,0.000928,0.00316,0.133,0.0059,0.0237,0.00293,0.0307,0.201,0.00111,0.0897,0.00689,0.029,0.157,0.00667,0.0373,0.000544,0.0161,0.0932,0.00618,0.0118,0.00105,0.00051,0.0721,0.00274,0.0337,0.00396,0.0474,0.0376,0.0592,0.0995,OA
'Literal Tibia of OA_19.jpg',0.0698,0.00254,0.017,0.00211,0.0633,0.0711,0.00369,0.00178,0.0017,0.000918,0.137,0.000326,0.0216,0.000934,0.046,0.196,0.00621,0.0723,0.00594,0.0411,0.163,0.00528,0.0336,0.00548,0.0157,0.102,0.00346,0.00406,0.00267,0.000714,0.0701,0.00331,0.0151,0.000449,0.0419,0.0374,0.0582,0.0954,OA
'Literal Tibia of OA_2.jpg',0.069,0.00244,0.0217,0.00232,0.0647,0.0605,0.00078,0.00752,0.00317,0.00153,0.143,0.0068,0.013,0.00271,0.0551,0.202,0.00366,0.066,0.00165,0.000918,0.167,0.00606,0.0333,0.00487,0.0325,0.103,0.00174,0.00748,0.00368,0.000918,0.072,0.00413,0.0217,0.00238,0.041,0.0318,0.0601,0.0906,OA
'Literal Tibia of OA_20.jpg',0.069,0.000425,0.0296,0.000807,0.0653,0.0645,0.00128,0.00731,0.00305,0.00408,0.135,0.00409,0.021,0.00318,0.0414,0.209,0.00576,0.0884,0.00377,0.0188,0.167,0.00363,0.0476,0.00719,0.0281,0.0926,0.0032,0.00711,0.00134,0.00388,0.0674,0.00237,0.0273,0.00321,0.0452,0.0348,0.0603,0.1,OA
'Literal Tibia of OA_21.jpg',0.223,0.00339,0.211,0.00336,0.22,0.0441,0.00184,0.0216,0.00126,0.00429,0.0537,0.000781,0.00636,0.00116,0.0163,0.0527,0.00335,0.0183,0.00348,0.00173,0.0618,0.00269,0.0124,0.00177,0.00939,0.0545,0.00251,0.0228,0.00107,0.00571,0.217,0.00543,0.208,0.00531,0.211,0.054,0.0933,0.146,OA
'Literal Tibia of OA_22.jpg',0.0806,0.00318,0.0205,0.00278,0.0706,0.0714,0.00315,0.00712,0.00126,0.00286,0.129,0.00494,0.0167,0.00456,0.0272,0.169,0.00271,0.05,0.01,0.0219,0.14,0.00389,0.0203,0.00267,0.00378,0.0931,0.00392,0.00375,0.00368,0.0049,0.0828,0.00107,0.0205,0.00168,0.0524,0.0491,0.0702,0.115,OA
'Literal Tibia of OA_23.jpg',0.0706,0.0012,0.0126,0.00109,0.0651,0.0686,0.00164,0.00235,0.0021,0.00102,0.139,0.00202,0.0131,0.000942,0.0567,0.181,0.0049,0.0472,0.00667,0.0159,0.159,0.00405,0.0257,0.00283,0.0189,0.101,0.00258,0.00332,0.00319,0,0.0706,0.00387,0.0133,0.00207,0.038,0.0379,0.0669,0.105,OA
'Literal Tibia of OA_24.jpg',0.0749,0.0049,0.0159,0.00431,0.0675,0.0664,0.00267,0.00535,0.00267,0.000306,0.141,0.00485,0.0172,0.00314,0.0497,0.168,0.0043,0.0448,0.00142,0.0161,0.157,0.00319,0.0258,0.00188,0.0151,0.106,0.000322,0.00592,0.000777,0.00326,0.0737,0.00358,0.0154,0.00149,0.0431,0.0405,0.0671,0.107,OA
'Literal Tibia of OA_25.jpg',0.0713,0.00108,0.0332,0.00194,0.0632,0.0727,0.00385,0.00558,0.0015,0.00112,0.145,0.00343,0.015,0.00216,0.0487,0.195,0.00152,0.0694,0.00657,0.00673,0.159,0.00445,0.0313,0.00327,0.000612,0.0974,0.00524,0.00845,0.00207,0.000918,0.0726,0.00583,0.0274,0.00726,0.0482,0.0357,0.0567,0.0942,OA
'Literal Tibia of OA_26.jpg',0.0549,0.000635,0.0107,0.0016,0.0486,0.0571,0.00387,0.0054,0.000931,0.00204,0.154,0.00884,0.0154,0.00374,0.0625,0.227,0.0105,0.055,0.0157,0.0207,0.189,0.0124,0.0301,0.00953,0.03,0.1,0.00459,0.00397,0.00059,0.00133,0.0565,0.0015,0.0101,0.0013,0.0257,0.0262,0.0545,0.0799,OA
'Literal Tibia of OA_27.jpg',0.0655,0.00122,0.0157,0.000774,0.0602,0.0589,0.0038,0.00225,0.00672,0.00459,0.148,0.00246,0.0127,0.00352,0.0657,0.205,0.00759,0.0459,0.00708,0.0125,0.181,0.00492,0.0239,0.00544,0.0293,0.103,0.00556,0.00488,0.00219,0.00102,0.0611,0.00024,0.0128,0.000767,0.0334,0.0259,0.062,0.0891,OA
'Literal Tibia of OA_28.jpg',0.0712,0.00302,0.00101,0.00319,0.0653,0.0697,0.00162,0.00156,0.00368,0.00378,0.143,0.00686,0.0119,0.00366,0.0465,0.196,0.00779,0.0374,0.00858,0.00898,0.169,0.00346,0.0164,0.00755,0.0121,0.0976,0.000931,0.00398,0.00369,0.000714,0.0643,0.00174,0.00165,0.000198,0.041,0.0352,0.0584,0.0958,OA
'Literal Tibia of OA_29.jpg',0.0536,0.000324,0.0139,0.00108,0.0501,0.0524,0.00178,0.00188,0.00253,0.000204,0.149,0.00247,0.0107,0.00163,0.0665,0.226,0.0101,0.0533,0.00265,0.0264,0.201,0.00256,0.0214,0.00374,0.04,0.102,0.00195,0.00612,0.00446,0.000918,0.0561,0.00122,0.011,0.000221,0.0224,0.0249,0.0559,0.0786,OA
'Literal Tibia of OA_3.jpg',0.0736,0.00121,0.013,0.00244,0.067,0.0659,0.00554,0.00231,0.00255,0.00204,0.139,0.00476,0.00739,0.00476,0.0564,0.168,0.0058,0.0365,0.00341,0.000204,0.164,0.00411,0.0241,0.00486,0.0231,0.106,0.00579,0.00366,0.00492,0.00235,0.0732,0.00102,0.0156,0.0042,0.0436,0.0343,0.069,0.108,OA
'Literal Tibia of OA_30.jpg',0.0542,0.00186,0.0121,0.00152,0.0507,0.05,0.00374,0.00159,0.00133,0.00184,0.147,0.0031,0.0115,0.000962,0.0684,0.216,0.00497,0.054,0.00728,0.00449,0.195,0.00309,0.0419,0.002,0.0625,0.101,0.0032,0.00318,0.00571,0.00122,0.06,0.000048,0.00716,0.00127,0.0153,0.0227,0.0667,0.0883,OA
'Literal Tibia of OA_31.jpg',0.0585,0.00174,0.0038,0.00177,0.0532,0.0676,0.00232,0.00123,0.00405,0.00724,0.15,0.00422,0.00809,0.00376,0.0539,0.213,0.00917,0.0224,0.00459,0.00398,0.181,0.00797,0.0128,0.00163,0.0257,0.106,0.00838,0.00205,0.0026,0.00765,0.0589,0.0025,0.000421,0.00097,0.0319,0.0282,0.0533,0.0847,OA
'Literal Tibia of OA_32.jpg',0.0652,0.00144,0.000549,0.00107,0.0556,0.0693,0.003,0.00204,0.00182,0.0052,0.155,0.00126,0.0171,0.00411,0.0481,0.193,0.00545,0.0323,0.00669,0.00112,0.166,0.00533,0.021,0.00259,0.0099,0.0987,0.00419,0.0073,0.00515,0.000918,0.0669,0.00246,0.00725,0.00199,0.0406,0.0386,0.0567,0.0915,OA
'Literal Tibia of OA_33.jpg',0.0652,0.00152,0.0189,0.00238,0.0583,0.0677,0.00368,0.00627,0.00126,0.00224,0.141,0.00155,0.0268,0.00166,0.0524,0.205,0.00662,0.0746,0.00518,0.0473,0.162,0.0032,0.0305,0.00354,0.0051,0.1,0.000625,0.00544,0.00096,0.000306,0.0669,0.000488,0.0155,0.00118,0.0365,0.0382,0.0583,0.0957,OA
'Literal Tibia of OA_34.jpg',0.0622,0.000928,0.00379,0.00126,0.0584,0.0579,0.00181,0.00139,0.00244,0.000306,0.139,0.00517,0.00673,0.00187,0.064,0.192,0.0103,0.0257,0.00485,0.00714,0.187,0.0104,0.0177,0.00599,0.039,0.109,0.00474,0.00419,0.00263,0.00143,0.0639,0.0032,0.00357,0.00263,0.0298,0.0295,0.0672,0.0932,OA
