@relation 'LBP_ri Femur Literal ROI '

@attribute File {'Literal Femur of Normal_1.jpg','Literal Femur of Normal_10.jpg','Literal Femur of Normal_11.jpg','Literal Femur of Normal_12.jpg','Literal Femur of Normal_13.jpg','Literal Femur of Normal_14.jpg','Literal Femur of Normal_15.jpg','Literal Femur of Normal_16.jpg','Literal Femur of Normal_17.jpg','Literal Femur of Normal_18.jpg','Literal Femur of Normal_19.jpg','Literal Femur of Normal_2.jpg','Literal Femur of Normal_20.jpg','Literal Femur of Normal_21.jpg','Literal Femur of Normal_22.jpg','Literal Femur of Normal_23.jpg','Literal Femur of Normal_24.jpg','Literal Femur of Normal_25.jpg','Literal Femur of Normal_26.jpg','Literal Femur of Normal_27.jpg','Literal Femur of Normal_28.jpg','Literal Femur of Normal_29.jpg','Literal Femur of Normal_3.jpg','Literal Femur of Normal_30.jpg','Literal Femur of Normal_31.jpg','Literal Femur of Normal_32.jpg','Literal Femur of Normal_33.jpg','Literal Femur of Normal_34.jpg','Literal Femur of Normal_35.jpg','Literal Femur of Normal_36.jpg','Literal Femur of Normal_37.jpg','Literal Femur of Normal_38.jpg','Literal Femur of Normal_39.jpg','Literal Femur of Normal_4.jpg','Literal Femur of Normal_40.jpg','Literal Femur of Normal_41.jpg','Literal Femur of Normal_42.jpg','Literal Femur of Normal_43.jpg','Literal Femur of Normal_44.jpg','Literal Femur of Normal_45.jpg','Literal Femur of Normal_46.jpg','Literal Femur of Normal_47.jpg','Literal Femur of Normal_48.jpg','Literal Femur of Normal_49.jpg','Literal Femur of Normal_5.jpg','Literal Femur of Normal_50.jpg','Literal Femur of Normal_51.jpg','Literal Femur of Normal_52.jpg','Literal Femur of Normal_53.jpg','Literal Femur of Normal_54.jpg','Literal Femur of Normal_55.jpg','Literal Femur of Normal_56.jpg','Literal Femur of Normal_57.jpg','Literal Femur of Normal_58.jpg','Literal Femur of Normal_59.jpg','Literal Femur of Normal_6.jpg','Literal Femur of Normal_60.jpg','Literal Femur of Normal_61.jpg','Literal Femur of Normal_62.jpg','Literal Femur of Normal_63.jpg','Literal Femur of Normal_7.jpg','Literal Femur of Normal_8.jpg','Literal Femur of Normal_9.jpg','Literal Femur of OA_1.jpg','Literal Femur of OA_10.jpg','Literal Femur of OA_11.jpg','Literal Femur of OA_12.jpg','Literal Femur of OA_13.jpg','Literal Femur of OA_14.jpg','Literal Femur of OA_15.jpg','Literal Femur of OA_16.jpg','Literal Femur of OA_17.jpg','Literal Femur of OA_18.jpg','Literal Femur of OA_19.jpg','Literal Femur of OA_2.jpg','Literal Femur of OA_20.jpg','Literal Femur of OA_21.jpg','Literal Femur of OA_22.jpg','Literal Femur of OA_23.jpg','Literal Femur of OA_24.jpg','Literal Femur of OA_25.jpg','Literal Femur of OA_26.jpg','Literal Femur of OA_27.jpg','Literal Femur of OA_28.jpg','Literal Femur of OA_29.jpg','Literal Femur of OA_3.jpg','Literal Femur of OA_30.jpg','Literal Femur of OA_31.jpg','Literal Femur of OA_32.jpg','Literal Femur of OA_33.jpg','Literal Femur of OA_34.jpg','Literal Femur of OA_35.jpg','Literal Femur of OA_36.jpg','Literal Femur of OA_37.jpg','Literal Femur of OA_38.jpg','Literal Femur of OA_39.jpg','Literal Femur of OA_4.jpg','Literal Femur of OA_40.jpg','Literal Femur of OA_41.jpg','Literal Femur of OA_42.jpg','Literal Femur of OA_43.jpg','Literal Femur of OA_44.jpg','Literal Femur of OA_45.jpg','Literal Femur of OA_46.jpg','Literal Femur of OA_47.jpg','Literal Femur of OA_48.jpg','Literal Femur of OA_49.jpg','Literal Femur of OA_5.jpg','Literal Femur of OA_50.jpg','Literal Femur of OA_51.jpg','Literal Femur of OA_52.jpg','Literal Femur of OA_53.jpg','Literal Femur of OA_54.jpg','Literal Femur of OA_55.jpg','Literal Femur of OA_56.jpg','Literal Femur of OA_57.jpg','Literal Femur of OA_58.jpg','Literal Femur of OA_59.jpg','Literal Femur of OA_6.jpg','Literal Femur of OA_60.jpg','Literal Femur of OA_61.jpg','Literal Femur of OA_62.jpg','Literal Femur of OA_63.jpg','Literal Femur of OA_64.jpg','Literal Femur of OA_65.jpg','Literal Femur of OA_66.jpg','Literal Femur of OA_67.jpg','Literal Femur of OA_68.jpg','Literal Femur of OA_7.jpg','Literal Femur of OA_8.jpg','Literal Femur of OA_9.jpg'}
@attribute LBP_ri_1 numeric
@attribute LBP_ri_2 numeric
@attribute LBP_ri_3 numeric
@attribute LBP_ri_4 numeric
@attribute LBP_ri_5 numeric
@attribute LBP_ri_6 numeric
@attribute LBP_ri_7 numeric
@attribute LBP_ri_8 numeric
@attribute LBP_ri_9 numeric
@attribute LBP_ri_10 numeric
@attribute LBP_ri_11 numeric
@attribute LBP_ri_12 numeric
@attribute LBP_ri_13 numeric
@attribute LBP_ri_14 numeric
@attribute LBP_ri_15 numeric
@attribute LBP_ri_16 numeric
@attribute LBP_ri_17 numeric
@attribute LBP_ri_18 numeric
@attribute LBP_ri_19 numeric
@attribute LBP_ri_20 numeric
@attribute LBP_ri_21 numeric
@attribute LBP_ri_22 numeric
@attribute LBP_ri_23 numeric
@attribute LBP_ri_24 numeric
@attribute LBP_ri_25 numeric
@attribute LBP_ri_26 numeric
@attribute LBP_ri_27 numeric
@attribute LBP_ri_28 numeric
@attribute LBP_ri_29 numeric
@attribute LBP_ri_30 numeric
@attribute LBP_ri_31 numeric
@attribute LBP_ri_32 numeric
@attribute LBP_ri_33 numeric
@attribute LBP_ri_34 numeric
@attribute LBP_ri_35 numeric
@attribute LBP_ri_36 numeric
@attribute class {Nor,OA}

@data
'Literal Femur of OA_30.jpg',302,589,577,65,1424,23,42,26,2056,71,57,3,69,67,56,52,1798,0,60,0,1,30,24,0,54,64,29,1046,0,1,1,27,35,29,590,533,OA
'Literal Femur of OA_31.jpg',323,639,595,57,1410,23,42,46,2298,74,40,6,34,62,47,36,1736,0,62,2,2,42,25,2,42,49,32,934,0,3,3,25,39,30,574,467,OA
'Literal Femur of OA_32.jpg',521,800,742,78,1246,53,56,42,1483,65,76,5,52,96,71,61,1445,4,96,3,1,47,35,3,64,66,45,934,0,2,4,34,64,38,792,677,OA
'Literal Femur of OA_33.jpg',341,699,688,74,1324,27,32,53,1915,72,60,1,45,64,49,71,1661,3,48,4,2,37,40,2,65,55,29,1004,0,0,2,27,30,44,662,571,OA
'Literal Femur of OA_34.jpg',328,645,616,92,1357,23,46,52,1667,91,78,5,59,64,50,61,1700,1,80,1,1,39,24,2,54,62,33,1096,0,2,1,24,39,39,696,673,OA
'Literal Femur of OA_35.jpg',276,593,604,43,1485,19,27,37,2285,63,59,1,50,65,45,43,1822,0,58,1,1,30,31,0,52,45,32,895,0,0,1,18,34,29,546,511,OA
'Literal Femur of OA_36.jpg',282,539,644,44,1601,13,27,28,2435,49,39,3,46,45,36,45,1711,1,55,1,1,25,33,0,46,49,37,892,0,0,0,22,44,28,537,443,OA
'Literal Femur of OA_37.jpg',463,760,702,90,1320,35,53,55,1488,83,70,2,67,78,64,70,1381,3,75,4,3,43,29,4,77,93,47,1035,0,0,3,24,50,34,801,695,OA
'Literal Femur of OA_38.jpg',501,803,734,70,1301,40,52,46,1622,75,60,0,48,79,66,65,1411,2,58,4,1,53,33,2,67,81,51,935,0,0,4,38,46,58,766,629,OA
'Literal Femur of OA_39.jpg',321,550,697,50,1515,24,26,25,2282,71,69,3,35,61,42,43,1710,3,62,1,1,29,24,1,53,50,37,891,0,2,0,17,28,23,584,471,OA
'Literal Femur of OA_4.jpg',382,717,637,64,1301,37,51,55,1777,82,71,5,68,80,63,65,1548,1,79,1,2,35,44,0,57,64,32,988,0,1,2,16,54,30,754,638,OA
'Literal Femur of OA_40.jpg',287,590,600,59,1491,20,41,44,2065,64,58,8,55,46,37,57,1709,1,64,2,1,28,27,1,50,50,38,991,0,1,3,27,55,28,601,602,OA
'Literal Femur of OA_41.jpg',392,750,631,80,1333,32,46,50,1794,87,82,4,53,49,53,57,1569,0,79,0,1,36,31,1,64,56,43,1015,0,2,4,18,58,38,710,583,OA
'Literal Femur of OA_42.jpg',358,719,618,61,1322,29,38,43,1862,103,71,6,47,80,45,54,1616,0,63,3,1,33,28,2,66,57,41,1032,0,2,1,15,43,40,673,629,OA
'Literal Femur of OA_43.jpg',406,695,740,66,1466,26,49,54,1765,57,69,6,61,62,70,59,1493,0,62,1,0,38,42,0,56,65,51,980,0,0,5,34,48,35,697,642,OA
'Literal Femur of OA_44.jpg',468,732,695,63,1317,36,41,34,1791,73,83,7,60,72,59,72,1566,1,61,0,0,35,29,0,73,69,48,942,0,1,1,28,44,36,677,587,OA
'Literal Femur of OA_45.jpg',391,789,605,79,1294,22,49,43,1732,92,74,7,53,82,63,59,1508,1,67,1,1,44,31,3,66,65,34,1043,0,1,0,20,53,40,746,643,OA
'Literal Femur of OA_46.jpg',267,577,531,59,1494,15,28,40,2292,85,49,2,62,49,45,44,1890,0,47,0,0,25,35,2,44,40,37,937,0,0,1,8,25,26,569,476,OA
'Literal Femur of OA_47.jpg',292,606,620,65,1464,15,32,40,2130,60,55,2,55,56,41,50,1711,0,54,2,0,37,27,4,50,60,39,980,0,1,2,15,34,24,634,544,OA
'Literal Femur of OA_48.jpg',383,698,714,65,1417,21,36,26,1848,70,65,7,34,90,48,69,1654,0,71,0,1,31,35,2,59,57,24,999,0,1,0,18,34,47,656,521,OA
'Literal Femur of OA_49.jpg',671,1106,665,109,918,71,48,77,1019,176,89,10,58,101,71,58,986,4,94,5,6,51,36,6,80,88,51,829,0,4,8,49,86,99,1150,922,OA
'Literal Femur of OA_5.jpg',384,778,678,82,1314,27,40,42,1612,79,83,11,75,73,63,55,1606,2,75,1,1,30,39,0,70,54,34,1022,0,0,2,16,48,33,721,651,OA
'Literal Femur of OA_50.jpg',356,802,506,94,1248,22,39,46,1392,134,78,12,79,75,64,89,1614,2,75,3,1,40,21,3,68,72,62,1075,0,0,2,36,49,37,788,817,OA
'Literal Femur of OA_51.jpg',404,836,660,70,1231,30,42,39,1519,150,68,1,69,72,50,72,1446,4,62,3,6,53,31,2,53,64,39,1012,0,2,4,36,47,53,844,727,OA
'Literal Femur of OA_52.jpg',419,718,609,74,1385,30,44,41,1635,91,84,5,53,63,58,62,1685,1,65,1,0,23,26,5,63,78,36,999,0,2,2,20,44,42,696,642,OA
'Literal Femur of OA_53.jpg',551,927,636,84,1101,44,40,62,1563,105,84,6,46,88,67,73,1238,4,75,3,7,59,23,3,62,97,50,876,0,0,3,40,68,61,881,774,OA
'Literal Femur of OA_54.jpg',384,781,585,90,1250,25,40,44,1584,122,75,8,70,78,49,68,1595,1,91,5,1,50,30,1,62,50,47,962,0,0,3,24,47,51,754,774,OA
'Literal Femur of OA_55.jpg',435,716,675,60,1330,38,47,45,1659,93,76,8,65,66,53,54,1573,0,60,3,0,41,27,3,59,74,41,1022,0,0,1,27,57,44,705,644,OA
'Literal Femur of OA_56.jpg',432,936,617,76,1160,28,41,38,1305,155,71,6,82,96,41,78,1257,1,86,4,5,52,33,5,70,77,50,1092,1,0,3,29,59,44,901,870,OA
'Literal Femur of OA_57.jpg',497,851,634,81,1176,46,46,53,1400,130,92,4,65,83,59,70,1402,2,96,0,1,63,22,1,80,65,38,1013,0,1,1,27,50,58,851,743,OA
'Literal Femur of OA_58.jpg',604,1049,653,85,1036,54,56,56,1248,144,84,7,61,84,87,53,1160,4,87,1,3,56,36,4,95,76,50,869,0,2,8,54,79,78,1004,873,OA
'Literal Femur of OA_59.jpg',432,761,735,85,1321,42,53,44,1608,102,55,4,55,65,65,63,1482,4,75,1,2,53,33,1,66,59,31,1033,0,0,5,29,55,41,697,644,OA
'Literal Femur of OA_6.jpg',345,685,640,87,1391,37,41,37,1873,69,52,9,67,66,38,60,1611,0,66,2,1,39,38,1,76,60,39,1022,0,1,1,26,35,35,666,585,OA
'Literal Femur of OA_60.jpg',319,729,551,66,1276,30,42,49,1966,91,69,9,57,60,40,52,1699,1,63,1,2,44,28,0,72,61,38,980,0,0,2,25,37,29,695,618,OA
'Literal Femur of OA_61.jpg',401,806,647,66,1272,21,41,43,1710,98,68,2,58,92,60,76,1544,0,58,0,2,34,43,1,70,58,34,987,0,1,1,25,55,36,752,639,OA
'Literal Femur of OA_62.jpg',365,682,614,79,1359,25,39,40,1949,85,56,3,61,84,49,55,1690,1,62,1,0,37,30,0,67,53,30,955,0,0,3,26,35,49,648,569,OA
'Literal Femur of OA_63.jpg',446,766,704,59,1304,43,39,56,1741,87,59,1,38,88,60,56,1513,0,89,1,1,43,33,1,63,76,46,968,0,1,1,24,43,44,723,584,OA
'Literal Femur of OA_64.jpg',444,786,650,71,1269,37,43,38,1538,103,82,6,61,82,57,66,1544,2,83,1,0,36,41,1,78,73,34,1019,0,1,0,19,47,36,782,671,OA
'Literal Femur of OA_65.jpg',570,811,797,83,1221,40,66,77,1303,73,69,8,73,86,75,58,1256,3,78,2,2,49,40,4,89,88,53,938,0,1,1,46,64,42,880,755,OA
'Literal Femur of OA_66.jpg',425,707,675,85,1304,33,48,38,1635,101,67,5,73,70,53,58,1639,3,65,2,0,31,35,4,71,56,37,1027,0,1,1,22,45,35,754,596,OA
'Literal Femur of OA_67.jpg',296,614,643,55,1444,25,37,38,2330,73,62,3,48,52,44,40,1798,2,52,2,0,40,28,0,41,39,36,817,0,0,1,18,36,34,579,474,OA
'Literal Femur of OA_68.jpg',408,749,633,91,1344,28,52,42,1598,81,73,4,66,72,57,78,1549,3,71,3,1,41,37,1,73,64,34,1024,0,3,3,22,47,38,746,665,OA
'Literal Femur of OA_7.jpg',386,758,566,90,1239,29,47,49,1585,113,72,6,64,84,61,63,1533,1,92,3,1,49,29,2,78,64,58,1077,0,3,2,22,53,38,780,704,OA
'Literal Femur of OA_8.jpg',449,808,592,83,1275,34,36,58,1502,101,80,5,63,84,58,62,1534,0,78,2,4,48,47,4,69,75,43,1063,0,6,0,21,61,40,726,690,OA
'Literal Femur of OA_9.jpg',443,775,721,68,1300,34,52,46,1973,68,74,3,52,68,54,40,1477,0,44,2,2,31,38,1,61,55,51,864,0,0,2,23,43,46,735,555,OA
