@relation 'LBP_ri Medial Tibia ROI '

@attribute File {'Medial Tibia of G1_1.jpg','Medial Tibia of G1_10.jpg','Medial Tibia of G1_11.jpg','Medial Tibia of G1_12.jpg','Medial Tibia of G1_13.jpg','Medial Tibia of G1_14.jpg','Medial Tibia of G1_15.jpg','Medial Tibia of G1_16.jpg','Medial Tibia of G1_17.jpg','Medial Tibia of G1_18.jpg','Medial Tibia of G1_2.jpg','Medial Tibia of G1_3.jpg','Medial Tibia of G1_4.jpg','Medial Tibia of G1_5.jpg','Medial Tibia of G1_6.jpg','Medial Tibia of G1_7.jpg','Medial Tibia of G1_8.jpg','Medial Tibia of G1_9.jpg','Medial Tibia of G2_1.jpg','Medial Tibia of G2_10.jpg','Medial Tibia of G2_11.jpg','Medial Tibia of G2_12.jpg','Medial Tibia of G2_13.jpg','Medial Tibia of G2_14.jpg','Medial Tibia of G2_15.jpg','Medial Tibia of G2_16.jpg','Medial Tibia of G2_17.jpg','Medial Tibia of G2_18.jpg','Medial Tibia of G2_19.jpg','Medial Tibia of G2_2.jpg','Medial Tibia of G2_20.jpg','Medial Tibia of G2_21.jpg','Medial Tibia of G2_3.jpg','Medial Tibia of G2_4.jpg','Medial Tibia of G2_5.jpg','Medial Tibia of G2_6.jpg','Medial Tibia of G2_7.jpg','Medial Tibia of G2_8.jpg','Medial Tibia of G2_9.jpg','Medial Tibia of G3_1.jpg','Medial Tibia of G3_10.jpg','Medial Tibia of G3_11.jpg','Medial Tibia of G3_12.jpg','Medial Tibia of G3_13.jpg','Medial Tibia of G3_14.jpg','Medial Tibia of G3_15.jpg','Medial Tibia of G3_16.jpg','Medial Tibia of G3_17.jpg','Medial Tibia of G3_18.jpg','Medial Tibia of G3_19.jpg','Medial Tibia of G3_2.jpg','Medial Tibia of G3_20.jpg','Medial Tibia of G3_21.jpg','Medial Tibia of G3_22.jpg','Medial Tibia of G3_23.jpg','Medial Tibia of G3_24.jpg','Medial Tibia of G3_25.jpg','Medial Tibia of G3_26.jpg','Medial Tibia of G3_27.jpg','Medial Tibia of G3_28.jpg','Medial Tibia of G3_29.jpg','Medial Tibia of G3_3.jpg','Medial Tibia of G3_30.jpg','Medial Tibia of G3_31.jpg','Medial Tibia of G3_32.jpg','Medial Tibia of G3_33.jpg','Medial Tibia of G3_34.jpg','Medial Tibia of G3_35.jpg','Medial Tibia of G3_36.jpg','Medial Tibia of G3_37.jpg','Medial Tibia of G3_38.jpg','Medial Tibia of G3_39.jpg','Medial Tibia of G3_4.jpg','Medial Tibia of G3_40.jpg','Medial Tibia of G3_41.jpg','Medial Tibia of G3_42.jpg','Medial Tibia of G3_43.jpg','Medial Tibia of G3_44.jpg','Medial Tibia of G3_5.jpg','Medial Tibia of G3_6.jpg','Medial Tibia of G3_7.jpg','Medial Tibia of G3_8.jpg','Medial Tibia of G3_9.jpg','Medial Tibia of G4_1.jpg','Medial Tibia of G4_2.jpg','Medial Tibia of G4_3.jpg','Medial Tibia of G4_4.jpg','Medial Tibia of G4_5.jpg','Medial Tibia of G4_6.jpg','Medial Tibia of G4_7.jpg','Medial Tibia of G4_8.jpg','Medial Tibia of Nor_1.jpg','Medial Tibia of Nor_10.jpg','Medial Tibia of Nor_11.jpg','Medial Tibia of Nor_12.jpg','Medial Tibia of Nor_13.jpg','Medial Tibia of Nor_14.jpg','Medial Tibia of Nor_15.jpg','Medial Tibia of Nor_16.jpg','Medial Tibia of Nor_17.jpg','Medial Tibia of Nor_18.jpg','Medial Tibia of Nor_19.jpg','Medial Tibia of Nor_2.jpg','Medial Tibia of Nor_20.jpg','Medial Tibia of Nor_21.jpg','Medial Tibia of Nor_22.jpg','Medial Tibia of Nor_23.jpg','Medial Tibia of Nor_24.jpg','Medial Tibia of Nor_25.jpg','Medial Tibia of Nor_26.jpg','Medial Tibia of Nor_27.jpg','Medial Tibia of Nor_28.jpg','Medial Tibia of Nor_29.jpg','Medial Tibia of Nor_3.jpg','Medial Tibia of Nor_30.jpg','Medial Tibia of Nor_31.jpg','Medial Tibia of Nor_32.jpg','Medial Tibia of Nor_33.jpg','Medial Tibia of Nor_34.jpg','Medial Tibia of Nor_35.jpg','Medial Tibia of Nor_36.jpg','Medial Tibia of Nor_37.jpg','Medial Tibia of Nor_38.jpg','Medial Tibia of Nor_39.jpg','Medial Tibia of Nor_4.jpg','Medial Tibia of Nor_5.jpg','Medial Tibia of Nor_6.jpg','Medial Tibia of Nor_7.jpg','Medial Tibia of Nor_8.jpg','Medial Tibia of Nor_9.jpg'}
@attribute LBP_ri_1 numeric
@attribute LBP_ri_2 numeric
@attribute LBP_ri_3 numeric
@attribute LBP_ri_4 numeric
@attribute LBP_ri_5 numeric
@attribute LBP_ri_6 numeric
@attribute LBP_ri_7 numeric
@attribute LBP_ri_8 numeric
@attribute LBP_ri_9 numeric
@attribute LBP_ri_10 numeric
@attribute LBP_ri_11 numeric
@attribute LBP_ri_12 numeric
@attribute LBP_ri_13 numeric
@attribute LBP_ri_14 numeric
@attribute LBP_ri_15 numeric
@attribute LBP_ri_16 numeric
@attribute LBP_ri_17 numeric
@attribute LBP_ri_18 numeric
@attribute LBP_ri_19 numeric
@attribute LBP_ri_20 numeric
@attribute LBP_ri_21 numeric
@attribute LBP_ri_22 numeric
@attribute LBP_ri_23 numeric
@attribute LBP_ri_24 numeric
@attribute LBP_ri_25 numeric
@attribute LBP_ri_26 numeric
@attribute LBP_ri_27 numeric
@attribute LBP_ri_28 numeric
@attribute LBP_ri_29 numeric
@attribute LBP_ri_30 numeric
@attribute LBP_ri_31 numeric
@attribute LBP_ri_32 numeric
@attribute LBP_ri_33 numeric
@attribute LBP_ri_34 numeric
@attribute LBP_ri_35 numeric
@attribute LBP_ri_36 numeric
@attribute class {'Grade 1','Grade 2','Grade 3','Grade 4',Normal}

@data
'Medial Tibia of G3_7.jpg',386,760,652,68,1367,34,52,41,1688,67,83,7,73,71,58,46,1454,3,77,3,2,56,30,3,75,75,29,977,0,3,1,27,46,36,791,660,'Grade 3'
'Medial Tibia of G3_8.jpg',396,706,704,56,1351,29,47,36,2093,68,74,0,39,70,54,61,1545,0,49,1,0,36,33,3,57,55,38,860,0,0,1,21,35,52,691,540,'Grade 3'
'Medial Tibia of G3_9.jpg',404,739,647,45,1387,29,40,34,2024,84,68,2,46,76,56,45,1572,1,56,0,1,34,31,0,60,60,34,855,0,1,2,22,42,38,722,544,'Grade 3'
'Medial Tibia of G4_1.jpg',506,835,697,89,1263,43,46,72,1580,83,84,7,49,81,61,55,1258,1,68,2,1,47,32,2,77,64,50,919,0,2,1,41,75,58,836,716,'Grade 4'
'Medial Tibia of G4_2.jpg',424,784,640,56,1326,24,27,33,1941,119,61,1,50,78,54,63,1424,1,70,0,2,44,31,2,60,63,27,897,0,1,2,20,41,58,775,602,'Grade 4'
'Medial Tibia of G4_3.jpg',281,696,482,69,1357,25,38,34,2104,112,45,6,57,76,42,82,1700,0,52,3,0,27,15,1,52,52,29,956,0,1,1,20,29,37,745,575,'Grade 4'
'Medial Tibia of G4_4.jpg',366,768,631,71,1277,36,46,57,1789,105,54,1,52,78,55,55,1615,4,67,1,4,46,27,2,61,59,44,957,0,0,1,27,42,42,692,669,'Grade 4'
'Medial Tibia of G4_5.jpg',352,734,628,77,1341,17,46,42,1822,88,79,7,45,74,58,74,1584,1,54,2,0,40,32,1,66,64,48,976,0,3,3,30,50,42,679,642,'Grade 4'
'Medial Tibia of G4_6.jpg',387,663,661,67,1341,15,36,38,2126,87,51,3,48,70,52,52,1660,0,54,0,1,35,32,0,45,53,26,875,0,0,2,23,39,40,698,521,'Grade 4'
'Medial Tibia of G4_7.jpg',474,779,701,67,1252,42,41,63,1892,85,67,6,47,76,46,53,1371,0,70,0,1,56,38,3,70,48,33,903,0,2,3,31,54,43,785,599,'Grade 4'
'Medial Tibia of G4_8.jpg',443,809,777,62,1247,30,49,48,1441,94,60,4,70,78,56,72,1459,3,75,1,0,39,29,1,77,78,34,1017,0,2,3,37,65,47,802,692,'Grade 4'
'Medial Tibia of Nor_1.jpg',305,778,551,63,1224,29,44,50,1849,122,71,6,75,56,62,73,1544,2,70,2,1,48,22,1,61,57,35,984,0,0,1,22,46,41,782,724,Normal
'Medial Tibia of Nor_10.jpg',404,729,682,63,1296,42,31,58,2207,71,56,1,32,78,50,59,1481,0,44,1,0,56,32,1,62,47,31,834,0,1,1,27,44,30,733,517,Normal
'Medial Tibia of Nor_11.jpg',417,733,705,74,1339,40,44,73,1908,54,51,5,53,79,49,70,1446,0,47,3,1,44,36,1,51,58,34,937,0,1,1,39,45,41,714,608,Normal
'Medial Tibia of Nor_12.jpg',539,1093,627,74,1033,53,60,57,1282,140,83,4,70,74,54,70,1077,4,74,2,6,54,33,3,79,86,55,902,0,2,7,38,60,75,1100,831,Normal
'Medial Tibia of Nor_13.jpg',448,777,642,86,1269,38,42,76,1693,73,50,5,57,79,66,59,1403,1,64,0,2,50,46,4,98,60,37,996,0,0,0,24,56,33,796,671,Normal
'Medial Tibia of Nor_14.jpg',352,666,647,82,1379,33,49,31,2034,76,78,4,55,48,50,48,1613,1,53,1,1,35,28,0,45,54,40,990,0,0,2,21,41,28,643,573,Normal
'Medial Tibia of Nor_15.jpg',347,730,637,78,1261,28,43,41,1923,98,44,6,48,81,45,68,1562,0,42,1,1,42,30,1,70,70,35,1015,0,1,0,28,49,35,714,627,Normal
'Medial Tibia of Nor_16.jpg',331,691,567,86,1369,30,48,37,1912,83,66,3,68,46,48,48,1640,2,64,1,0,28,30,2,65,50,45,1015,0,1,3,21,50,26,702,623,Normal
'Medial Tibia of Nor_17.jpg',385,755,655,62,1343,31,38,29,1852,97,71,4,66,73,56,49,1484,0,54,1,1,39,34,1,67,64,33,957,0,0,1,26,49,41,745,638,Normal
'Medial Tibia of Nor_18.jpg',391,758,676,68,1297,34,30,59,2038,61,48,1,35,80,56,58,1535,1,59,0,1,53,28,3,66,56,36,931,0,1,1,23,37,29,708,543,Normal
'Medial Tibia of Nor_19.jpg',376,778,659,80,1274,25,55,33,1872,100,82,2,79,60,51,54,1501,0,66,1,0,42,34,3,60,62,30,914,0,1,1,23,44,34,762,643,Normal
'Medial Tibia of Nor_2.jpg',357,746,615,78,1316,21,42,47,1897,75,69,2,62,64,40,51,1611,1,59,0,0,37,26,1,69,55,34,1006,0,0,0,19,31,38,710,622,Normal
'Medial Tibia of Nor_20.jpg',392,656,667,77,1410,23,22,53,1858,68,48,2,48,88,57,73,1653,2,68,1,2,32,35,1,65,66,39,979,0,1,1,34,49,31,611,589,Normal
'Medial Tibia of Nor_21.jpg',355,617,685,83,1510,35,23,40,1843,64,62,3,44,72,49,62,1696,1,61,2,1,35,39,2,61,57,31,976,0,1,2,27,34,30,634,564,Normal
'Medial Tibia of Nor_22.jpg',328,708,599,78,1306,26,38,43,2020,106,64,4,53,58,55,63,1639,0,69,0,0,35,29,1,54,60,36,974,0,0,3,15,35,29,695,578,Normal
'Medial Tibia of Nor_23.jpg',291,740,567,80,1267,29,38,40,1889,92,75,3,74,72,35,64,1577,2,62,1,1,35,23,2,67,65,45,969,0,1,2,14,58,24,758,739,Normal
'Medial Tibia of Nor_24.jpg',383,731,659,54,1324,29,45,51,1969,86,67,4,45,88,55,52,1563,3,62,0,0,31,16,1,63,59,29,896,0,0,2,30,40,38,722,604,Normal
'Medial Tibia of Nor_25.jpg',378,667,620,63,1387,33,78,34,2091,62,76,5,62,51,41,55,1526,0,50,2,0,29,27,1,59,42,50,982,0,0,0,15,41,42,673,559,Normal
'Medial Tibia of Nor_26.jpg',407,695,662,79,1430,40,43,75,1827,56,52,1,49,70,57,57,1521,2,53,0,4,45,46,1,65,64,40,950,0,1,0,26,58,24,710,591,Normal
'Medial Tibia of Nor_27.jpg',486,986,595,71,1172,50,51,58,1312,133,83,10,70,90,56,54,1275,5,91,4,1,48,28,2,61,82,58,940,0,2,4,28,67,58,936,834,Normal
'Medial Tibia of Nor_28.jpg',395,734,702,63,1351,38,43,48,1621,96,69,6,56,75,54,67,1585,1,71,2,1,34,26,2,64,71,39,985,0,0,0,32,49,31,704,686,Normal
'Medial Tibia of Nor_29.jpg',483,841,742,74,1230,49,50,47,1433,100,76,5,64,84,73,52,1370,1,68,5,4,52,40,3,68,66,46,986,0,3,1,30,49,59,850,697,Normal
'Medial Tibia of Nor_3.jpg',322,770,584,81,1305,29,60,31,1992,81,62,5,70,56,51,54,1507,1,58,1,0,39,28,4,62,61,37,935,0,0,2,29,44,42,761,637,Normal
'Medial Tibia of Nor_30.jpg',454,955,609,76,1151,52,48,57,1512,114,56,4,61,64,70,62,1249,3,69,3,1,57,42,3,75,72,47,959,0,3,0,26,66,55,927,799,Normal
'Medial Tibia of Nor_31.jpg',801,1120,670,93,866,80,66,81,973,126,115,4,56,88,90,75,898,8,89,7,5,75,38,7,77,81,79,841,1,5,8,69,82,89,1103,935,Normal
'Medial Tibia of Nor_32.jpg',481,939,614,99,1091,43,47,57,1406,155,75,5,58,89,63,64,1346,2,74,3,5,35,22,2,69,72,46,916,0,1,2,24,59,60,983,794,Normal
'Medial Tibia of Nor_33.jpg',456,787,756,76,1248,34,29,46,1612,87,77,4,38,91,67,59,1442,2,80,3,0,45,35,3,72,87,32,978,0,1,2,36,35,36,792,653,Normal
'Medial Tibia of Nor_34.jpg',530,1028,602,78,1090,49,70,49,1277,146,72,4,69,76,70,61,1233,4,87,3,4,45,31,4,77,72,47,940,0,2,3,34,68,74,966,836,Normal
'Medial Tibia of Nor_35.jpg',386,711,707,48,1362,25,50,55,1863,77,56,3,51,82,52,63,1511,1,56,1,1,32,35,1,72,56,42,1007,0,1,1,25,51,40,667,610,Normal
'Medial Tibia of Nor_36.jpg',381,717,667,76,1339,29,51,32,2118,84,79,7,59,53,50,40,1682,1,59,0,1,28,31,2,60,57,38,933,0,0,1,26,24,41,704,530,Normal
'Medial Tibia of Nor_37.jpg',381,752,628,63,1384,30,47,35,1891,70,67,2,56,52,42,55,1553,2,57,2,0,41,37,1,56,73,45,936,0,0,0,27,52,41,703,620,Normal
'Medial Tibia of Nor_38.jpg',359,783,700,59,1347,38,35,41,1839,84,66,2,36,70,56,56,1572,0,65,3,1,36,36,3,60,61,30,921,0,1,1,16,52,31,748,593,Normal
'Medial Tibia of Nor_39.jpg',412,756,691,69,1293,44,34,68,1771,76,58,2,56,83,54,63,1472,3,66,4,2,47,46,3,55,68,33,972,0,2,2,30,44,34,755,633,Normal
'Medial Tibia of Nor_4.jpg',336,733,640,82,1305,25,43,31,1792,116,90,7,68,54,44,68,1623,0,58,2,1,45,27,0,56,55,27,1007,0,2,0,21,47,45,716,635,Normal
'Medial Tibia of Nor_5.jpg',428,698,664,64,1383,31,41,40,1833,68,73,2,61,72,66,63,1635,1,62,0,2,37,32,1,67,65,34,901,0,3,2,32,40,30,679,591,Normal
'Medial Tibia of Nor_6.jpg',390,757,664,71,1279,28,52,32,1901,98,74,2,60,75,46,48,1552,1,74,0,1,33,31,2,54,68,37,893,0,0,0,22,43,48,774,591,Normal
'Medial Tibia of Nor_7.jpg',368,793,604,55,1331,28,38,42,2095,75,66,3,35,91,38,52,1503,0,57,0,0,44,26,1,74,50,33,910,0,1,2,23,45,39,706,573,Normal
'Medial Tibia of Nor_8.jpg',401,783,652,70,1242,36,70,27,2059,75,71,3,64,52,52,43,1511,1,49,2,0,33,43,1,42,51,41,946,0,0,2,24,32,45,723,555,Normal
'Medial Tibia of Nor_9.jpg',392,725,638,70,1275,27,34,59,1943,75,67,2,52,82,63,51,1487,2,78,3,1,44,33,1,67,56,35,976,0,2,2,23,51,23,713,649,Normal
